forecast_id,product_id,region,forecast_date,predicted_demand,confidence_low,confidence_high,social_factor,model_version,explanation,created_at
86,1,Los Angeles Basin,2026-06-08,272,235,323,1.88,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""ema_variation_notice"",""cold-chain_route_restriction"",""airport_delay_signal""],""top_source"":""@ema_updates"",""criticality_score"":74,""confidence"":""medium"",""trend"":""steady_growth""}",2026-05-13T09:49:20Z
87,1,Los Angeles Basin,2026-06-09,270,240,328,2.01,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""ema_variation_notice"",""cold-chain_route_restriction"",""airport_delay_signal""],""top_source"":""@ema_updates"",""criticality_score"":74,""confidence"":""medium"",""trend"":""steady_growth""}",2026-05-13T09:49:20Z
88,1,Los Angeles Basin,2026-06-10,279,245,333,2.09,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""ema_variation_notice"",""cold-chain_route_restriction"",""airport_delay_signal""],""top_source"":""@ema_updates"",""criticality_score"":74,""confidence"":""medium"",""trend"":""steady_growth""}",2026-05-13T09:49:20Z
89,1,Los Angeles Basin,2026-06-11,300,250,338,1.88,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""ema_variation_notice"",""cold-chain_route_restriction"",""airport_delay_signal""],""top_source"":""@ema_updates"",""criticality_score"":74,""confidence"":""medium"",""trend"":""steady_growth""}",2026-05-13T09:49:20Z
90,1,Los Angeles Basin,2026-06-12,290,255,343,2.08,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""ema_variation_notice"",""cold-chain_route_restriction"",""airport_delay_signal""],""top_source"":""@ema_updates"",""criticality_score"":74,""confidence"":""medium"",""trend"":""steady_growth""}",2026-05-13T09:49:20Z
91,2,Seattle Metro,2026-05-14,91,74,130,1.4,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""manufacturer_quality_notice"",""lot_release_update"",""activated_site_cluster""],""top_source"":""@gxpdesk"",""criticality_score"":82,""confidence"":""high"",""trend"":""launch_spike""}",2026-05-13T09:49:20Z
92,2,Seattle Metro,2026-05-15,99,78,134,1.44,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""manufacturer_quality_notice"",""lot_release_update"",""activated_site_cluster""],""top_source"":""@gxpdesk"",""criticality_score"":82,""confidence"":""high"",""trend"":""launch_spike""}",2026-05-13T09:49:20Z
93,2,Seattle Metro,2026-05-16,100,82,138,1.41,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""manufacturer_quality_notice"",""lot_release_update"",""activated_site_cluster""],""top_source"":""@gxpdesk"",""criticality_score"":82,""confidence"":""high"",""trend"":""launch_spike""}",2026-05-13T09:49:20Z
94,2,Seattle Metro,2026-05-17,107,86,142,1.48,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""manufacturer_quality_notice"",""lot_release_update"",""activated_site_cluster""],""top_source"":""@gxpdesk"",""criticality_score"":82,""confidence"":""high"",""trend"":""launch_spike""}",2026-05-13T09:49:20Z
95,2,Seattle Metro,2026-05-18,113,90,146,1.43,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""manufacturer_quality_notice"",""lot_release_update"",""activated_site_cluster""],""top_source"":""@gxpdesk"",""criticality_score"":82,""confidence"":""high"",""trend"":""launch_spike""}",2026-05-13T09:49:20Z
96,2,Seattle Metro,2026-05-19,121,94,150,1.54,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""manufacturer_quality_notice"",""lot_release_update"",""activated_site_cluster""],""top_source"":""@gxpdesk"",""criticality_score"":82,""confidence"":""high"",""trend"":""launch_spike""}",2026-05-13T09:49:20Z
97,2,Seattle Metro,2026-05-20,133,98,154,1.46,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""manufacturer_quality_notice"",""lot_release_update"",""activated_site_cluster""],""top_source"":""@gxpdesk"",""criticality_score"":82,""confidence"":""high"",""trend"":""launch_spike""}",2026-05-13T09:49:20Z
98,2,Seattle Metro,2026-05-21,132,102,158,1.51,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""manufacturer_quality_notice"",""lot_release_update"",""activated_site_cluster""],""top_source"":""@gxpdesk"",""criticality_score"":82,""confidence"":""high"",""trend"":""launch_spike""}",2026-05-13T09:49:20Z
99,2,Seattle Metro,2026-05-22,134,106,162,1.49,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""manufacturer_quality_notice"",""lot_release_update"",""activated_site_cluster""],""top_source"":""@gxpdesk"",""criticality_score"":82,""confidence"":""high"",""trend"":""launch_spike""}",2026-05-13T09:49:20Z
100,2,Seattle Metro,2026-05-23,135,110,166,1.64,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""manufacturer_quality_notice"",""lot_release_update"",""activated_site_cluster""],""top_source"":""@gxpdesk"",""criticality_score"":82,""confidence"":""high"",""trend"":""launch_spike""}",2026-05-13T09:49:20Z
101,2,Seattle Metro,2026-05-24,149,114,170,1.67,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""manufacturer_quality_notice"",""lot_release_update"",""activated_site_cluster""],""top_source"":""@gxpdesk"",""criticality_score"":82,""confidence"":""high"",""trend"":""launch_spike""}",2026-05-13T09:49:20Z
102,2,Seattle Metro,2026-05-25,143,118,174,1.66,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""manufacturer_quality_notice"",""lot_release_update"",""activated_site_cluster""],""top_source"":""@gxpdesk"",""criticality_score"":82,""confidence"":""high"",""trend"":""launch_spike""}",2026-05-13T09:49:20Z
103,2,Seattle Metro,2026-05-26,149,122,178,1.71,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""manufacturer_quality_notice"",""lot_release_update"",""activated_site_cluster""],""top_source"":""@gxpdesk"",""criticality_score"":82,""confidence"":""high"",""trend"":""launch_spike""}",2026-05-13T09:49:20Z
104,2,Seattle Metro,2026-05-27,154,126,182,1.58,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""manufacturer_quality_notice"",""lot_release_update"",""activated_site_cluster""],""top_source"":""@gxpdesk"",""criticality_score"":82,""confidence"":""high"",""trend"":""launch_spike""}",2026-05-13T09:49:20Z
105,2,Seattle Metro,2026-05-28,153,130,186,1.71,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""manufacturer_quality_notice"",""lot_release_update"",""activated_site_cluster""],""top_source"":""@gxpdesk"",""criticality_score"":82,""confidence"":""high"",""trend"":""launch_spike""}",2026-05-13T09:49:20Z
106,2,Seattle Metro,2026-05-29,159,134,190,1.64,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""manufacturer_quality_notice"",""lot_release_update"",""activated_site_cluster""],""top_source"":""@gxpdesk"",""criticality_score"":82,""confidence"":""high"",""trend"":""launch_spike""}",2026-05-13T09:49:20Z
107,2,Seattle Metro,2026-05-30,169,138,194,1.71,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""manufacturer_quality_notice"",""lot_release_update"",""activated_site_cluster""],""top_source"":""@gxpdesk"",""criticality_score"":82,""confidence"":""high"",""trend"":""launch_spike""}",2026-05-13T09:49:20Z
108,2,Seattle Metro,2026-05-31,170,142,198,1.79,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""manufacturer_quality_notice"",""lot_release_update"",""activated_site_cluster""],""top_source"":""@gxpdesk"",""criticality_score"":82,""confidence"":""high"",""trend"":""launch_spike""}",2026-05-13T09:49:20Z
109,2,Seattle Metro,2026-06-01,181,146,202,1.7,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""manufacturer_quality_notice"",""lot_release_update"",""activated_site_cluster""],""top_source"":""@gxpdesk"",""criticality_score"":82,""confidence"":""high"",""trend"":""launch_spike""}",2026-05-13T09:49:20Z
110,2,Seattle Metro,2026-06-02,178,150,206,1.85,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""manufacturer_quality_notice"",""lot_release_update"",""activated_site_cluster""],""top_source"":""@gxpdesk"",""criticality_score"":82,""confidence"":""high"",""trend"":""launch_spike""}",2026-05-13T09:49:20Z
111,2,Seattle Metro,2026-06-03,178,154,210,1.8,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""manufacturer_quality_notice"",""lot_release_update"",""activated_site_cluster""],""top_source"":""@gxpdesk"",""criticality_score"":82,""confidence"":""high"",""trend"":""launch_spike""}",2026-05-13T09:49:20Z
112,2,Seattle Metro,2026-06-04,197,158,214,1.83,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""manufacturer_quality_notice"",""lot_release_update"",""activated_site_cluster""],""top_source"":""@gxpdesk"",""criticality_score"":82,""confidence"":""high"",""trend"":""launch_spike""}",2026-05-13T09:49:20Z
113,2,Seattle Metro,2026-06-05,202,162,218,1.91,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""manufacturer_quality_notice"",""lot_release_update"",""activated_site_cluster""],""top_source"":""@gxpdesk"",""criticality_score"":82,""confidence"":""high"",""trend"":""launch_spike""}",2026-05-13T09:49:20Z
114,2,Seattle Metro,2026-06-06,198,166,222,1.89,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""manufacturer_quality_notice"",""lot_release_update"",""activated_site_cluster""],""top_source"":""@gxpdesk"",""criticality_score"":82,""confidence"":""high"",""trend"":""launch_spike""}",2026-05-13T09:49:20Z
115,2,Seattle Metro,2026-06-07,205,170,226,1.9,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""manufacturer_quality_notice"",""lot_release_update"",""activated_site_cluster""],""top_source"":""@gxpdesk"",""criticality_score"":82,""confidence"":""high"",""trend"":""launch_spike""}",2026-05-13T09:49:20Z
116,2,Seattle Metro,2026-06-08,211,174,230,1.9,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""manufacturer_quality_notice"",""lot_release_update"",""activated_site_cluster""],""top_source"":""@gxpdesk"",""criticality_score"":82,""confidence"":""high"",""trend"":""launch_spike""}",2026-05-13T09:49:20Z
117,2,Seattle Metro,2026-06-09,193,178,234,1.95,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""manufacturer_quality_notice"",""lot_release_update"",""activated_site_cluster""],""top_source"":""@gxpdesk"",""criticality_score"":82,""confidence"":""high"",""trend"":""launch_spike""}",2026-05-13T09:49:20Z
118,2,Seattle Metro,2026-06-10,211,182,238,1.94,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""manufacturer_quality_notice"",""lot_release_update"",""activated_site_cluster""],""top_source"":""@gxpdesk"",""criticality_score"":82,""confidence"":""high"",""trend"":""launch_spike""}",2026-05-13T09:49:20Z
119,2,Seattle Metro,2026-06-11,213,186,242,1.99,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""manufacturer_quality_notice"",""lot_release_update"",""activated_site_cluster""],""top_source"":""@gxpdesk"",""criticality_score"":82,""confidence"":""high"",""trend"":""launch_spike""}",2026-05-13T09:49:20Z
120,2,Seattle Metro,2026-06-12,222,190,246,1.97,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""manufacturer_quality_notice"",""lot_release_update"",""activated_site_cluster""],""top_source"":""@gxpdesk"",""criticality_score"":82,""confidence"":""high"",""trend"":""launch_spike""}",2026-05-13T09:49:20Z
121,2,Austin Metro,2026-05-14,73,60,108,1.38,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""port_congestion"",""cell_therapy_products_cluster"",""source_feed_spike""],""top_source"":""@vaccinewatch"",""criticality_score"":71,""confidence"":""medium"",""trend"":""rising""}",2026-05-13T09:49:20Z
122,2,Austin Metro,2026-05-15,91,63,111,1.45,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""port_congestion"",""cell_therapy_products_cluster"",""source_feed_spike""],""top_source"":""@vaccinewatch"",""criticality_score"":71,""confidence"":""medium"",""trend"":""rising""}",2026-05-13T09:49:20Z
123,2,Austin Metro,2026-05-16,93,66,114,1.47,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""port_congestion"",""cell_therapy_products_cluster"",""source_feed_spike""],""top_source"":""@vaccinewatch"",""criticality_score"":71,""confidence"":""medium"",""trend"":""rising""}",2026-05-13T09:49:20Z
124,2,Austin Metro,2026-05-17,95,69,117,1.42,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""port_congestion"",""cell_therapy_products_cluster"",""source_feed_spike""],""top_source"":""@vaccinewatch"",""criticality_score"":71,""confidence"":""medium"",""trend"":""rising""}",2026-05-13T09:49:20Z
125,2,Austin Metro,2026-05-18,90,72,120,1.34,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""port_congestion"",""cell_therapy_products_cluster"",""source_feed_spike""],""top_source"":""@vaccinewatch"",""criticality_score"":71,""confidence"":""medium"",""trend"":""rising""}",2026-05-13T09:49:20Z
126,2,Austin Metro,2026-05-19,95,75,123,1.5,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""port_congestion"",""cell_therapy_products_cluster"",""source_feed_spike""],""top_source"":""@vaccinewatch"",""criticality_score"":71,""confidence"":""medium"",""trend"":""rising""}",2026-05-13T09:49:20Z
127,2,Austin Metro,2026-05-20,102,78,126,1.42,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""port_congestion"",""cell_therapy_products_cluster"",""source_feed_spike""],""top_source"":""@vaccinewatch"",""criticality_score"":71,""confidence"":""medium"",""trend"":""rising""}",2026-05-13T09:49:20Z
128,2,Austin Metro,2026-05-21,105,81,129,1.51,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""port_congestion"",""cell_therapy_products_cluster"",""source_feed_spike""],""top_source"":""@vaccinewatch"",""criticality_score"":71,""confidence"":""medium"",""trend"":""rising""}",2026-05-13T09:49:20Z
129,2,Austin Metro,2026-05-22,116,84,132,1.4,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""port_congestion"",""cell_therapy_products_cluster"",""source_feed_spike""],""top_source"":""@vaccinewatch"",""criticality_score"":71,""confidence"":""medium"",""trend"":""rising""}",2026-05-13T09:49:20Z
130,2,Austin Metro,2026-05-23,111,87,135,1.45,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""port_congestion"",""cell_therapy_products_cluster"",""source_feed_spike""],""top_source"":""@vaccinewatch"",""criticality_score"":71,""confidence"":""medium"",""trend"":""rising""}",2026-05-13T09:49:20Z
131,2,Austin Metro,2026-05-24,117,90,138,1.49,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""port_congestion"",""cell_therapy_products_cluster"",""source_feed_spike""],""top_source"":""@vaccinewatch"",""criticality_score"":71,""confidence"":""medium"",""trend"":""rising""}",2026-05-13T09:49:20Z
132,2,Austin Metro,2026-05-25,116,93,141,1.49,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""port_congestion"",""cell_therapy_products_cluster"",""source_feed_spike""],""top_source"":""@vaccinewatch"",""criticality_score"":71,""confidence"":""medium"",""trend"":""rising""}",2026-05-13T09:49:20Z
133,2,Austin Metro,2026-05-26,118,96,144,1.61,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""port_congestion"",""cell_therapy_products_cluster"",""source_feed_spike""],""top_source"":""@vaccinewatch"",""criticality_score"":71,""confidence"":""medium"",""trend"":""rising""}",2026-05-13T09:49:20Z
134,2,Austin Metro,2026-05-27,125,99,147,1.48,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""port_congestion"",""cell_therapy_products_cluster"",""source_feed_spike""],""top_source"":""@vaccinewatch"",""criticality_score"":71,""confidence"":""medium"",""trend"":""rising""}",2026-05-13T09:49:20Z
135,2,Austin Metro,2026-05-28,120,102,150,1.51,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""port_congestion"",""cell_therapy_products_cluster"",""source_feed_spike""],""top_source"":""@vaccinewatch"",""criticality_score"":71,""confidence"":""medium"",""trend"":""rising""}",2026-05-13T09:49:20Z
136,2,Austin Metro,2026-05-29,124,105,153,1.63,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""port_congestion"",""cell_therapy_products_cluster"",""source_feed_spike""],""top_source"":""@vaccinewatch"",""criticality_score"":71,""confidence"":""medium"",""trend"":""rising""}",2026-05-13T09:49:20Z
137,2,Austin Metro,2026-05-30,136,108,156,1.55,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""port_congestion"",""cell_therapy_products_cluster"",""source_feed_spike""],""top_source"":""@vaccinewatch"",""criticality_score"":71,""confidence"":""medium"",""trend"":""rising""}",2026-05-13T09:49:20Z
138,2,Austin Metro,2026-05-31,142,111,159,1.53,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""port_congestion"",""cell_therapy_products_cluster"",""source_feed_spike""],""top_source"":""@vaccinewatch"",""criticality_score"":71,""confidence"":""medium"",""trend"":""rising""}",2026-05-13T09:49:20Z
139,2,Austin Metro,2026-06-01,137,114,162,1.65,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""port_congestion"",""cell_therapy_products_cluster"",""source_feed_spike""],""top_source"":""@vaccinewatch"",""criticality_score"":71,""confidence"":""medium"",""trend"":""rising""}",2026-05-13T09:49:20Z
140,2,Austin Metro,2026-06-02,134,117,165,1.6,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""port_congestion"",""cell_therapy_products_cluster"",""source_feed_spike""],""top_source"":""@vaccinewatch"",""criticality_score"":71,""confidence"":""medium"",""trend"":""rising""}",2026-05-13T09:49:20Z
141,2,Austin Metro,2026-06-03,135,120,168,1.57,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""port_congestion"",""cell_therapy_products_cluster"",""source_feed_spike""],""top_source"":""@vaccinewatch"",""criticality_score"":71,""confidence"":""medium"",""trend"":""rising""}",2026-05-13T09:49:20Z
142,2,Austin Metro,2026-06-04,149,123,171,1.64,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""port_congestion"",""cell_therapy_products_cluster"",""source_feed_spike""],""top_source"":""@vaccinewatch"",""criticality_score"":71,""confidence"":""medium"",""trend"":""rising""}",2026-05-13T09:49:20Z
143,2,Austin Metro,2026-06-05,140,126,174,1.67,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""port_congestion"",""cell_therapy_products_cluster"",""source_feed_spike""],""top_source"":""@vaccinewatch"",""criticality_score"":71,""confidence"":""medium"",""trend"":""rising""}",2026-05-13T09:49:20Z
144,2,Austin Metro,2026-06-06,148,129,177,1.79,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""port_congestion"",""cell_therapy_products_cluster"",""source_feed_spike""],""top_source"":""@vaccinewatch"",""criticality_score"":71,""confidence"":""medium"",""trend"":""rising""}",2026-05-13T09:49:20Z
145,2,Austin Metro,2026-06-07,162,132,180,1.64,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""port_congestion"",""cell_therapy_products_cluster"",""source_feed_spike""],""top_source"":""@vaccinewatch"",""criticality_score"":71,""confidence"":""medium"",""trend"":""rising""}",2026-05-13T09:49:20Z
146,2,Austin Metro,2026-06-08,164,135,183,1.67,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""port_congestion"",""cell_therapy_products_cluster"",""source_feed_spike""],""top_source"":""@vaccinewatch"",""criticality_score"":71,""confidence"":""medium"",""trend"":""rising""}",2026-05-13T09:49:20Z
147,2,Austin Metro,2026-06-09,155,138,186,1.69,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""port_congestion"",""cell_therapy_products_cluster"",""source_feed_spike""],""top_source"":""@vaccinewatch"",""criticality_score"":71,""confidence"":""medium"",""trend"":""rising""}",2026-05-13T09:49:20Z
148,2,Austin Metro,2026-06-10,170,141,189,1.75,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""port_congestion"",""cell_therapy_products_cluster"",""source_feed_spike""],""top_source"":""@vaccinewatch"",""criticality_score"":71,""confidence"":""medium"",""trend"":""rising""}",2026-05-13T09:49:20Z
149,2,Austin Metro,2026-06-11,168,144,192,1.76,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""port_congestion"",""cell_therapy_products_cluster"",""source_feed_spike""],""top_source"":""@vaccinewatch"",""criticality_score"":71,""confidence"":""medium"",""trend"":""rising""}",2026-05-13T09:49:20Z
150,2,Austin Metro,2026-06-12,161,147,195,1.87,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""port_congestion"",""cell_therapy_products_cluster"",""source_feed_spike""],""top_source"":""@vaccinewatch"",""criticality_score"":71,""confidence"":""medium"",""trend"":""rising""}",2026-05-13T09:49:20Z
151,3,Denver Metro,2026-05-14,62,47,89,1.23,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""diagnostics_demand_bulletin"",""site_startup_cycle"",""enrollment_wave_prep""],""top_source"":""@waterworks_lab"",""criticality_score"":64,""confidence"":""medium"",""trend"":""seasonal_uptick""}",2026-05-13T09:49:20Z
152,3,Denver Metro,2026-05-15,68,49,91,1.12,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""diagnostics_demand_bulletin"",""site_startup_cycle"",""enrollment_wave_prep""],""top_source"":""@waterworks_lab"",""criticality_score"":64,""confidence"":""medium"",""trend"":""seasonal_uptick""}",2026-05-13T09:49:20Z
153,3,Denver Metro,2026-05-16,70,51,93,1.16,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""diagnostics_demand_bulletin"",""site_startup_cycle"",""enrollment_wave_prep""],""top_source"":""@waterworks_lab"",""criticality_score"":64,""confidence"":""medium"",""trend"":""seasonal_uptick""}",2026-05-13T09:49:20Z
154,3,Denver Metro,2026-05-17,82,53,95,1.15,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""diagnostics_demand_bulletin"",""site_startup_cycle"",""enrollment_wave_prep""],""top_source"":""@waterworks_lab"",""criticality_score"":64,""confidence"":""medium"",""trend"":""seasonal_uptick""}",2026-05-13T09:49:20Z
155,3,Denver Metro,2026-05-18,85,55,97,1.24,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""diagnostics_demand_bulletin"",""site_startup_cycle"",""enrollment_wave_prep""],""top_source"":""@waterworks_lab"",""criticality_score"":64,""confidence"":""medium"",""trend"":""seasonal_uptick""}",2026-05-13T09:49:20Z
156,3,Denver Metro,2026-05-19,70,57,99,1.17,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""diagnostics_demand_bulletin"",""site_startup_cycle"",""enrollment_wave_prep""],""top_source"":""@waterworks_lab"",""criticality_score"":64,""confidence"":""medium"",""trend"":""seasonal_uptick""}",2026-05-13T09:49:20Z
157,3,Denver Metro,2026-05-20,73,59,101,1.19,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""diagnostics_demand_bulletin"",""site_startup_cycle"",""enrollment_wave_prep""],""top_source"":""@waterworks_lab"",""criticality_score"":64,""confidence"":""medium"",""trend"":""seasonal_uptick""}",2026-05-13T09:49:20Z
158,3,Denver Metro,2026-05-21,84,61,103,1.27,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""diagnostics_demand_bulletin"",""site_startup_cycle"",""enrollment_wave_prep""],""top_source"":""@waterworks_lab"",""criticality_score"":64,""confidence"":""medium"",""trend"":""seasonal_uptick""}",2026-05-13T09:49:20Z
159,3,Denver Metro,2026-05-22,90,63,105,1.29,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""diagnostics_demand_bulletin"",""site_startup_cycle"",""enrollment_wave_prep""],""top_source"":""@waterworks_lab"",""criticality_score"":64,""confidence"":""medium"",""trend"":""seasonal_uptick""}",2026-05-13T09:49:20Z
160,3,Denver Metro,2026-05-23,83,65,107,1.23,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""diagnostics_demand_bulletin"",""site_startup_cycle"",""enrollment_wave_prep""],""top_source"":""@waterworks_lab"",""criticality_score"":64,""confidence"":""medium"",""trend"":""seasonal_uptick""}",2026-05-13T09:49:20Z
161,3,Denver Metro,2026-05-24,80,67,109,1.27,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""diagnostics_demand_bulletin"",""site_startup_cycle"",""enrollment_wave_prep""],""top_source"":""@waterworks_lab"",""criticality_score"":64,""confidence"":""medium"",""trend"":""seasonal_uptick""}",2026-05-13T09:49:20Z
162,3,Denver Metro,2026-05-25,86,69,111,1.27,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""diagnostics_demand_bulletin"",""site_startup_cycle"",""enrollment_wave_prep""],""top_source"":""@waterworks_lab"",""criticality_score"":64,""confidence"":""medium"",""trend"":""seasonal_uptick""}",2026-05-13T09:49:20Z
163,3,Denver Metro,2026-05-26,90,71,113,1.24,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""diagnostics_demand_bulletin"",""site_startup_cycle"",""enrollment_wave_prep""],""top_source"":""@waterworks_lab"",""criticality_score"":64,""confidence"":""medium"",""trend"":""seasonal_uptick""}",2026-05-13T09:49:20Z
164,3,Denver Metro,2026-05-27,89,73,115,1.28,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""diagnostics_demand_bulletin"",""site_startup_cycle"",""enrollment_wave_prep""],""top_source"":""@waterworks_lab"",""criticality_score"":64,""confidence"":""medium"",""trend"":""seasonal_uptick""}",2026-05-13T09:49:20Z
165,3,Denver Metro,2026-05-28,99,75,117,1.36,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""diagnostics_demand_bulletin"",""site_startup_cycle"",""enrollment_wave_prep""],""top_source"":""@waterworks_lab"",""criticality_score"":64,""confidence"":""medium"",""trend"":""seasonal_uptick""}",2026-05-13T09:49:20Z
166,3,Denver Metro,2026-05-29,107,77,119,1.34,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""diagnostics_demand_bulletin"",""site_startup_cycle"",""enrollment_wave_prep""],""top_source"":""@waterworks_lab"",""criticality_score"":64,""confidence"":""medium"",""trend"":""seasonal_uptick""}",2026-05-13T09:49:20Z
167,3,Denver Metro,2026-05-30,102,79,121,1.34,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""diagnostics_demand_bulletin"",""site_startup_cycle"",""enrollment_wave_prep""],""top_source"":""@waterworks_lab"",""criticality_score"":64,""confidence"":""medium"",""trend"":""seasonal_uptick""}",2026-05-13T09:49:20Z
168,3,Denver Metro,2026-05-31,98,81,123,1.33,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""diagnostics_demand_bulletin"",""site_startup_cycle"",""enrollment_wave_prep""],""top_source"":""@waterworks_lab"",""criticality_score"":64,""confidence"":""medium"",""trend"":""seasonal_uptick""}",2026-05-13T09:49:20Z
169,3,Denver Metro,2026-06-01,100,83,125,1.36,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""diagnostics_demand_bulletin"",""site_startup_cycle"",""enrollment_wave_prep""],""top_source"":""@waterworks_lab"",""criticality_score"":64,""confidence"":""medium"",""trend"":""seasonal_uptick""}",2026-05-13T09:49:20Z
170,3,Denver Metro,2026-06-02,104,85,127,1.3,signal_aware_v2,"{""model"":""signal_aware_v2"",""drivers"":[""diagnostics_demand_bulletin"",""site_startup_cycle"",""enrollment_wave_prep""],""top_source"":""@waterworks_lab"",""criticality_score"":64,""confidence"":""medium"",""trend"":""seasonal_uptick""}",2026-05-13T09:49:20Z
