post_id,influencer_id,platform,external_post_id,post_text,posted_at,likes_count,shares_count,comments_count,views_count,sentiment_score,virality_score,detected_products,momentum_flag,processed_at,created_at
747,262,youtube,ext_youtube_00000747,Safety teams need better exception outreach after recent route disruptions,2026-05-03T03:30:21Z,181,71,17,2517,0.604,0.58,,normal,,2026-05-13T10:00:44Z
748,358,threads,ext_threads_00000748,Network planners are coordinating tenders across regional terminals today,2026-04-27T01:31:35Z,871,42,33,4011,-0.062,1.24,,normal,,2026-05-13T10:00:44Z
749,454,instagram,ext_instagram_00000749,Added Regional Pool Distribution to the high-priority route plan. Thank you HomePort Distribution for closing the gap,2026-05-13T09:59:00Z,1625,667,668,68095,0.411,8.31,,rising,,2026-05-13T10:00:44Z
750,36,instagram,ext_instagram_00000750,A lot of shippers are asking about Port Drayage Appointment through OnRoute Port Services; lane demand is clearly rising,2026-05-03T15:25:08Z,737,28,14,13518,0.337,1.05,,normal,,2026-05-13T10:00:44Z
751,459,instagram,ext_instagram_00000751,Dispatch coordinators are flagging Expedited Dock-to-Dock Transfer from MetroLine Freight as a bottleneck this week,2026-04-26T19:46:24Z,594,3,21,1411,0.438,0.73,,normal,,2026-05-13T10:00:44Z
752,169,youtube,ext_youtube_00000752,Terminal update: Oversize Permit Coordination capacity at OrthoMotion Heavy Haul is getting tight after a spike in tenders,2026-05-12T16:22:25Z,657,45,27,1414,0.841,0.99,,normal,,2026-05-13T10:00:44Z
753,238,twitter,ext_twitter_00000753,Remote trailer alerts are helping the team catch dwell risk before a missed delivery,2026-04-27T22:21:49Z,438,21,19,19181,-0.238,0.81,,normal,,2026-05-13T10:00:44Z
754,110,threads,ext_threads_00000754,Telematics follow-up: demand for School Route Capacity Review is up and WellNest Passenger Mobility needs more slots,2026-05-11T09:02:48Z,97,15,20,387,0.758,0.26,,normal,,2026-05-13T10:00:44Z
755,462,youtube,ext_youtube_00000755,"Two-week review of WellNest Passenger Mobility School Route Capacity Review: strong service levels, but capacity planning matters",2026-05-03T01:53:15Z,5628,1144,669,182552,0.914,15.37,,rising,,2026-05-13T10:00:44Z
756,323,threads,ext_threads_00000756,Accounts keep asking where to find Priority Recovery Dispatch. PulsePoint Transit is showing up in every routing thread,2026-04-26T22:06:32Z,914,12,41,15684,0.661,1.32,,normal,,2026-05-13T10:00:44Z
757,472,youtube,ext_youtube_00000757,Control tower huddle: prioritize Intermodal Direct Intermodal Ramp Transfer tenders before the weekend surge,2026-05-05T04:28:40Z,26930,2035,5522,304785,0.632,53.12,,viral,,2026-05-13T10:00:44Z
758,446,twitter,ext_twitter_00000758,Port and weather alerts are surfacing new need for Fleet Maintenance Window from RouteFirst Mobility,2026-04-27T17:08:48Z,383,52,26,12259,0.38,0.84,,normal,,2026-05-13T10:00:44Z
759,68,twitter,ext_twitter_00000759,"If your shippers need Expedited Dock-to-Dock Transfer, check MetroLine Freight availability early; slots are moving fast",2026-04-16T10:38:29Z,688,71,8,10219,0.609,1.11,,normal,,2026-05-13T10:00:44Z
760,270,tiktok,ext_tiktok_00000760,Day 30 with the Remote Trailer Telematics Onboarding workflow and dispatch says VitalRoute Logistics reduced manual follow-up,2026-05-05T22:40:18Z,868,75,41,7578,0.705,1.45,,normal,,2026-05-13T10:00:44Z
761,156,instagram,ext_instagram_00000761,Recommended RouteFirst Mobility Driver Safety Briefing to a load planner today because missed pickup windows are the risk,2026-05-10T02:49:15Z,2580,1030,752,38887,0.76,10.85,,rising,,2026-05-13T10:00:44Z
762,371,twitter,ext_twitter_00000762,"Thought Priority Recovery Dispatch demand would level off, but PulsePoint Transit is still seeing urgent requests",2026-05-08T15:02:14Z,757,97,37,15348,0.857,1.48,,normal,,2026-05-13T10:00:44Z
763,31,instagram,ext_instagram_00000763,Morning network review featuring Regional LTL Freight Move. MetroLine Freight needs pre-positioned fleet capacity,2026-05-09T15:44:28Z,920,66,4,19543,0.901,1.4,,normal,,2026-05-13T10:00:44Z
764,133,twitter,ext_twitter_00000764,Added Contract Lane Rebid to the high-priority route plan. Thank you ClearLane Brokerage for closing the gap,2026-05-03T09:40:00Z,28,66,10,1952,0.391,0.36,,normal,,2026-05-13T10:00:44Z
765,207,tiktok,ext_tiktok_00000765,A lot of shippers are asking about High-Value Load Monitoring Kit through PulsePoint Transit; lane demand is clearly rising,2026-04-30T22:56:46Z,4924,732,867,38732,0.816,12.57,,rising,,2026-05-13T10:00:44Z
766,407,youtube,ext_youtube_00000766,Dispatch coordinators are flagging Cold Chain Exception Review from SilverLine Cold Chain as a bottleneck this week,2026-04-19T16:34:30Z,31944,13809,5255,507730,0.715,77.02,,viral,,2026-05-13T10:00:44Z
767,213,twitter,ext_twitter_00000767,Terminal update: Regional Pool Distribution capacity at HomePort Distribution is getting tight after a spike in tenders,2026-04-28T09:41:21Z,430,90,7,1602,0.58,0.84,,normal,,2026-05-13T10:00:44Z
768,135,threads,ext_threads_00000768,Network planners are coordinating tenders across regional terminals today,2026-05-13T09:42:02Z,822,20,9,14326,-0.27,1.09,,normal,,2026-05-13T10:00:44Z
769,107,tiktok,ext_tiktok_00000769,Telematics follow-up: demand for Paratransit Reservation Window is up and WellNest Passenger Mobility needs more slots,2026-04-29T08:08:42Z,2665,1458,381,57493,0.352,10.98,,rising,,2026-05-13T10:00:44Z
770,354,instagram,ext_instagram_00000770,Shippers are asking for clearer pickup instructions and faster appointment windows,2026-04-24T13:24:29Z,5278,818,623,122700,0.38,12.89,,rising,,2026-05-13T10:00:44Z
771,228,twitter,ext_twitter_00000771,Final-mile capacity is the top request in our shipper operations forum this week,2026-05-11T11:27:37Z,915,78,32,4169,-0.068,1.43,,normal,,2026-05-13T10:00:44Z
772,445,tiktok,ext_tiktok_00000772,Control tower huddle: prioritize Intermodal Direct Intermodal Ramp Transfer tenders before the weekend surge,2026-04-27T22:36:19Z,711,39,20,19866,0.606,1.17,,normal,,2026-05-13T10:00:44Z
773,33,twitter,ext_twitter_00000773,Port and weather alerts are surfacing new need for Remote Yard Check Onboarding from HomePort Distribution,2026-04-30T02:38:15Z,815,67,42,10398,0.36,1.4,,normal,,2026-05-13T10:00:44Z
774,477,twitter,ext_twitter_00000774,"If your shippers need Trailer Yard Starter Kit, check HomePort Distribution availability early; slots are moving fast",2026-04-21T06:13:33Z,572,32,17,14612,0.335,0.93,,normal,,2026-05-13T10:00:44Z
775,366,twitter,ext_twitter_00000775,Day 30 with the Same-Day Final Mile Slot workflow and dispatch says VitalRoute Logistics reduced manual follow-up,2026-05-02T15:05:46Z,35,36,17,13771,0.58,0.4,,normal,,2026-05-13T10:00:44Z
776,26,instagram,ext_instagram_00000776,Shippers keep asking for tighter ETA updates before weekend deliveries,2026-04-14T10:49:44Z,584,94,49,13747,-0.102,1.34,,normal,,2026-05-13T10:00:44Z
777,476,tiktok,ext_tiktok_00000777,"Thought Railcar Spotting Request demand would level off, but RailFlow Logistics is still seeing urgent requests",2026-05-10T19:49:07Z,172,29,17,8017,0.857,0.45,,normal,,2026-05-13T10:00:44Z
778,430,tiktok,ext_tiktok_00000778,Network planners are coordinating tenders across regional terminals today,2026-05-12T15:16:28Z,575,67,28,2353,0.809,1.01,,normal,,2026-05-13T10:00:44Z
779,,threads,ext_threads_00000779,Driver availability screening is creating new handoffs to carrier partners,2026-04-27T07:59:06Z,34,85,35,17969,-0.29,0.73,,normal,,2026-05-13T10:00:44Z
780,171,instagram,ext_instagram_00000780,A lot of shippers are asking about Remote Trailer Telematics Onboarding through VitalRoute Logistics; lane demand is clearly rising,2026-05-13T09:32:51Z,4448,1808,585,186968,0.648,16.47,,rising,,2026-05-13T10:00:44Z
781,,tiktok,ext_tiktok_00000781,Dispatch coordinators are flagging Container Seal Sensor LTE from Intermodal Direct as a bottleneck this week,2026-04-27T06:12:20Z,2295,872,309,55940,0.323,7.89,,rising,,2026-05-13T10:00:44Z
782,8,twitter,ext_twitter_00000782,Terminal update: High-Value Load Monitoring Kit capacity at PulsePoint Transit is getting tight after a spike in tenders,2026-05-13T08:45:23Z,667,6,27,5066,0.528,0.88,,normal,,2026-05-13T10:00:44Z
783,107,tiktok,ext_tiktok_00000783,Shipper operations note - WellNest Passenger Mobility School Route Capacity Review is the service everyone is trying to schedule right now,2026-04-13T17:59:26Z,70,93,13,13337,0.285,0.64,,normal,,2026-05-13T10:00:44Z
784,65,threads,ext_threads_00000784,Telematics follow-up: demand for Railcar Spotting Request is up and RailFlow Logistics needs more slots,2026-05-12T04:13:01Z,7050,1883,542,198543,0.602,19.28,,rising,,2026-05-13T10:00:44Z
785,73,twitter,ext_twitter_00000785,"Two-week review of ClearLane Brokerage Contract Lane Rebid: strong service levels, but capacity planning matters",2026-05-10T19:26:23Z,65,50,1,4665,0.406,0.32,,normal,,2026-05-13T10:00:44Z
786,215,threads,ext_threads_00000786,Accounts keep asking where to find Expedited Dock-to-Dock Transfer. MetroLine Freight is showing up in every routing thread,2026-05-13T06:33:26Z,92051,43778,32667,10590558,0.743,100,,mega_viral,,2026-05-13T10:00:44Z
787,110,threads,ext_threads_00000787,Control tower huddle: prioritize RailFlow Logistics Interchange Delay Coaching tenders before the weekend surge,2026-04-29T15:50:16Z,496,85,11,9005,0.529,0.98,,normal,,2026-05-13T10:00:44Z
788,162,tiktok,ext_tiktok_00000788,Port and weather alerts are surfacing new need for White Glove Delivery Crew from VitalRoute Logistics,2026-04-25T19:49:17Z,345,33,24,9424,0.361,0.69,,normal,,2026-05-13T10:00:44Z
789,53,twitter,ext_twitter_00000789,"If your shippers need Priority Recovery Dispatch, check PulsePoint Transit availability early; slots are moving fast",2026-05-04T10:24:27Z,465,29,28,12347,0.399,0.84,,normal,,2026-05-13T10:00:44Z
790,129,youtube,ext_youtube_00000790,Day 30 with the School Route Capacity Review workflow and dispatch says WellNest Passenger Mobility reduced manual follow-up,2026-04-16T03:08:19Z,578,21,11,9120,0.801,0.81,,normal,,2026-05-13T10:00:44Z
791,101,instagram,ext_instagram_00000791,Recommended HomePort Distribution Regional Pool Distribution to a load planner today because missed pickup windows are the risk,2026-04-29T09:01:03Z,5773,666,724,155984,0.372,13.62,,rising,,2026-05-13T10:00:44Z
792,5,threads,ext_threads_00000792,"Thought Expedited Dock-to-Dock Transfer demand would level off, but MetroLine Freight is still seeing urgent requests",2026-05-13T07:50:02Z,901,7,19,4980,0.276,1.07,,normal,,2026-05-13T10:00:44Z
793,221,instagram,ext_instagram_00000793,Morning network review featuring Same-Day Final Mile Slot. VitalRoute Logistics needs pre-positioned fleet capacity,2026-05-13T02:37:12Z,812,75,17,19119,0.445,1.39,,normal,,2026-05-13T10:00:44Z
794,472,youtube,ext_youtube_00000794,Added Intermodal Ramp Transfer to the high-priority route plan. Thank you Intermodal Direct for closing the gap,2026-05-12T21:03:28Z,271,94,32,2426,0.673,0.83,,normal,,2026-05-13T10:00:44Z
795,,instagram,ext_instagram_00000795,A lot of shippers are asking about Fleet Maintenance Window through RouteFirst Mobility; lane demand is clearly rising,2026-05-05T18:59:24Z,215,60,4,17321,0.742,0.65,,normal,,2026-05-13T10:00:44Z
796,289,instagram,ext_instagram_00000796,Dispatch coordinators are flagging Hazmat Documentation Review from MetroLine Freight as a bottleneck this week,2026-04-30T05:52:27Z,2617,452,424,76962,0.795,7.31,,rising,,2026-05-13T10:00:44Z
797,367,youtube,ext_youtube_00000797,Terminal update: Brokered Truckload Match capacity at ClearLane Brokerage is getting tight after a spike in tenders,2026-05-03T18:31:29Z,266,27,36,751,0.714,0.56,,normal,,2026-05-13T10:00:44Z
798,208,twitter,ext_twitter_00000798,Network planners are coordinating tenders across regional terminals today,2026-04-16T09:06:33Z,193,58,24,16650,0.218,0.71,,normal,,2026-05-13T10:00:44Z
799,405,tiktok,ext_tiktok_00000799,Telematics follow-up: demand for Driver Safety Briefing is up and RouteFirst Mobility needs more slots,2026-04-16T05:09:26Z,398,68,21,10779,0.588,0.88,,normal,,2026-05-13T10:00:44Z
800,174,youtube,ext_youtube_00000800,"Two-week review of OrthoMotion Heavy Haul Heavy Equipment Recovery Bundle: strong service levels, but capacity planning matters",2026-04-14T02:32:46Z,2831,1076,169,157704,0.549,9.56,,rising,,2026-05-13T10:00:44Z
801,466,twitter,ext_twitter_00000801,Final-mile capacity is the top request in our shipper operations forum this week,2026-05-12T12:20:45Z,6127,972,375,25991,-0.224,12.15,,rising,,2026-05-13T10:00:44Z
802,320,tiktok,ext_tiktok_00000802,Dispatchers need earlier visibility into terminal appointment availability,2026-05-13T10:00:43Z,5673,1069,798,39180,-0.246,14.33,,rising,,2026-05-13T10:00:44Z
803,1,instagram,ext_instagram_00000803,Port and weather alerts are surfacing new need for Cold Chain Exception Review from SilverLine Cold Chain,2026-04-16T16:03:56Z,4728,1662,624,189006,0.386,16.39,,rising,,2026-05-13T10:00:44Z
804,263,threads,ext_threads_00000804,"If your shippers need Empty Container Return Slot, check OnRoute Port Services availability early; slots are moving fast",2026-05-08T17:49:57Z,1835,209,189,128531,0.28,4.9,,rising,,2026-05-13T10:00:44Z
805,338,threads,ext_threads_00000805,Day 30 with the Remote Trailer Telematics Onboarding workflow and dispatch says VitalRoute Logistics reduced manual follow-up,2026-05-04T02:38:45Z,670,73,38,10726,0.418,1.26,,normal,,2026-05-13T10:00:44Z
806,7,tiktok,ext_tiktok_00000806,Recommended PulsePoint Transit Priority Recovery Dispatch to a load planner today because missed pickup windows are the risk,2026-04-26T08:34:51Z,108467,26765,14627,1315635,0.509,88.16,,mega_viral,,2026-05-13T10:00:44Z
807,283,threads,ext_threads_00000807,Safety teams need better exception outreach after recent route disruptions,2026-05-13T09:58:40Z,4555,229,528,61574,-0.189,8.73,,rising,,2026-05-13T10:00:44Z
808,432,youtube,ext_youtube_00000808,Network planners are coordinating tenders across regional terminals today,2026-05-13T04:31:51Z,5303,646,182,134639,0.748,10.14,,rising,,2026-05-13T10:00:44Z
809,409,instagram,ext_instagram_00000809,Added Time-Critical Air Freight Tender to the high-priority route plan. Thank you PulsePoint Transit for closing the gap,2026-05-08T20:50:57Z,523,14,10,5322,0.233,0.68,,normal,,2026-05-13T10:00:44Z
810,282,youtube,ext_youtube_00000810,A lot of shippers are asking about Paratransit Reservation Window through WellNest Passenger Mobility; lane demand is clearly rising,2026-05-10T19:28:04Z,305,43,9,5336,0.891,0.58,,normal,,2026-05-13T10:00:44Z
811,186,instagram,ext_instagram_00000811,Dispatch coordinators are flagging Empty Container Return Slot from OnRoute Port Services as a bottleneck this week,2026-05-01T16:41:55Z,563,79,48,10425,0.401,1.22,,normal,,2026-05-13T10:00:44Z
812,112,tiktok,ext_tiktok_00000812,Dispatchers need earlier visibility into terminal appointment availability,2026-05-13T02:08:26Z,457,18,46,17825,-0.288,0.94,,normal,,2026-05-13T10:00:44Z
813,269,instagram,ext_instagram_00000813,Shipper operations note - OnRoute Port Services Port Drayage Appointment is the service everyone is trying to schedule right now,2026-05-05T15:09:47Z,15078,8625,5203,575919,0.323,60.84,,viral,,2026-05-13T10:00:44Z
814,361,twitter,ext_twitter_00000814,Weather and port congestion are delaying service commitments for several shipper groups,2026-04-16T03:53:47Z,46330,11432,2382,942070,0.792,81.33,,viral,,2026-05-13T10:00:44Z
815,134,youtube,ext_youtube_00000815,"Two-week review of SilverLine Cold Chain Refrigerated Truckload Slot: strong service levels, but capacity planning matters",2026-04-29T21:27:49Z,8308,748,631,186275,0.805,16.32,,rising,,2026-05-13T10:00:44Z
816,,tiktok,ext_tiktok_00000816,Shippers keep asking for tighter ETA updates before weekend deliveries,2026-04-24T05:09:40Z,686,77,32,5651,0.894,1.21,,normal,,2026-05-13T10:00:44Z
817,144,youtube,ext_youtube_00000817,Control tower huddle: prioritize VitalRoute Logistics Remote Trailer Telematics Onboarding tenders before the weekend surge,2026-05-12T08:11:23Z,845,28,10,6253,0.513,1.07,,normal,,2026-05-13T10:00:44Z
818,403,threads,ext_threads_00000818,Port and weather alerts are surfacing new need for Same-Day Final Mile Slot from VitalRoute Logistics,2026-05-07T02:09:09Z,540,52,22,16755,0.545,1.03,,normal,,2026-05-13T10:00:44Z
819,,threads,ext_threads_00000819,Driver availability screening is creating new handoffs to carrier partners,2026-05-13T08:44:10Z,567,49,47,10814,0.278,1.11,,normal,,2026-05-13T10:00:44Z
820,323,threads,ext_threads_00000820,Day 30 with the Cold Chain Exception Review workflow and dispatch says SilverLine Cold Chain reduced manual follow-up,2026-04-27T21:09:56Z,366,32,7,3456,0.893,0.56,,normal,,2026-05-13T10:00:44Z
821,154,youtube,ext_youtube_00000821,Recommended WellNest Passenger Mobility School Route Capacity Review to a load planner today because missed pickup windows are the risk,2026-05-02T17:20:36Z,981,69,24,6453,0.762,1.44,,normal,,2026-05-13T10:00:44Z
822,349,instagram,ext_instagram_00000822,"Thought Fleet Maintenance Window demand would level off, but RouteFirst Mobility is still seeing urgent requests",2026-04-19T07:53:25Z,27,90,37,10087,0.722,0.67,,normal,,2026-05-13T10:00:44Z
823,292,youtube,ext_youtube_00000823,Morning network review featuring Contract Lane Rebid. ClearLane Brokerage needs pre-positioned fleet capacity,2026-05-06T12:38:13Z,17,93,36,367,0.436,0.57,,normal,,2026-05-13T10:00:44Z
824,14,youtube,ext_youtube_00000824,Weather and port congestion are delaying service commitments for several shipper groups,2026-04-23T23:47:24Z,518,49,9,10680,0.584,0.87,,normal,,2026-05-13T10:00:44Z
825,80,threads,ext_threads_00000825,A lot of shippers are asking about Paratransit Reservation Window through WellNest Passenger Mobility; lane demand is clearly rising,2026-05-13T04:07:19Z,1186,776,853,135901,0.897,9.91,,rising,,2026-05-13T10:00:44Z
826,,tiktok,ext_tiktok_00000826,Dispatch coordinators are flagging Regional Pool Distribution from HomePort Distribution as a bottleneck this week,2026-05-07T09:40:22Z,9186,1970,524,50105,0.747,20.19,,rising,,2026-05-13T10:00:44Z
827,125,threads,ext_threads_00000827,Terminal update: High-Value Load Monitoring Kit capacity at PulsePoint Transit is getting tight after a spike in tenders,2026-05-13T09:26:52Z,87,6,20,6539,0.218,0.28,,normal,,2026-05-13T10:00:44Z
828,282,youtube,ext_youtube_00000828,Shipper operations note - PulsePoint Transit High-Value Load Monitoring Kit is the service everyone is trying to schedule right now,2026-05-08T11:36:30Z,63,27,43,11819,0.728,0.5,,normal,,2026-05-13T10:00:44Z
829,2,tiktok,ext_tiktok_00000829,Driver availability screening is creating new handoffs to carrier partners,2026-05-13T05:51:28Z,934,90,22,16843,0.514,1.57,,normal,,2026-05-13T10:00:44Z
830,450,tiktok,ext_tiktok_00000830,Shippers are asking for clearer pickup instructions and faster appointment windows,2026-04-26T02:25:31Z,529,50,2,5431,0.183,0.79,,normal,,2026-05-13T10:00:44Z
831,32,tiktok,ext_tiktok_00000831,Accounts keep asking where to find Trailer Yard Starter Kit. HomePort Distribution is showing up in every routing thread,2026-05-12T07:27:21Z,2094,1385,862,61613,0.602,12.56,,rising,,2026-05-13T10:00:44Z
832,279,instagram,ext_instagram_00000832,Dispatchers need earlier visibility into terminal appointment availability,2026-04-14T09:11:58Z,709,33,24,7373,0.389,1.03,,normal,,2026-05-13T10:00:44Z
833,338,threads,ext_threads_00000833,Port and weather alerts are surfacing new need for Remote Yard Check Onboarding from HomePort Distribution,2026-05-12T22:24:35Z,469,47,33,10628,0.46,0.93,,normal,,2026-05-13T10:00:44Z
834,301,twitter,ext_twitter_00000834,"If your shippers need Refrigerated Truckload Slot, check SilverLine Cold Chain availability early; slots are moving fast",2026-05-08T16:16:30Z,446,48,35,12732,0.335,0.94,,normal,,2026-05-13T10:00:44Z
835,412,youtube,ext_youtube_00000835,Day 30 with the Container Seal Sensor LTE workflow and dispatch says Intermodal Direct reduced manual follow-up,2026-05-03T03:14:59Z,562,8,38,14512,0.221,0.93,,normal,,2026-05-13T10:00:44Z
836,256,twitter,ext_twitter_00000836,Shippers keep asking for tighter ETA updates before weekend deliveries,2026-05-03T09:57:55Z,2609,1262,150,99019,-0.008,9.4,,rising,,2026-05-13T10:00:44Z
837,379,instagram,ext_instagram_00000837,Safety teams need better exception outreach after recent route disruptions,2026-04-15T06:57:08Z,1760,705,459,178742,0.618,8.66,,rising,,2026-05-13T10:00:44Z
838,102,tiktok,ext_tiktok_00000838,Morning network review featuring High-Value Load Monitoring Kit. PulsePoint Transit needs pre-positioned fleet capacity,2026-05-11T08:42:33Z,678,19,36,5521,0.525,0.99,,normal,,2026-05-13T10:00:44Z
839,223,twitter,ext_twitter_00000839,Added Brokered Truckload Match to the high-priority route plan. Thank you ClearLane Brokerage for closing the gap,2026-04-18T17:38:54Z,810,60,25,14131,0.339,1.32,,normal,,2026-05-13T10:00:44Z
840,412,youtube,ext_youtube_00000840,A lot of shippers are asking about Rail ETA Visibility Kit through Intermodal Direct; lane demand is clearly rising,2026-04-29T06:24:57Z,357,75,18,285,0.328,0.75,,normal,,2026-05-13T10:00:44Z
841,153,twitter,ext_twitter_00000841,Dispatch coordinators are flagging Railcar Spotting Request from RailFlow Logistics as a bottleneck this week,2026-05-13T04:15:51Z,6692,862,910,160814,0.744,16.3,,rising,,2026-05-13T10:00:44Z
842,,twitter,ext_twitter_00000842,Terminal update: White Glove Delivery Crew capacity at VitalRoute Logistics is getting tight after a spike in tenders,2026-04-14T01:01:27Z,12759,3338,6499,472134,0.703,45.83,,viral,,2026-05-13T10:00:44Z
843,12,tiktok,ext_tiktok_00000843,Remote trailer alerts are helping the team catch dwell risk before a missed delivery,2026-05-03T11:12:41Z,1333,1294,117,108431,-0.125,8.18,,rising,,2026-05-13T10:00:44Z
844,410,tiktok,ext_tiktok_00000844,Telematics follow-up: demand for Hazmat Documentation Review is up and MetroLine Freight needs more slots,2026-04-18T17:35:09Z,928,49,3,19181,0.313,1.33,,normal,,2026-05-13T10:00:44Z
845,403,threads,ext_threads_00000845,"Two-week review of SilverLine Cold Chain Cold Chain Exception Review: strong service levels, but capacity planning matters",2026-05-09T09:59:58Z,389,35,34,15540,0.295,0.85,,normal,,2026-05-13T10:00:44Z
846,,tiktok,ext_tiktok_00000846,Shippers keep asking for tighter ETA updates before weekend deliveries,2026-05-01T21:40:43Z,845,55,27,4875,0.664,1.25,,normal,,2026-05-13T10:00:44Z
847,490,threads,ext_threads_00000847,Control tower huddle: prioritize OnRoute Port Services Empty Container Return Slot tenders before the weekend surge,2026-05-05T23:21:59Z,485,84,14,1414,0.853,0.91,,normal,,2026-05-13T10:00:44Z
848,487,tiktok,ext_tiktok_00000848,Port and weather alerts are surfacing new need for Remote Trailer Telematics Onboarding from VitalRoute Logistics,2026-05-02T20:59:26Z,8380,288,105,193329,0.524,11.99,,rising,,2026-05-13T10:00:44Z
849,,threads,ext_threads_00000849,"If your shippers need Oversize Permit Coordination, check OrthoMotion Heavy Haul availability early; slots are moving fast",2026-05-11T08:40:16Z,42680,3016,5486,847486,0.335,70.54,,viral,,2026-05-13T10:00:44Z
850,,instagram,ext_instagram_00000850,Shippers are asking for clearer pickup instructions and faster appointment windows,2026-05-09T08:24:29Z,81,96,14,9003,0.651,0.63,,normal,,2026-05-13T10:00:44Z
851,22,tiktok,ext_tiktok_00000851,Recommended Intermodal Direct Intermodal Ramp Transfer to a load planner today because missed pickup windows are the risk,2026-05-02T08:22:32Z,6304,1889,511,164181,0.359,18.06,,rising,,2026-05-13T10:00:44Z
852,325,tiktok,ext_tiktok_00000852,"Thought Paratransit Reservation Window demand would level off, but WellNest Passenger Mobility is still seeing urgent requests",2026-05-13T07:08:05Z,856,56,7,15291,0.725,1.27,,normal,,2026-05-13T10:00:44Z
853,9,youtube,ext_youtube_00000853,Morning network review featuring Oversize Permit Coordination. OrthoMotion Heavy Haul needs pre-positioned fleet capacity,2026-05-08T11:06:38Z,981,9,31,9600,0.26,1.27,,normal,,2026-05-13T10:00:44Z
854,48,twitter,ext_twitter_00000854,Added Oversize Permit Coordination to the high-priority route plan. Thank you OrthoMotion Heavy Haul for closing the gap,2026-04-23T03:40:08Z,346,54,33,10868,0.752,0.84,,normal,,2026-05-13T10:00:44Z
855,292,youtube,ext_youtube_00000855,A lot of shippers are asking about Hazmat Documentation Review through MetroLine Freight; lane demand is clearly rising,2026-05-07T15:45:59Z,548,17,13,11051,0.442,0.79,,normal,,2026-05-13T10:00:44Z
856,417,youtube,ext_youtube_00000856,Dispatch coordinators are flagging Intermodal Ramp Transfer from Intermodal Direct as a bottleneck this week,2026-05-06T08:23:25Z,297,6,26,4607,0.521,0.5,,normal,,2026-05-13T10:00:44Z
857,186,instagram,ext_instagram_00000857,Terminal update: Container Seal Sensor LTE capacity at Intermodal Direct is getting tight after a spike in tenders,2026-05-12T10:32:19Z,8018,252,541,63922,0.728,12.37,,rising,,2026-05-13T10:00:44Z
858,175,threads,ext_threads_00000858,Network planners are coordinating tenders across regional terminals today,2026-05-09T15:59:48Z,248,95,48,18532,0.569,1.05,,normal,,2026-05-13T10:00:44Z
859,,threads,ext_threads_00000859,Telematics follow-up: demand for Priority Recovery Dispatch is up and PulsePoint Transit needs more slots,2026-04-28T12:20:35Z,8810,1001,740,180217,0.536,18.32,,rising,,2026-05-13T10:00:44Z
860,28,twitter,ext_twitter_00000860,"Two-week review of OnRoute Port Services Port Drayage Appointment: strong service levels, but capacity planning matters",2026-04-24T10:00:04Z,7653,1899,122,150272,0.455,17.36,,rising,,2026-05-13T10:00:44Z
861,240,threads,ext_threads_00000861,Accounts keep asking where to find Carrier Exception Follow-Up. ClearLane Brokerage is showing up in every routing thread,2026-04-30T19:55:29Z,223,89,44,9069,0.262,0.89,,normal,,2026-05-13T10:00:44Z
862,,twitter,ext_twitter_00000862,Control tower huddle: prioritize VitalRoute Logistics White Glove Delivery Crew tenders before the weekend surge,2026-04-28T23:56:45Z,541,15,10,2192,0.402,0.67,,normal,,2026-05-13T10:00:44Z
863,467,youtube,ext_youtube_00000863,Port and weather alerts are surfacing new need for Paratransit Reservation Window from WellNest Passenger Mobility,2026-04-17T15:33:26Z,242,64,14,10722,0.792,0.68,,normal,,2026-05-13T10:00:44Z
864,165,threads,ext_threads_00000864,"If your shippers need Priority Recovery Dispatch, check PulsePoint Transit availability early; slots are moving fast",2026-05-09T14:48:34Z,10616,12612,6255,931560,0.631,59.93,,viral,,2026-05-13T10:00:44Z
865,431,twitter,ext_twitter_00000865,Day 30 with the Railcar Spotting Request workflow and dispatch says RailFlow Logistics reduced manual follow-up,2026-04-30T15:17:33Z,3745,1383,423,39149,0.302,11.78,,rising,,2026-05-13T10:00:44Z
866,47,tiktok,ext_tiktok_00000866,Recommended VitalRoute Logistics Remote Trailer Telematics Onboarding to a load planner today because missed pickup windows are the risk,2026-05-12T13:44:27Z,491,4,4,2396,0.643,0.55,,normal,,2026-05-13T10:00:44Z
867,421,twitter,ext_twitter_00000867,"Thought Priority Recovery Dispatch demand would level off, but PulsePoint Transit is still seeing urgent requests",2026-04-16T08:50:51Z,259,66,25,18739,0.445,0.84,,normal,,2026-05-13T10:00:44Z
868,439,instagram,ext_instagram_00000868,Network planners are coordinating tenders across regional terminals today,2026-04-27T02:53:47Z,258,63,44,6434,-0.127,0.79,,normal,,2026-05-13T10:00:44Z
869,117,tiktok,ext_tiktok_00000869,Driver availability screening is creating new handoffs to carrier partners,2026-05-09T17:08:05Z,1395,1267,781,157491,0.238,11.94,,rising,,2026-05-13T10:00:44Z
870,402,youtube,ext_youtube_00000870,Shippers are asking for clearer pickup instructions and faster appointment windows,2026-05-12T15:42:52Z,593,44,2,6378,-0.21,0.84,,normal,,2026-05-13T10:00:44Z
871,95,threads,ext_threads_00000871,Dispatch coordinators are flagging Fleet Maintenance Window from RouteFirst Mobility as a bottleneck this week,2026-04-16T22:53:55Z,9182,762,794,36779,0.305,16.57,,rising,,2026-05-13T10:00:44Z
