influencer_id,handle,display_name,platform,follower_count,engagement_rate,influence_score,niche,city,region,country,is_verified,created_at
210,@telematics_ava,Telematics Ava,threads,2997,0.0703,79.21,Heavy Haul,Brooklyn,New York,US,0,2026-05-13T10:00:43Z
211,@capacity_ivy,Capacity Ivy,instagram,344996,0.0163,67.88,Regional Distribution,New York,New York,US,0,2026-05-13T10:00:43Z
212,@capacity_xena,Capacity Xena,tiktok,9670,0.1081,95.55,Intermodal,Los Angeles,California,US,0,2026-05-13T10:00:43Z
213,@capacity_aria,Capacity Aria,twitter,560805,0.0413,82.87,Passenger Mobility,Chicago,Illinois,US,1,2026-05-13T10:00:43Z
214,@capacity_reed,Capacity Reed,youtube,5252,0.1141,100,Cold Chain,Houston,Texas,US,0,2026-05-13T10:00:43Z
215,@capacity_ava,Capacity Ava,threads,21758,0.0473,81.19,Port Drayage,Phoenix,Arizona,US,0,2026-05-13T10:00:43Z
216,@capacity_jace,Capacity Jace,instagram,1774,0.0345,52.79,Rail Freight,San Francisco,California,US,0,2026-05-13T10:00:43Z
217,@capacity_zoe,Capacity Zoe,tiktok,92771,0.0444,89.3,Fleet Services,Miami,Florida,US,0,2026-05-13T10:00:43Z
218,@capacity_cleo,Capacity Cleo,twitter,4672,0.0306,57.89,Fleet Monitoring,Seattle,Washington,US,0,2026-05-13T10:00:43Z
219,@capacity_cass,Capacity Cass,youtube,15768,0.049,76.37,Disruption Response,Denver,Colorado,US,0,2026-05-13T10:00:43Z
220,@capacity_mia,Capacity Mia,threads,6573,0.0457,71.97,Yard Operations,Austin,Texas,US,0,2026-05-13T10:00:43Z
221,@eta_leo,Eta Leo,instagram,28063,0.0724,82.61,Less-than-Truckload,Nashville,Tennessee,US,0,2026-05-13T10:00:43Z
222,@eta_zara,Eta Zara,tiktok,40636,0.0487,75.85,Final Mile,Portland,Oregon,US,0,2026-05-13T10:00:43Z
223,@eta_jack,Eta Jack,twitter,9540,0.1093,100,Time-Critical Freight,Boston,Massachusetts,US,0,2026-05-13T10:00:43Z
224,@eta_vince,Eta Vince,youtube,5562,0.0475,74.49,Brokerage,Atlanta,Georgia,US,0,2026-05-13T10:00:43Z
225,@eta_finn,Eta Finn,threads,4205,0.0935,86.84,Heavy Haul,Dallas,Texas,US,0,2026-05-13T10:00:43Z
226,@eta_reed,Eta Reed,instagram,4360,0.0408,60.51,Regional Distribution,San Diego,California,US,0,2026-05-13T10:00:43Z
227,@eta_cole,Eta Cole,tiktok,9243473,0.0097,91.22,Intermodal,Minneapolis,Minnesota,US,1,2026-05-13T10:00:43Z
228,@eta_liam,Eta Liam,twitter,2706,0.0771,84.59,Passenger Mobility,Detroit,Michigan,US,0,2026-05-13T10:00:43Z
229,@eta_kai,Eta Kai,youtube,5433899,0.0152,90.14,Cold Chain,Las Vegas,Nevada,US,1,2026-05-13T10:00:43Z
230,@eta_hope,Eta Hope,threads,43267,0.0535,79.5,Port Drayage,Brooklyn,New York,US,0,2026-05-13T10:00:43Z
231,@dock_ruby,Dock Ruby,instagram,6105,0.0514,78.73,Rail Freight,New York,New York,US,0,2026-05-13T10:00:43Z
232,@dock_cass,Dock Cass,tiktok,742416,0.0316,85.04,Fleet Services,Los Angeles,California,US,1,2026-05-13T10:00:43Z
233,@dock_ivy,Dock Ivy,twitter,7244,0.0866,88.42,Fleet Monitoring,Chicago,Illinois,US,0,2026-05-13T10:00:43Z
234,@dock_zara,Dock Zara,youtube,216458,0.0233,71.19,Disruption Response,Houston,Texas,US,0,2026-05-13T10:00:43Z
235,@dock_mia,Dock Mia,threads,70657,0.0548,90.7,Yard Operations,Phoenix,Arizona,US,0,2026-05-13T10:00:43Z
236,@dock_xena,Dock Xena,instagram,3416,0.0373,64.49,Less-than-Truckload,San Francisco,California,US,0,2026-05-13T10:00:43Z
237,@dock_luna,Dock Luna,tiktok,1791,0.1095,94.14,Final Mile,Miami,Florida,US,0,2026-05-13T10:00:43Z
238,@dock_vince,Dock Vince,twitter,333966,0.0151,73.22,Time-Critical Freight,Seattle,Washington,US,0,2026-05-13T10:00:43Z
239,@dock_aria,Dock Aria,youtube,2369,0.0503,63.72,Brokerage,Denver,Colorado,US,0,2026-05-13T10:00:43Z
240,@dock_tess,Dock Tess,threads,2901,0.0883,84.74,Heavy Haul,Austin,Texas,US,0,2026-05-13T10:00:43Z
241,@warehouse_max,Warehouse Max,instagram,4314,0.074,79.96,Regional Distribution,Nashville,Tennessee,US,0,2026-05-13T10:00:43Z
242,@warehouse_sarah,Warehouse Sarah,tiktok,38340,0.0268,73.05,Intermodal,Portland,Oregon,US,0,2026-05-13T10:00:43Z
251,@carrier_cleo,Carrier Cleo,twitter,505585,0.0251,78.07,Passenger Mobility,Boston,Massachusetts,US,1,2026-05-13T10:00:43Z
252,@carrier_jen,Carrier Jen,youtube,464251,0.0267,87.89,Cold Chain,Atlanta,Georgia,US,0,2026-05-13T10:00:43Z
253,@carrier_faye,Carrier Faye,threads,62894,0.0672,97.79,Port Drayage,Dallas,Texas,US,0,2026-05-13T10:00:43Z
254,@carrier_zoe,Carrier Zoe,instagram,279023,0.0192,68.28,Rail Freight,San Diego,California,US,0,2026-05-13T10:00:43Z
255,@carrier_hope,Carrier Hope,tiktok,7727342,0.0111,85.57,Fleet Services,Minneapolis,Minnesota,US,1,2026-05-13T10:00:43Z
256,@carrier_lily,Carrier Lily,twitter,9488,0.097,100,Fleet Monitoring,Detroit,Michigan,US,0,2026-05-13T10:00:43Z
257,@carrier_jace,Carrier Jace,youtube,433773,0.0424,90.31,Disruption Response,Las Vegas,Nevada,US,0,2026-05-13T10:00:43Z
258,@carrier_maya,Carrier Maya,threads,9692,0.1192,100,Yard Operations,Brooklyn,New York,US,0,2026-05-13T10:00:43Z
259,@carrier_liam,Carrier Liam,instagram,4899,0.0759,84.72,Less-than-Truckload,New York,New York,US,0,2026-05-13T10:00:43Z
260,@carrier_ava,Carrier Ava,tiktok,1764,0.0366,62.11,Final Mile,Los Angeles,California,US,0,2026-05-13T10:00:43Z
261,@maintenance_dane,Maintenance Dane,twitter,699955,0.0244,77.58,Time-Critical Freight,Chicago,Illinois,US,1,2026-05-13T10:00:43Z
262,@maintenance_zoe,Maintenance Zoe,youtube,761966,0.0215,80.52,Brokerage,Houston,Texas,US,1,2026-05-13T10:00:43Z
263,@maintenance_ines,Maintenance Ines,threads,8773,0.1031,98.32,Heavy Haul,Phoenix,Arizona,US,0,2026-05-13T10:00:43Z
264,@maintenance_maya,Maintenance Maya,instagram,4161,0.0774,89.02,Regional Distribution,San Francisco,California,US,0,2026-05-13T10:00:43Z
265,@maintenance_nora,Maintenance Nora,tiktok,5865,0.0619,81.12,Intermodal,Miami,Florida,US,0,2026-05-13T10:00:43Z
266,@maintenance_nina,Maintenance Nina,twitter,556119,0.0447,95.87,Passenger Mobility,Seattle,Washington,US,1,2026-05-13T10:00:43Z
267,@maintenance_sage,Maintenance Sage,youtube,89225,0.0535,93.14,Cold Chain,Denver,Colorado,US,0,2026-05-13T10:00:43Z
268,@maintenance_aria,Maintenance Aria,threads,92204,0.0599,85.85,Port Drayage,Austin,Texas,US,0,2026-05-13T10:00:43Z
269,@maintenance_wren,Maintenance Wren,instagram,8030,0.1021,91.64,Rail Freight,Nashville,Tennessee,US,0,2026-05-13T10:00:43Z
270,@maintenance_mia,Maintenance Mia,tiktok,7774,0.0465,71.35,Fleet Services,Portland,Oregon,US,0,2026-05-13T10:00:43Z
271,@customs_faye,Customs Faye,twitter,2395775,0.0082,76.78,Fleet Monitoring,Boston,Massachusetts,US,1,2026-05-13T10:00:43Z
272,@customs_lily,Customs Lily,youtube,29408,0.0255,65.22,Disruption Response,Atlanta,Georgia,US,0,2026-05-13T10:00:43Z
273,@customs_liam,Customs Liam,threads,3693,0.0598,73.13,Yard Operations,Dallas,Texas,US,0,2026-05-13T10:00:43Z
274,@customs_nina,Customs Nina,instagram,6106,0.0603,74.67,Less-than-Truckload,San Diego,California,US,0,2026-05-13T10:00:43Z
275,@customs_tess,Customs Tess,tiktok,31160,0.0772,93.85,Final Mile,Minneapolis,Minnesota,US,0,2026-05-13T10:00:43Z
276,@customs_luna,Customs Luna,twitter,79019,0.0682,89.67,Time-Critical Freight,Detroit,Michigan,US,0,2026-05-13T10:00:43Z
277,@customs_zara,Customs Zara,youtube,716820,0.0425,93.43,Brokerage,Las Vegas,Nevada,US,1,2026-05-13T10:00:43Z
278,@customs_ruby,Customs Ruby,threads,6678,0.0686,75.69,Heavy Haul,Brooklyn,New York,US,0,2026-05-13T10:00:43Z
279,@customs_jen,Customs Jen,instagram,12509,0.0374,69.31,Regional Distribution,New York,New York,US,0,2026-05-13T10:00:43Z
280,@customs_hope,Customs Hope,tiktok,900100,0.0419,90.77,Intermodal,Los Angeles,California,US,1,2026-05-13T10:00:43Z
281,@mobility_gus,Mobility Gus,twitter,865267,0.0381,95.9,Passenger Mobility,Chicago,Illinois,US,1,2026-05-13T10:00:43Z
282,@mobility_maya,Mobility Maya,youtube,7125,0.0772,84.08,Cold Chain,Houston,Texas,US,0,2026-05-13T10:00:43Z
283,@mobility_pia,Mobility Pia,threads,8213,0.1084,100,Port Drayage,Phoenix,Arizona,US,0,2026-05-13T10:00:43Z
284,@mobility_aria,Mobility Aria,instagram,2188,0.1167,100,Rail Freight,San Francisco,California,US,0,2026-05-13T10:00:43Z
285,@mobility_yuri,Mobility Yuri,tiktok,5112,0.0667,71.99,Fleet Services,Miami,Florida,US,0,2026-05-13T10:00:43Z
286,@mobility_ruby,Mobility Ruby,twitter,44834,0.0257,73.34,Fleet Monitoring,Seattle,Washington,US,0,2026-05-13T10:00:43Z
287,@mobility_alex,Mobility Alex,youtube,2064,0.1196,100,Disruption Response,Denver,Colorado,US,0,2026-05-13T10:00:43Z
288,@mobility_jace,Mobility Jace,threads,13397794,0.0125,94.08,Yard Operations,Austin,Texas,US,1,2026-05-13T10:00:43Z
289,@mobility_cole,Mobility Cole,instagram,67082,0.0557,84.17,Less-than-Truckload,Nashville,Tennessee,US,0,2026-05-13T10:00:43Z
290,@mobility_tess,Mobility Tess,tiktok,8585,0.1017,100,Final Mile,Portland,Oregon,US,0,2026-05-13T10:00:43Z
291,@recovery_hope,Recovery Hope,twitter,7270,0.0451,75.71,Time-Critical Freight,Boston,Massachusetts,US,0,2026-05-13T10:00:43Z
292,@recovery_ava,Recovery Ava,youtube,13762,0.0555,79.64,Brokerage,Atlanta,Georgia,US,0,2026-05-13T10:00:43Z
293,@recovery_tess,Recovery Tess,threads,5021,0.1093,100,Heavy Haul,Dallas,Texas,US,0,2026-05-13T10:00:43Z
294,@recovery_mia,Recovery Mia,instagram,934135,0.028,79.17,Regional Distribution,San Diego,California,US,1,2026-05-13T10:00:43Z
295,@recovery_sarah,Recovery Sarah,tiktok,9238,0.1083,95.22,Intermodal,Minneapolis,Minnesota,US,0,2026-05-13T10:00:43Z
301,@mobile_ines,Mobile Ines,twitter,2756,0.1046,88.02,Passenger Mobility,Detroit,Michigan,US,0,2026-05-13T10:00:43Z
302,@mobile_nina,Mobile Nina,youtube,6303,0.0676,86.81,Cold Chain,Las Vegas,Nevada,US,0,2026-05-13T10:00:43Z
303,@mobile_wren,Mobile Wren,threads,8279,0.1016,93.69,Port Drayage,Brooklyn,New York,US,0,2026-05-13T10:00:43Z
304,@mobile_ruby,Mobile Ruby,instagram,1289236,0.024,80,Rail Freight,New York,New York,US,1,2026-05-13T10:00:43Z
305,@mobile_marcus,Mobile Marcus,tiktok,838177,0.0387,88.43,Fleet Services,Los Angeles,California,US,1,2026-05-13T10:00:43Z
306,@mobile_omar,Mobile Omar,twitter,5210,0.1054,96.86,Fleet Monitoring,Chicago,Illinois,US,0,2026-05-13T10:00:43Z
307,@mobile_owen,Mobile Owen,youtube,2236,0.1126,96.14,Disruption Response,Houston,Texas,US,0,2026-05-13T10:00:43Z
308,@mobile_cass,Mobile Cass,threads,9377,0.0321,57.94,Yard Operations,Phoenix,Arizona,US,0,2026-05-13T10:00:43Z
309,@mobile_gus,Mobile Gus,instagram,38553,0.0733,92.59,Less-than-Truckload,San Francisco,California,US,0,2026-05-13T10:00:43Z
310,@mobile_ava,Mobile Ava,tiktok,280198,0.0222,79.1,Final Mile,Miami,Florida,US,0,2026-05-13T10:00:43Z
311,@urgent_jace,Urgent Jace,twitter,6730,0.0994,93.66,Time-Critical Freight,Seattle,Washington,US,0,2026-05-13T10:00:43Z
312,@urgent_ella,Urgent Ella,youtube,1191172,0.0088,75.57,Brokerage,Denver,Colorado,US,1,2026-05-13T10:00:43Z
313,@urgent_zara,Urgent Zara,threads,532913,0.0182,74.91,Heavy Haul,Austin,Texas,US,1,2026-05-13T10:00:43Z
314,@urgent_faye,Urgent Faye,instagram,1394,0.0324,61.61,Regional Distribution,Nashville,Tennessee,US,0,2026-05-13T10:00:43Z
315,@urgent_ava,Urgent Ava,tiktok,223707,0.0351,88.16,Intermodal,Portland,Oregon,US,0,2026-05-13T10:00:43Z
316,@urgent_vince,Urgent Vince,twitter,7361,0.0772,79.52,Passenger Mobility,Boston,Massachusetts,US,0,2026-05-13T10:00:43Z
317,@urgent_ruby,Urgent Ruby,youtube,9171,0.0519,73.05,Cold Chain,Atlanta,Georgia,US,0,2026-05-13T10:00:43Z
318,@urgent_lily,Urgent Lily,threads,76821,0.0299,74.58,Port Drayage,Dallas,Texas,US,0,2026-05-13T10:00:43Z
319,@urgent_reed,Urgent Reed,instagram,33036,0.0697,90.67,Rail Freight,San Diego,California,US,0,2026-05-13T10:00:43Z
320,@urgent_mia,Urgent Mia,tiktok,963798,0.0263,89.39,Fleet Services,Minneapolis,Minnesota,US,1,2026-05-13T10:00:43Z
321,@controltower_kara,Controltower Kara,twitter,56194,0.0617,81.02,Fleet Monitoring,Detroit,Michigan,US,0,2026-05-13T10:00:43Z
322,@controltower_aria,Controltower Aria,youtube,777392,0.0424,88.65,Disruption Response,Las Vegas,Nevada,US,1,2026-05-13T10:00:43Z
323,@controltower_dev,Controltower Dev,threads,8695,0.0318,57.84,Yard Operations,Brooklyn,New York,US,0,2026-05-13T10:00:43Z
324,@controltower_jace,Controltower Jace,instagram,626789,0.0398,86.65,Less-than-Truckload,New York,New York,US,1,2026-05-13T10:00:43Z
325,@controltower_finn,Controltower Finn,tiktok,5689,0.1007,100,Final Mile,Los Angeles,California,US,0,2026-05-13T10:00:43Z
326,@controltower_cass,Controltower Cass,twitter,412605,0.028,80.48,Time-Critical Freight,Chicago,Illinois,US,0,2026-05-13T10:00:43Z
327,@controltower_ines,Controltower Ines,youtube,617596,0.0233,87.87,Brokerage,Houston,Texas,US,1,2026-05-13T10:00:43Z
328,@controltower_ella,Controltower Ella,threads,14611,0.0286,61.49,Heavy Haul,Phoenix,Arizona,US,0,2026-05-13T10:00:43Z
329,@controltower_beau,Controltower Beau,instagram,42578,0.0519,85.05,Regional Distribution,San Francisco,California,US,0,2026-05-13T10:00:43Z
330,@controltower_hope,Controltower Hope,tiktok,88496,0.0369,82.72,Intermodal,Miami,Florida,US,0,2026-05-13T10:00:43Z
331,@visibility_liam,Visibility Liam,twitter,5711,0.0404,71.73,Passenger Mobility,Seattle,Washington,US,0,2026-05-13T10:00:43Z
332,@visibility_luna,Visibility Luna,youtube,3872,0.0795,76.07,Cold Chain,Denver,Colorado,US,0,2026-05-13T10:00:43Z
333,@visibility_jen,Visibility Jen,threads,2665,0.0955,85.16,Port Drayage,Austin,Texas,US,0,2026-05-13T10:00:43Z
334,@visibility_omar,Visibility Omar,instagram,8864,0.098,100,Rail Freight,Nashville,Tennessee,US,0,2026-05-13T10:00:43Z
335,@visibility_mia,Visibility Mia,tiktok,2349,0.116,100,Fleet Services,Portland,Oregon,US,0,2026-05-13T10:00:43Z
336,@visibility_zoe,Visibility Zoe,twitter,47471,0.0304,69.92,Fleet Monitoring,Boston,Massachusetts,US,0,2026-05-13T10:00:43Z
337,@visibility_reed,Visibility Reed,youtube,5691,0.0633,79.1,Disruption Response,Atlanta,Georgia,US,0,2026-05-13T10:00:43Z
338,@visibility_ivy,Visibility Ivy,threads,8730,0.0792,83.21,Yard Operations,Dallas,Texas,US,0,2026-05-13T10:00:43Z
339,@visibility_lily,Visibility Lily,instagram,15103,0.066,90.7,Less-than-Truckload,San Diego,California,US,0,2026-05-13T10:00:43Z
340,@visibility_tess,Visibility Tess,tiktok,2261,0.0906,79.99,Final Mile,Minneapolis,Minnesota,US,0,2026-05-13T10:00:43Z
341,@pulse_nora,Pulse Nora,twitter,81226,0.0655,94,Time-Critical Freight,Detroit,Michigan,US,0,2026-05-13T10:00:43Z
342,@pulse_mia,Pulse Mia,youtube,2345,0.0936,82.07,Brokerage,Las Vegas,Nevada,US,0,2026-05-13T10:00:43Z
343,@pulse_marcus,Pulse Marcus,threads,71626,0.0653,88.08,Heavy Haul,Brooklyn,New York,US,0,2026-05-13T10:00:43Z
344,@pulse_tess,Pulse Tess,instagram,83730,0.0364,80.4,Regional Distribution,New York,New York,US,0,2026-05-13T10:00:43Z
345,@pulse_max,Pulse Max,tiktok,573804,0.0388,89.05,Intermodal,Los Angeles,California,US,1,2026-05-13T10:00:43Z
346,@pulse_ava,Pulse Ava,twitter,97310,0.0661,90.17,Passenger Mobility,Chicago,Illinois,US,0,2026-05-13T10:00:43Z
347,@pulse_yuri,Pulse Yuri,youtube,3651,0.0832,77.74,Cold Chain,Houston,Texas,US,0,2026-05-13T10:00:43Z
348,@pulse_hope,Pulse Hope,threads,8733,0.0531,78.05,Port Drayage,Phoenix,Arizona,US,0,2026-05-13T10:00:43Z
349,@pulse_finn,Pulse Finn,instagram,8339,0.0998,100,Rail Freight,San Francisco,California,US,0,2026-05-13T10:00:43Z
350,@pulse_sarah,Pulse Sarah,tiktok,8544,0.0844,91.23,Fleet Services,Miami,Florida,US,0,2026-05-13T10:00:43Z
351,@vital_omar,Vital Omar,twitter,7040,0.0875,96.49,Fleet Monitoring,Seattle,Washington,US,0,2026-05-13T10:00:43Z
352,@vital_ivy,Vital Ivy,youtube,3850582,0.0065,86.49,Disruption Response,Denver,Colorado,US,1,2026-05-13T10:00:43Z
353,@vital_maya,Vital Maya,threads,6003,0.075,89.35,Yard Operations,Austin,Texas,US,0,2026-05-13T10:00:43Z
354,@vital_xena,Vital Xena,instagram,953270,0.0204,86.2,Less-than-Truckload,Nashville,Tennessee,US,1,2026-05-13T10:00:43Z
355,@vital_hope,Vital Hope,tiktok,5787267,0.0164,88.8,Final Mile,Portland,Oregon,US,1,2026-05-13T10:00:43Z
356,@vital_aria,Vital Aria,twitter,82757,0.0443,87.22,Time-Critical Freight,Boston,Massachusetts,US,0,2026-05-13T10:00:43Z
357,@vital_jen,Vital Jen,youtube,9691,0.0507,79.82,Brokerage,Atlanta,Georgia,US,0,2026-05-13T10:00:43Z
358,@vital_reed,Vital Reed,threads,7188,0.0951,87.21,Heavy Haul,Dallas,Texas,US,0,2026-05-13T10:00:43Z
359,@vital_ruby,Vital Ruby,instagram,7351,0.117,98.55,Regional Distribution,San Diego,California,US,0,2026-05-13T10:00:43Z
360,@vital_ava,Vital Ava,tiktok,8752,0.1152,100,Intermodal,Minneapolis,Minnesota,US,0,2026-05-13T10:00:43Z
361,@bridge_pia,Bridge Pia,twitter,183321,0.0439,84.26,Passenger Mobility,Detroit,Michigan,US,0,2026-05-13T10:00:43Z
362,@bridge_ruby,Bridge Ruby,youtube,7825,0.0625,77.56,Cold Chain,Las Vegas,Nevada,US,0,2026-05-13T10:00:43Z
363,@bridge_cole,Bridge Cole,threads,1151,0.0927,89.78,Port Drayage,Brooklyn,New York,US,0,2026-05-13T10:00:43Z
364,@bridge_cass,Bridge Cass,instagram,6773,0.0751,77.37,Rail Freight,New York,New York,US,0,2026-05-13T10:00:43Z
365,@bridge_nora,Bridge Nora,tiktok,2707,0.0379,63.52,Fleet Services,Los Angeles,California,US,0,2026-05-13T10:00:43Z
366,@bridge_ivy,Bridge Ivy,twitter,285356,0.0377,86.03,Fleet Monitoring,Chicago,Illinois,US,0,2026-05-13T10:00:43Z
367,@bridge_tyler,Bridge Tyler,youtube,26943,0.0315,70.22,Disruption Response,Houston,Texas,US,0,2026-05-13T10:00:43Z
368,@bridge_zara,Bridge Zara,threads,3183140,0.0155,90.61,Yard Operations,Phoenix,Arizona,US,1,2026-05-13T10:00:43Z
369,@bridge_kara,Bridge Kara,instagram,8612,0.1052,100,Less-than-Truckload,San Francisco,California,US,0,2026-05-13T10:00:43Z
370,@bridge_mia,Bridge Mia,tiktok,99489,0.0629,89.38,Final Mile,Miami,Florida,US,0,2026-05-13T10:00:43Z
371,@clear_reed,Clear Reed,twitter,20580,0.0551,86.7,Time-Critical Freight,Seattle,Washington,US,0,2026-05-13T10:00:43Z
372,@clear_cleo,Clear Cleo,youtube,4240,0.0465,72,Brokerage,Denver,Colorado,US,0,2026-05-13T10:00:43Z
373,@clear_ella,Clear Ella,threads,2895299,0.0102,88.4,Heavy Haul,Austin,Texas,US,1,2026-05-13T10:00:43Z
374,@clear_jen,Clear Jen,instagram,37035,0.0797,94.19,Regional Distribution,Nashville,Tennessee,US,0,2026-05-13T10:00:43Z
375,@clear_tess,Clear Tess,tiktok,58905,0.0539,77.35,Intermodal,Portland,Oregon,US,0,2026-05-13T10:00:43Z
376,@clear_faye,Clear Faye,twitter,3773,0.1117,100,Passenger Mobility,Boston,Massachusetts,US,0,2026-05-13T10:00:43Z
377,@clear_aria,Clear Aria,youtube,93349,0.0293,67.38,Cold Chain,Atlanta,Georgia,US,0,2026-05-13T10:00:43Z
378,@clear_zoe,Clear Zoe,threads,7078,0.0867,92.62,Port Drayage,Dallas,Texas,US,0,2026-05-13T10:00:43Z
379,@clear_vince,Clear Vince,instagram,65842,0.0656,88.64,Rail Freight,San Diego,California,US,0,2026-05-13T10:00:43Z
380,@clear_hope,Clear Hope,tiktok,772164,0.0398,95.07,Fleet Services,Minneapolis,Minnesota,US,1,2026-05-13T10:00:43Z
381,@motion_sage,Motion Sage,twitter,855406,0.0361,86.94,Fleet Monitoring,Detroit,Michigan,US,1,2026-05-13T10:00:43Z
382,@motion_faye,Motion Faye,youtube,98128,0.0525,81.28,Disruption Response,Las Vegas,Nevada,US,0,2026-05-13T10:00:43Z
383,@motion_owen,Motion Owen,threads,5245,0.0475,75.57,Yard Operations,Brooklyn,New York,US,0,2026-05-13T10:00:43Z
384,@motion_lily,Motion Lily,instagram,23890,0.0348,71.12,Less-than-Truckload,New York,New York,US,0,2026-05-13T10:00:43Z
385,@motion_yuri,Motion Yuri,tiktok,76302,0.0694,90.6,Final Mile,Los Angeles,California,US,0,2026-05-13T10:00:43Z
386,@motion_liam,Motion Liam,twitter,9505,0.0785,92.92,Time-Critical Freight,Chicago,Illinois,US,0,2026-05-13T10:00:43Z
387,@motion_leo,Motion Leo,youtube,8677,0.0917,88.67,Brokerage,Houston,Texas,US,0,2026-05-13T10:00:43Z
388,@motion_nina,Motion Nina,threads,76057,0.0395,78.08,Heavy Haul,Phoenix,Arizona,US,0,2026-05-13T10:00:43Z
389,@motion_mike,Motion Mike,instagram,6007,0.0502,77.49,Regional Distribution,San Francisco,California,US,0,2026-05-13T10:00:43Z
390,@motion_tess,Motion Tess,tiktok,5851,0.0818,86.95,Intermodal,Miami,Florida,US,0,2026-05-13T10:00:43Z
391,@first_tess,First Tess,twitter,9003,0.1132,97.7,Passenger Mobility,Seattle,Washington,US,0,2026-05-13T10:00:43Z
392,@first_hope,First Hope,youtube,6049649,0.0098,91.29,Cold Chain,Denver,Colorado,US,1,2026-05-13T10:00:43Z
393,@first_mia,First Mia,threads,83959,0.0424,74.6,Port Drayage,Austin,Texas,US,0,2026-05-13T10:00:43Z
394,@first_ava,First Ava,instagram,74532,0.0788,96.08,Rail Freight,Nashville,Tennessee,US,0,2026-05-13T10:00:43Z
395,@first_sarah,First Sarah,tiktok,314102,0.0304,84.32,Fleet Services,Portland,Oregon,US,0,2026-05-13T10:00:43Z
401,@silver_uma,Silver Uma,twitter,2383,0.0658,71.96,Fleet Monitoring,Boston,Massachusetts,US,0,2026-05-13T10:00:43Z
402,@silver_jace,Silver Jace,youtube,54111,0.0416,80.74,Disruption Response,Atlanta,Georgia,US,0,2026-05-13T10:00:43Z
403,@silver_leo,Silver Leo,threads,1268,0.0647,68.6,Yard Operations,Dallas,Texas,US,0,2026-05-13T10:00:43Z
404,@silver_ella,Silver Ella,instagram,2300,0.0845,89.83,Less-than-Truckload,San Diego,California,US,0,2026-05-13T10:00:43Z
405,@silver_marcus,Silver Marcus,tiktok,98592,0.0752,100,Final Mile,Minneapolis,Minnesota,US,0,2026-05-13T10:00:43Z
406,@silver_zara,Silver Zara,twitter,11660,0.0447,68.25,Time-Critical Freight,Detroit,Michigan,US,0,2026-05-13T10:00:43Z
407,@silver_pia,Silver Pia,youtube,68980,0.0715,100,Brokerage,Las Vegas,Nevada,US,0,2026-05-13T10:00:43Z
408,@silver_faye,Silver Faye,threads,66020,0.0468,85.83,Heavy Haul,Brooklyn,New York,US,0,2026-05-13T10:00:43Z
409,@silver_jack,Silver Jack,instagram,8496,0.092,94.16,Regional Distribution,New York,New York,US,0,2026-05-13T10:00:43Z
410,@silver_ava,Silver Ava,tiktok,8235,0.0424,65.95,Intermodal,Los Angeles,California,US,0,2026-05-13T10:00:43Z
411,@guide_vince,Guide Vince,twitter,18140,0.053,80.42,Passenger Mobility,Chicago,Illinois,US,0,2026-05-13T10:00:43Z
412,@guide_liam,Guide Liam,youtube,6148,0.0917,87.94,Cold Chain,Houston,Texas,US,0,2026-05-13T10:00:43Z
413,@guide_cleo,Guide Cleo,threads,99104,0.0672,86.15,Port Drayage,Phoenix,Arizona,US,0,2026-05-13T10:00:43Z
414,@guide_luna,Guide Luna,instagram,9806,0.1036,100,Rail Freight,San Francisco,California,US,0,2026-05-13T10:00:43Z
415,@guide_ava,Guide Ava,tiktok,5617,0.104,97.6,Fleet Services,Miami,Florida,US,0,2026-05-13T10:00:43Z
416,@guide_jen,Guide Jen,twitter,4628,0.0971,91.07,Fleet Monitoring,Seattle,Washington,US,0,2026-05-13T10:00:43Z
417,@guide_xena,Guide Xena,youtube,7470,0.0475,64.58,Disruption Response,Denver,Colorado,US,0,2026-05-13T10:00:43Z
418,@guide_omar,Guide Omar,threads,6537665,0.0066,90.6,Yard Operations,Austin,Texas,US,1,2026-05-13T10:00:43Z
419,@guide_faye,Guide Faye,instagram,2058,0.0553,61.27,Less-than-Truckload,Nashville,Tennessee,US,0,2026-05-13T10:00:43Z
420,@guide_mia,Guide Mia,tiktok,7213,0.0432,61.31,Final Mile,Portland,Oregon,US,0,2026-05-13T10:00:43Z
421,@flow_wren,Flow Wren,twitter,59713,0.048,80.78,Time-Critical Freight,Boston,Massachusetts,US,0,2026-05-13T10:00:43Z
422,@flow_omar,Flow Omar,youtube,9395,0.1153,100,Brokerage,Atlanta,Georgia,US,0,2026-05-13T10:00:43Z
423,@flow_gus,Flow Gus,threads,77465,0.0745,97.86,Heavy Haul,Dallas,Texas,US,0,2026-05-13T10:00:43Z
424,@flow_ivy,Flow Ivy,instagram,97065,0.0712,100,Regional Distribution,San Diego,California,US,0,2026-05-13T10:00:43Z
425,@flow_finn,Flow Finn,tiktok,5477,0.0607,81.99,Intermodal,Minneapolis,Minnesota,US,0,2026-05-13T10:00:43Z
426,@flow_maya,Flow Maya,twitter,7902,0.0978,100,Passenger Mobility,Detroit,Michigan,US,0,2026-05-13T10:00:43Z
427,@flow_mike,Flow Mike,youtube,6525,0.0596,69.12,Cold Chain,Las Vegas,Nevada,US,0,2026-05-13T10:00:43Z
428,@flow_xena,Flow Xena,threads,6534,0.1081,95.68,Port Drayage,Brooklyn,New York,US,0,2026-05-13T10:00:43Z
