order_id,customer_id,order_status,order_total,shipping_cost,fulfillment_center_id,shipping_lat,shipping_lon,estimated_delivery,actual_delivery,social_source_id,demand_score,created_at,updated_at
485,1197,pending,19548,0,9,35.3313,-78.6953,2026-05-07,,325,97.3,2026-05-04T00:10:00Z,2026-05-05T16:30:00Z
486,1216,confirmed,68250,7.99,2,42.2055,-86.9387,2026-05-08,,336,60.82,2026-05-04T00:05:00Z,2026-05-05T16:30:00Z
487,1235,processing,35140,14.99,7,40.1478,-73.8696,2026-05-09,,347,38.67,2026-05-04T00:00:00Z,2026-05-05T16:30:00Z
488,1254,cancelled,29220,24.99,12,33.1651,-83.7498,2026-05-10,,358,49.31,2026-05-03T23:55:00Z,2026-05-05T16:30:00Z
489,1273,confirmed,6760,0,5,37.0411,-121.4926,2026-05-11,,369,93.39,2026-05-03T23:50:00Z,2026-05-05T16:30:00Z
490,1292,processing,39540,7.99,10,40.0561,-105.3122,2026-05-12,,380,49.38,2026-05-03T23:45:00Z,2026-05-05T16:30:00Z
491,1311,shipped,30170,14.99,3,33.3109,-96.1716,2026-05-06,,391,49.08,2026-05-03T23:40:00Z,2026-05-05T16:30:00Z
492,1330,delivered,36100,24.99,8,26.1327,-80.3391,2026-05-07,2026-05-04,402,55.15,2026-05-03T23:35:00Z,2026-05-05T16:30:00Z
493,1349,pending,33250,0,,42.4776,-71.6973,2026-05-08,,413,78.91,2026-05-03T23:30:00Z,2026-05-05T16:30:00Z
494,1368,confirmed,25580,7.99,6,34.1194,-118.9384,2026-05-09,,424,52.32,2026-05-03T23:25:00Z,2026-05-05T16:30:00Z
495,1387,processing,33500,14.99,11,47.0004,-121.8789,2026-05-10,,435,90.53,2026-05-03T23:20:00Z,2026-05-05T16:30:00Z
496,1406,cancelled,25220,24.99,4,33.84,-111.634,2026-05-11,,446,70.16,2026-05-03T23:15:00Z,2026-05-05T16:30:00Z
497,1425,confirmed,78500,0,9,35.7401,-78.6712,2026-05-12,,457,95.09,2026-05-03T23:10:00Z,2026-05-05T16:30:00Z
498,1444,processing,12842,7.99,2,41.4272,-87.6248,2026-05-06,,468,63.72,2026-05-03T23:05:00Z,2026-05-05T16:30:00Z
499,1463,shipped,62460,14.99,7,41.304,-74.4576,2026-05-07,,479,56,2026-05-03T23:00:00Z,2026-05-05T16:30:00Z
500,1482,delivered,37760,24.99,12,33.3823,-83.9158,2026-05-08,2026-05-04,490,92.18,2026-05-03T22:55:00Z,2026-05-05T16:30:00Z
501,1501,pending,34790,0,5,37.8326,-122.1456,2026-05-09,,501,51.28,2026-05-03T22:50:00Z,2026-05-05T16:30:00Z
502,1520,confirmed,67000,7.99,10,40.3892,-104.4094,2026-05-10,,512,42.07,2026-05-03T22:45:00Z,2026-05-05T16:30:00Z
503,1539,processing,24900,14.99,3,32.1405,-97.0351,2026-05-11,,523,93.81,2026-05-03T22:40:00Z,2026-05-05T16:30:00Z
504,1558,cancelled,24600,24.99,8,25.2742,-79.5588,2026-05-12,,534,91.52,2026-05-03T22:35:00Z,2026-05-05T16:30:00Z
505,1577,confirmed,31400,0,1,41.9722,-70.833,2026-05-06,,545,41.91,2026-05-03T22:30:00Z,2026-05-05T16:30:00Z
506,1596,processing,21210,7.99,6,34.3256,-117.9312,2026-05-07,,556,68.55,2026-05-03T22:25:00Z,2026-05-05T16:30:00Z
507,1615,shipped,34010,14.99,11,47.9523,-122.1433,2026-05-08,,567,40.75,2026-05-03T22:20:00Z,2026-05-05T16:30:00Z
508,1634,delivered,10360,24.99,4,33.5801,-112.6858,2026-05-09,2026-05-04,578,36.07,2026-05-03T22:15:00Z,2026-05-05T16:30:00Z
509,1653,pending,7620,0,9,35.5331,-78.1043,2026-05-10,,589,35.99,2026-05-03T22:10:00Z,2026-05-05T16:30:00Z
510,1672,confirmed,46000,7.99,2,42.3582,-88.3281,2026-05-11,,600,94.22,2026-05-03T22:05:00Z,2026-05-05T16:30:00Z
511,1691,processing,28900,14.99,7,40.1612,-73.578,2026-05-12,,611,75.31,2026-05-03T22:00:00Z,2026-05-05T16:30:00Z
512,1710,cancelled,50520,24.99,12,33.6008,-84.2423,2026-05-06,,622,40.61,2026-05-03T21:55:00Z,2026-05-05T16:30:00Z
513,1729,confirmed,27400,0,5,37.9263,-121.2496,2026-05-07,,633,97.96,2026-05-03T21:50:00Z,2026-05-05T16:30:00Z
514,1748,processing,49460,7.99,10,39.1341,-104.4298,2026-05-08,,644,79.28,2026-05-03T21:45:00Z,2026-05-05T16:30:00Z
515,1767,shipped,61700,14.99,3,32.0824,-97.2646,2026-05-09,,655,38.84,2026-05-03T21:40:00Z,2026-05-05T16:30:00Z
516,1786,delivered,98300,24.99,8,25.4163,-80.4813,2026-05-10,2026-05-04,666,68.46,2026-05-03T21:35:00Z,2026-05-05T16:30:00Z
517,1805,pending,15970,0,,42.3035,-70.6186,2026-05-11,,677,73.95,2026-05-03T21:30:00Z,2026-05-05T16:30:00Z
518,1824,confirmed,36730,7.99,6,33.5832,-117.6785,2026-05-12,,688,80.96,2026-05-03T21:25:00Z,2026-05-05T16:30:00Z
519,1843,processing,55080,14.99,11,47.2719,-122.7234,2026-05-06,,699,48.59,2026-05-03T21:20:00Z,2026-05-05T16:30:00Z
520,1862,cancelled,49640,24.99,4,32.9341,-111.6851,2026-05-07,,710,38.44,2026-05-03T21:15:00Z,2026-05-05T16:30:00Z
521,1881,confirmed,25020,0,9,35.876,-78.2498,2026-05-08,,721,76.46,2026-05-03T21:10:00Z,2026-05-05T16:30:00Z
522,1900,processing,12605,7.99,2,42.3439,-87.3747,2026-05-09,,732,92.2,2026-05-03T21:05:00Z,2026-05-05T16:30:00Z
523,1919,shipped,43100,14.99,7,40.4318,-74.4438,2026-05-10,,743,89.75,2026-05-03T21:00:00Z,2026-05-05T16:30:00Z
524,1938,delivered,49200,24.99,12,33.7013,-83.9526,2026-05-11,2026-05-04,754,59.16,2026-05-03T20:55:00Z,2026-05-05T16:30:00Z
525,1957,pending,27770,0,5,36.9476,-121.9958,2026-05-12,,765,76.34,2026-05-03T20:50:00Z,2026-05-05T16:30:00Z
526,1976,confirmed,32044,7.99,10,40.0958,-105.3563,2026-05-06,,776,59.05,2026-05-03T20:45:00Z,2026-05-05T16:30:00Z
527,1995,processing,33550,14.99,3,32.776,-96.3303,2026-05-07,,787,46.3,2026-05-03T20:40:00Z,2026-05-05T16:30:00Z
528,14,cancelled,29480,24.99,8,33.5431,-111.4652,2026-05-08,,798,59.97,2026-05-03T20:35:00Z,2026-05-05T16:30:00Z
529,33,confirmed,80400,0,1,36.4247,-78.5749,2026-05-09,,809,38.43,2026-05-03T20:30:00Z,2026-05-05T16:30:00Z
530,52,processing,31700,7.99,6,41.9278,-87.7386,2026-05-10,,820,39.37,2026-05-03T20:25:00Z,2026-05-05T16:30:00Z
531,71,shipped,19850,14.99,11,40.0671,-73.8695,2026-05-11,,831,87.55,2026-05-03T20:20:00Z,2026-05-05T16:30:00Z
532,90,delivered,48400,24.99,4,33.3856,-84.4061,2026-05-12,2026-05-04,842,54.89,2026-05-03T20:15:00Z,2026-05-05T16:30:00Z
533,109,pending,46700,0,9,36.8288,-121.853,2026-05-06,,853,77.12,2026-05-03T20:10:00Z,2026-05-05T16:30:00Z
534,128,confirmed,36750,7.99,2,39.9847,-104.6663,2026-05-07,,864,69.23,2026-05-03T20:05:00Z,2026-05-05T16:30:00Z
535,147,processing,29400,14.99,7,32.9838,-97.2243,2026-05-08,,875,55.05,2026-05-03T20:00:00Z,2026-05-05T16:30:00Z
536,166,cancelled,10540,24.99,12,26.4133,-80.2761,2026-05-09,,886,65.64,2026-05-03T19:55:00Z,2026-05-05T16:30:00Z
537,185,confirmed,39010,0,5,42.8132,-70.9947,2026-05-10,,897,54.73,2026-05-03T19:50:00Z,2026-05-05T16:30:00Z
538,204,processing,26720,7.99,10,33.4801,-118.4098,2026-05-11,,908,80.83,2026-05-03T19:45:00Z,2026-05-05T16:30:00Z
539,223,shipped,49750,14.99,3,48.0251,-122.3889,2026-05-12,,919,54.11,2026-05-03T19:40:00Z,2026-05-05T16:30:00Z
540,242,delivered,60000,24.99,8,33.5612,-111.8492,2026-05-06,2026-05-04,930,59.29,2026-05-03T19:35:00Z,2026-05-05T16:30:00Z
541,261,pending,18895,0,,36.4189,-78.4855,2026-05-07,,941,81.78,2026-05-03T19:30:00Z,2026-05-05T16:30:00Z
542,280,confirmed,27220,7.99,6,41.3187,-87.9142,2026-05-08,,952,70.08,2026-05-03T19:25:00Z,2026-05-05T16:30:00Z
543,299,processing,93450,14.99,11,40.2047,-73.9224,2026-05-09,,963,42.85,2026-05-03T19:20:00Z,2026-05-05T16:30:00Z
544,318,cancelled,39940,24.99,4,33.2381,-84.8334,2026-05-10,,974,46.9,2026-05-03T19:15:00Z,2026-05-05T16:30:00Z
545,337,confirmed,19548,0,9,36.6612,-121.9222,2026-05-11,,985,68.26,2026-05-03T19:10:00Z,2026-05-05T16:30:00Z
546,356,processing,68250,7.99,2,39.3417,-105.3185,2026-05-12,,996,93.45,2026-05-03T19:05:00Z,2026-05-05T16:30:00Z
547,375,shipped,35140,14.99,7,32.5455,-97.4881,2026-05-06,,1007,72.3,2026-05-03T19:00:00Z,2026-05-05T16:30:00Z
548,394,delivered,29220,24.99,12,26.2771,-80.4206,2026-05-07,2026-05-04,1018,77.16,2026-05-03T18:55:00Z,2026-05-05T16:30:00Z
549,413,pending,6760,0,5,42.854,-70.4241,2026-05-08,,1029,47.25,2026-05-03T18:50:00Z,2026-05-05T16:30:00Z
550,432,confirmed,39540,7.99,10,33.4689,-118.5215,2026-05-09,,1040,63.5,2026-05-03T18:45:00Z,2026-05-05T16:30:00Z
551,451,processing,30170,14.99,3,47.179,-122.0582,2026-05-10,,1051,37.97,2026-05-03T18:40:00Z,2026-05-05T16:30:00Z
552,470,cancelled,36100,24.99,8,33.6871,-111.6684,2026-05-11,,1062,89.26,2026-05-03T18:35:00Z,2026-05-05T16:30:00Z
553,489,confirmed,33250,0,1,36.344,-78.1133,2026-05-12,,1073,94.44,2026-05-03T18:30:00Z,2026-05-05T16:30:00Z
554,508,processing,25580,7.99,6,41.7776,-87.0985,2026-05-06,,1084,44.24,2026-05-03T18:25:00Z,2026-05-05T16:30:00Z
555,527,shipped,33500,14.99,11,40.9972,-74.0011,2026-05-07,,1095,93.21,2026-05-03T18:20:00Z,2026-05-05T16:30:00Z
556,546,delivered,25220,24.99,4,34.3317,-84.1197,2026-05-08,2026-05-04,1106,82.97,2026-05-03T18:15:00Z,2026-05-05T16:30:00Z
557,565,pending,78500,0,9,37.2506,-122.4156,2026-05-09,,1117,96.98,2026-05-03T18:10:00Z,2026-05-05T16:30:00Z
558,584,confirmed,12842,7.99,2,39.6625,-104.7371,2026-05-10,,1128,42.54,2026-05-03T18:05:00Z,2026-05-05T16:30:00Z
559,603,processing,62460,14.99,7,33.1084,-96.7337,2026-05-11,,1139,39.59,2026-05-03T18:00:00Z,2026-05-05T16:30:00Z
560,622,cancelled,37760,24.99,12,26.3036,-79.9138,2026-05-12,,1150,90.85,2026-05-03T17:55:00Z,2026-05-05T16:30:00Z
561,641,confirmed,34790,0,5,43.0356,-70.6621,2026-05-06,,1161,93.06,2026-05-03T17:50:00Z,2026-05-05T16:30:00Z
562,660,processing,67000,7.99,10,33.3526,-118.2747,2026-05-07,,1172,71.5,2026-05-03T17:45:00Z,2026-05-05T16:30:00Z
563,679,shipped,24900,14.99,3,48.0238,-122.9756,2026-05-08,,1183,40.16,2026-05-03T17:40:00Z,2026-05-05T16:30:00Z
564,698,delivered,24600,24.99,8,33.787,-112.6942,2026-05-09,2026-05-04,1194,72.32,2026-05-03T17:35:00Z,2026-05-05T16:30:00Z
565,717,pending,31400,0,,35.5184,-78.5964,2026-05-10,,1205,42.37,2026-05-03T17:30:00Z,2026-05-05T16:30:00Z
566,736,confirmed,21210,7.99,6,42.2065,-87.4922,2026-05-11,,1216,84.59,2026-05-03T17:25:00Z,2026-05-05T16:30:00Z
567,755,processing,34010,14.99,11,40.5408,-73.3525,2026-05-12,,1227,80.41,2026-05-03T17:20:00Z,2026-05-05T16:30:00Z
568,774,cancelled,10360,24.99,4,33.9416,-83.8846,2026-05-06,,1238,41.19,2026-05-03T17:15:00Z,2026-05-05T16:30:00Z
569,793,confirmed,7620,0,9,37.01,-122.45,2026-05-07,,1249,56.08,2026-05-03T17:10:00Z,2026-05-05T16:30:00Z
570,812,processing,46000,7.99,2,39.6848,-105.2811,2026-05-08,,1260,37.89,2026-05-03T17:05:00Z,2026-05-05T16:30:00Z
571,831,shipped,28900,14.99,7,32.4954,-96.836,2026-05-09,,1271,77.41,2026-05-03T17:00:00Z,2026-05-05T16:30:00Z
572,850,delivered,50520,24.99,12,26.0722,-79.8608,2026-05-10,2026-05-04,1282,79.97,2026-05-03T16:55:00Z,2026-05-05T16:30:00Z
573,869,pending,27400,0,5,42.2816,-71.6719,2026-05-11,,1293,94.74,2026-05-03T16:50:00Z,2026-05-05T16:30:00Z
574,888,confirmed,49460,7.99,10,33.7369,-118.6512,2026-05-12,,1304,75.07,2026-05-03T16:45:00Z,2026-05-05T16:30:00Z
575,907,processing,61700,14.99,3,47.6726,-122.546,2026-05-06,,1315,61.86,2026-05-03T16:40:00Z,2026-05-05T16:30:00Z
576,926,cancelled,98300,24.99,8,32.9999,-112.1749,2026-05-07,,1326,72.5,2026-05-03T16:35:00Z,2026-05-05T16:30:00Z
577,945,confirmed,15970,0,1,35.79,-79.1437,2026-05-08,,1337,78.06,2026-05-03T16:30:00Z,2026-05-05T16:30:00Z
578,964,processing,36730,7.99,6,42.5181,-87.0923,2026-05-09,,1348,41.85,2026-05-03T16:25:00Z,2026-05-05T16:30:00Z
579,983,shipped,55080,14.99,11,40.4119,-73.8161,2026-05-10,,1359,46.23,2026-05-03T16:20:00Z,2026-05-05T16:30:00Z
580,1002,delivered,49640,24.99,4,33.2911,-84.1203,2026-05-11,2026-05-04,1370,89.71,2026-05-03T16:15:00Z,2026-05-05T16:30:00Z
581,1021,pending,25020,0,9,37.6944,-121.2158,2026-05-12,,1381,50.56,2026-05-03T16:10:00Z,2026-05-05T16:30:00Z
582,1040,confirmed,12605,7.99,2,39.6755,-104.3863,2026-05-06,,1392,55.51,2026-05-03T16:05:00Z,2026-05-05T16:30:00Z
583,1059,processing,43100,14.99,7,33.2301,-97.2636,2026-05-07,,1403,40.29,2026-05-03T16:00:00Z,2026-05-05T16:30:00Z
584,1078,cancelled,49200,24.99,12,25.3467,-80.0475,2026-05-08,,1414,45.97,2026-05-03T15:55:00Z,2026-05-05T16:30:00Z
585,1097,confirmed,27770,0,5,41.9278,-71.1346,2026-05-09,,1425,58.12,2026-05-03T15:50:00Z,2026-05-05T16:30:00Z
586,1116,processing,32044,7.99,10,34.2068,-118.1663,2026-05-10,,1436,86.04,2026-05-03T15:45:00Z,2026-05-05T16:30:00Z
587,1135,shipped,33550,14.99,3,47.5203,-122.7377,2026-05-11,,1447,68.8,2026-05-03T15:40:00Z,2026-05-05T16:30:00Z
588,1154,delivered,29480,24.99,8,32.7868,-111.8943,2026-05-12,2026-05-03,1458,74.98,2026-05-03T15:35:00Z,2026-05-05T16:30:00Z
589,1173,pending,80400,0,,36.0277,-78.3065,2026-05-06,,1469,59.23,2026-05-03T15:30:00Z,2026-05-05T16:30:00Z
590,1192,confirmed,31700,7.99,6,42.407,-87.9094,2026-05-07,,1480,53.01,2026-05-03T15:25:00Z,2026-05-05T16:30:00Z
591,1211,processing,19850,14.99,11,40.6904,-73.3596,2026-05-08,,1491,63.92,2026-05-03T15:20:00Z,2026-05-05T16:30:00Z
592,1230,cancelled,48400,24.99,4,33.5845,-84.3399,2026-05-09,,1502,59.96,2026-05-03T15:15:00Z,2026-05-05T16:30:00Z
593,1249,confirmed,46700,0,9,37.4394,-121.4842,2026-05-10,,1513,80.81,2026-05-03T15:10:00Z,2026-05-05T16:30:00Z
594,1268,processing,36750,7.99,2,39.5802,-105.5485,2026-05-11,,1524,51.34,2026-05-03T15:05:00Z,2026-05-05T16:30:00Z
595,1287,shipped,29400,14.99,7,33.0521,-96.1456,2026-05-12,,1535,65.51,2026-05-03T15:00:00Z,2026-05-05T16:30:00Z
596,1306,delivered,10540,24.99,12,25.9715,-79.9524,2026-05-06,2026-05-03,1546,53.25,2026-05-03T14:55:00Z,2026-05-05T16:30:00Z
597,1325,pending,39010,0,5,42.5126,-71.1114,2026-05-07,,1557,76.35,2026-05-03T14:50:00Z,2026-05-05T16:30:00Z
598,1344,confirmed,26720,7.99,10,34.5894,-118.7598,2026-05-08,,1568,48.99,2026-05-03T14:45:00Z,2026-05-05T16:30:00Z
599,1363,processing,49750,14.99,3,47.8538,-122.5747,2026-05-09,,1579,90.31,2026-05-03T14:40:00Z,2026-05-05T16:30:00Z
600,1382,cancelled,60000,24.99,8,33.8088,-112.0181,2026-05-10,,1590,55.21,2026-05-03T14:35:00Z,2026-05-05T16:30:00Z
601,1401,confirmed,18895,0,1,35.2409,-79.1287,2026-05-11,,1601,74.57,2026-05-03T14:30:00Z,2026-05-05T16:30:00Z
602,1420,processing,27220,7.99,6,41.2459,-87.6777,2026-05-12,,1612,80.35,2026-05-03T14:25:00Z,2026-05-05T16:30:00Z
603,1439,shipped,93450,14.99,11,41.277,-74.3411,2026-05-06,,1623,52.2,2026-05-03T14:20:00Z,2026-05-05T16:30:00Z
604,1458,delivered,39940,24.99,4,34.2955,-84.8293,2026-05-07,2026-05-03,1634,91.61,2026-05-03T14:15:00Z,2026-05-05T16:30:00Z
605,1477,pending,19548,0,9,37.5675,-121.9978,2026-05-08,,1645,51.49,2026-05-03T14:10:00Z,2026-05-05T16:30:00Z
606,1496,confirmed,68250,7.99,2,39.7883,-105.2265,2026-05-09,,1656,91.57,2026-05-03T14:05:00Z,2026-05-05T16:30:00Z
607,1515,processing,35140,14.99,7,32.0893,-96.3996,2026-05-10,,1667,94.41,2026-05-03T14:00:00Z,2026-05-05T16:30:00Z
608,1534,cancelled,29220,24.99,12,26.0393,-79.7718,2026-05-11,,1678,51.31,2026-05-03T13:55:00Z,2026-05-05T16:30:00Z
609,1553,confirmed,6760,0,5,42.0004,-71.1441,2026-05-12,,1689,64.73,2026-05-03T13:50:00Z,2026-05-05T16:30:00Z
610,1572,processing,39540,7.99,10,34.1973,-118.2604,2026-05-06,,1700,93.2,2026-05-03T13:45:00Z,2026-05-05T16:30:00Z
611,1591,shipped,30170,14.99,3,47.4422,-122.3382,2026-05-07,,1711,56.33,2026-05-03T13:40:00Z,2026-05-05T16:30:00Z
612,1610,delivered,36100,24.99,8,32.8708,-111.6316,2026-05-08,2026-05-03,1722,84.38,2026-05-03T13:35:00Z,2026-05-05T16:30:00Z
613,1629,pending,33250,0,,36.2033,-78.1486,2026-05-09,,1733,79.5,2026-05-03T13:30:00Z,2026-05-05T16:30:00Z
614,1648,confirmed,25580,7.99,6,42.3599,-87.2147,2026-05-10,,1744,90.5,2026-05-03T13:25:00Z,2026-05-05T16:30:00Z
615,1667,processing,33500,14.99,11,40.1326,-73.4128,2026-05-11,,1755,75,2026-05-03T13:20:00Z,2026-05-05T16:30:00Z
616,1686,cancelled,25220,24.99,4,33.3449,-84.1282,2026-05-12,,1766,61.35,2026-05-03T13:15:00Z,2026-05-05T16:30:00Z
617,1705,confirmed,78500,0,9,37.8818,-122.0402,2026-05-06,,1777,74.2,2026-05-03T13:10:00Z,2026-05-05T16:30:00Z
618,1724,processing,12842,7.99,2,39.3888,-105.4239,2026-05-07,,1788,48.17,2026-05-03T13:05:00Z,2026-05-05T16:30:00Z
619,1743,shipped,62460,14.99,7,32.1134,-96.3792,2026-05-08,,1799,66.24,2026-05-03T13:00:00Z,2026-05-05T16:30:00Z
620,1762,delivered,37760,24.99,12,25.4874,-80.7948,2026-05-09,2026-05-03,1810,45.52,2026-05-03T12:55:00Z,2026-05-05T16:30:00Z
621,1781,pending,34790,0,5,42.913,-70.5621,2026-05-10,,1821,85.24,2026-05-03T12:50:00Z,2026-05-05T16:30:00Z
622,1800,confirmed,67000,7.99,10,33.9948,-118.1632,2026-05-11,,1832,53.43,2026-05-03T12:45:00Z,2026-05-05T16:30:00Z
623,1819,processing,24900,14.99,3,47.0033,-122.1619,2026-05-12,,1843,92.91,2026-05-03T12:40:00Z,2026-05-05T16:30:00Z
624,1838,cancelled,24600,24.99,8,33.894,-112.0051,2026-05-06,,1854,71.62,2026-05-03T12:35:00Z,2026-05-05T16:30:00Z
625,1857,confirmed,31400,0,1,35.1409,-78.3182,2026-05-07,,1865,94.76,2026-05-03T12:30:00Z,2026-05-05T16:30:00Z
626,1876,processing,21210,7.99,6,41.9289,-88.2853,2026-05-08,,1876,45.5,2026-05-03T12:25:00Z,2026-05-05T16:30:00Z
627,1895,shipped,34010,14.99,11,41.2372,-73.9639,2026-05-09,,1887,35.2,2026-05-03T12:20:00Z,2026-05-05T16:30:00Z
628,1914,delivered,10360,24.99,4,34.4308,-83.9203,2026-05-10,2026-05-03,1898,46.52,2026-05-03T12:15:00Z,2026-05-05T16:30:00Z
629,1933,pending,7620,0,9,37.7941,-121.5683,2026-05-11,,1909,74.63,2026-05-03T12:10:00Z,2026-05-05T16:30:00Z
630,1952,confirmed,46000,7.99,2,39.1527,-105.5265,2026-05-12,,1920,97.39,2026-05-03T12:05:00Z,2026-05-05T16:30:00Z
631,1971,processing,28900,14.99,7,32.5961,-96.1722,2026-05-06,,1931,59.33,2026-05-03T12:00:00Z,2026-05-05T16:30:00Z
632,1990,cancelled,50520,24.99,12,25.3823,-79.5829,2026-05-07,,1942,75.31,2026-05-03T11:55:00Z,2026-05-05T16:30:00Z
633,9,confirmed,27400,0,5,36.0662,-78.1224,2026-05-08,,1953,81.7,2026-05-03T11:50:00Z,2026-05-05T16:30:00Z
634,28,processing,49460,7.99,10,41.6905,-87.8342,2026-05-09,,1964,73.2,2026-05-03T11:45:00Z,2026-05-05T16:30:00Z
635,47,shipped,61700,14.99,3,40.0925,-74.4009,2026-05-10,,1975,97.72,2026-05-03T11:40:00Z,2026-05-05T16:30:00Z
636,66,delivered,98300,24.99,8,33.0492,-84.6138,2026-05-11,2026-05-03,1986,52.68,2026-05-03T11:35:00Z,2026-05-05T16:30:00Z
637,85,pending,15970,0,,37.0326,-121.4959,2026-05-12,,1997,76.52,2026-05-03T11:30:00Z,2026-05-05T16:30:00Z
638,104,confirmed,36730,7.99,6,40.0471,-104.5754,2026-05-06,,2008,97.75,2026-05-03T11:25:00Z,2026-05-05T16:30:00Z
639,123,processing,55080,14.99,11,32.7927,-97.0946,2026-05-07,,2019,49.56,2026-05-03T11:20:00Z,2026-05-05T16:30:00Z
640,142,cancelled,49640,24.99,4,26.1217,-80.3138,2026-05-08,,2030,89.22,2026-05-03T11:15:00Z,2026-05-05T16:30:00Z
641,161,confirmed,25020,0,9,42.729,-71.0567,2026-05-09,,2041,62.31,2026-05-03T11:10:00Z,2026-05-05T16:30:00Z
642,180,processing,12605,7.99,2,34.5433,-118.2148,2026-05-10,,2052,53.16,2026-05-03T11:05:00Z,2026-05-05T16:30:00Z
643,199,shipped,43100,14.99,7,47.1184,-122.7874,2026-05-11,,2063,89.98,2026-05-03T11:00:00Z,2026-05-05T16:30:00Z
644,218,delivered,49200,24.99,12,33.0504,-112.3448,2026-05-12,2026-05-03,2074,60.68,2026-05-03T10:55:00Z,2026-05-05T16:30:00Z
645,237,pending,27770,0,5,36.2317,-79.0547,2026-05-06,,2085,65.38,2026-05-03T10:50:00Z,2026-05-05T16:30:00Z
646,256,confirmed,32044,7.99,10,41.2896,-88.154,2026-05-07,,2096,70.42,2026-05-03T10:45:00Z,2026-05-05T16:30:00Z
647,275,processing,33550,14.99,3,40.7867,-73.9281,2026-05-08,,2107,58.04,2026-05-03T10:40:00Z,2026-05-05T16:30:00Z
648,294,cancelled,29480,24.99,8,33.2582,-83.8751,2026-05-09,,2118,96.3,2026-05-03T10:35:00Z,2026-05-05T16:30:00Z
649,313,confirmed,80400,0,1,36.8638,-121.6299,2026-05-10,,2129,73.66,2026-05-03T10:30:00Z,2026-05-05T16:30:00Z
650,332,processing,31700,7.99,6,39.2886,-104.804,2026-05-11,,2140,83.85,2026-05-03T10:25:00Z,2026-05-05T16:30:00Z
651,351,shipped,19850,14.99,11,33.064,-96.098,2026-05-12,,2151,51.01,2026-05-03T10:20:00Z,2026-05-05T16:30:00Z
652,370,delivered,48400,24.99,4,26.327,-80.6666,2026-05-06,2026-05-03,2162,88.76,2026-05-03T10:15:00Z,2026-05-05T16:30:00Z
653,389,pending,46700,0,9,42.0432,-70.6467,2026-05-07,,2173,41.53,2026-05-03T10:10:00Z,2026-05-05T16:30:00Z
654,408,confirmed,36750,7.99,2,33.7561,-118.1702,2026-05-08,,2184,96.03,2026-05-03T10:05:00Z,2026-05-05T16:30:00Z
655,427,processing,29400,14.99,7,47.1345,-121.699,2026-05-09,,2195,77.54,2026-05-03T10:00:00Z,2026-05-05T16:30:00Z
656,446,cancelled,10540,24.99,12,33.338,-112.6293,2026-05-10,,2206,64.74,2026-05-03T09:55:00Z,2026-05-05T16:30:00Z
657,465,confirmed,39010,0,5,35.6553,-78.2554,2026-05-11,,2217,40.59,2026-05-03T09:50:00Z,2026-05-05T16:30:00Z
658,484,processing,26720,7.99,10,41.7601,-88.259,2026-05-12,,2228,42.5,2026-05-03T09:45:00Z,2026-05-05T16:30:00Z
659,503,shipped,49750,14.99,3,41.0008,-74.1496,2026-05-06,,2239,48.26,2026-05-03T09:40:00Z,2026-05-05T16:30:00Z
660,522,delivered,60000,24.99,8,33.4867,-84.1468,2026-05-07,2026-05-03,2250,57.56,2026-05-03T09:35:00Z,2026-05-05T16:30:00Z
661,541,pending,18895,0,,36.8389,-121.8483,2026-05-08,,2261,48.66,2026-05-03T09:30:00Z,2026-05-05T16:30:00Z
662,560,confirmed,27220,7.99,6,40.2344,-104.6466,2026-05-09,,2272,42.44,2026-05-03T09:25:00Z,2026-05-05T16:30:00Z
663,579,processing,93450,14.99,11,32.6772,-96.2362,2026-05-10,,2283,56.4,2026-05-03T09:20:00Z,2026-05-05T16:30:00Z
664,598,cancelled,39940,24.99,4,25.1984,-80.0692,2026-05-11,,2294,65.83,2026-05-03T09:15:00Z,2026-05-05T16:30:00Z
665,617,confirmed,19548,0,9,42.7744,-70.986,2026-05-12,,2305,39.24,2026-05-03T09:10:00Z,2026-05-05T16:30:00Z
666,636,processing,68250,7.99,2,33.9527,-117.825,2026-05-06,,2316,37.49,2026-05-03T09:05:00Z,2026-05-05T16:30:00Z
667,655,shipped,35140,14.99,7,47.6264,-121.7498,2026-05-07,,2327,37.04,2026-05-03T09:00:00Z,2026-05-05T16:30:00Z
668,674,delivered,29220,24.99,12,33.3271,-111.3962,2026-05-08,2026-05-03,2338,39.98,2026-05-03T08:55:00Z,2026-05-05T16:30:00Z
669,693,pending,6760,0,5,35.7578,-78.0341,2026-05-09,,2349,54.84,2026-05-03T08:50:00Z,2026-05-05T16:30:00Z
670,712,confirmed,39540,7.99,10,41.995,-87.3637,2026-05-10,,2360,74.98,2026-05-03T08:45:00Z,2026-05-05T16:30:00Z
671,731,processing,30170,14.99,3,40.0186,-73.65,2026-05-11,,2371,95.35,2026-05-03T08:40:00Z,2026-05-05T16:30:00Z
672,750,cancelled,36100,24.99,8,33.1933,-84.8963,2026-05-12,,2382,96.79,2026-05-03T08:35:00Z,2026-05-05T16:30:00Z
673,769,confirmed,33250,0,1,37.6608,-122.1197,2026-05-06,,2393,78.11,2026-05-03T08:30:00Z,2026-05-05T16:30:00Z
674,788,processing,25580,7.99,6,40.3095,-105.6203,2026-05-07,,2404,65.82,2026-05-03T08:25:00Z,2026-05-05T16:30:00Z
