influencer_id,handle,display_name,platform,follower_count,engagement_rate,influence_score,niche,city,region,country,is_verified,created_at
184,@fab_operations_184,Ethan Garcia fab analyst,tiktok,35524,5.9,82.6,fab operations,Chicago,Illinois,USA,0,2026-04-20T16:30:00Z
185,@wafer_starts_185,Sophia Foster wafer analyst,twitter,213394,6.6,80.1,wafer starts,Boston,Massachusetts,USA,1,2026-04-19T16:30:00Z
186,@yield_improvement_186,Liam Carter yield analyst,threads,203262,7.54,78.3,yield improvement,Atlanta,Georgia,USA,0,2026-04-18T16:30:00Z
187,@product_lifecycle_management_187,Olivia Gray product analyst,youtube,48819,2.89,78.8,product lifecycle management,Seattle,Washington,USA,0,2026-04-17T16:30:00Z
188,@engineering_change_orders_188,Lucas Patel engineering analyst,instagram,147810,8.65,89.4,engineering change orders,Denver,Colorado,USA,0,2026-04-16T16:30:00Z
189,@component_shortages_189,Emma Morgan component analyst,tiktok,128213,5.85,78.1,component shortages,Raleigh,North Carolina,USA,1,2026-04-15T16:30:00Z
190,@supplier_risk_190,Mason Singh supplier analyst,twitter,47299,8.47,74.5,supplier risk,Miami,Florida,USA,0,2026-04-14T16:30:00Z
191,@contract_manufacturing_191,Isabella Park contract analyst,threads,168563,2.31,74.6,contract manufacturing,New York,New York,USA,0,2026-04-23T16:30:00Z
192,@field_quality_192,Logan Reed field analyst,youtube,171245,2.02,72.1,field quality,Los Angeles,California,USA,0,2026-04-22T16:30:00Z
193,@warranty_analytics_193,Amelia Nguyen warranty analyst,instagram,112378,6.56,94.7,warranty analytics,San Jose,California,USA,1,2026-04-21T16:30:00Z
194,@connected_products_194,Elijah Morris connected analyst,tiktok,79783,7.37,94.2,connected products,Phoenix,Arizona,USA,0,2026-04-20T16:30:00Z
195,@order_promising_195,Harper Rivera order analyst,twitter,57002,2.12,88.4,order promising,Dallas,Texas,USA,0,2026-04-19T16:30:00Z
196,@service_and_support_operations_196,James Ramos service analyst,threads,56233,6.87,57.1,service and support operations,Chicago,Illinois,USA,0,2026-04-18T16:30:00Z
197,@semiconductor_manufacturing_197,Evelyn Nelson semiconductor analyst,youtube,200320,5.28,65.7,semiconductor manufacturing,Boston,Massachusetts,USA,1,2026-04-17T16:30:00Z
198,@fab_operations_198,Benjamin Brooks fab analyst,instagram,43594,6.02,80.7,fab operations,Atlanta,Georgia,USA,0,2026-04-16T16:30:00Z
199,@wafer_starts_199,Luna Price wafer analyst,tiktok,100258,5.2,79,wafer starts,Seattle,Washington,USA,0,2026-04-15T16:30:00Z
200,@yield_improvement_200,Henry Scott yield analyst,twitter,97796,4.31,95.1,yield improvement,Denver,Colorado,USA,0,2026-04-14T16:30:00Z
201,@product_lifecycle_management_201,Ava Chen product analyst,threads,89099,7.23,77.9,product lifecycle management,Raleigh,North Carolina,USA,1,2026-04-23T16:30:00Z
202,@engineering_change_orders_202,Noah Kim engineering analyst,youtube,148857,4.77,73.2,engineering change orders,Miami,Florida,USA,0,2026-04-22T16:30:00Z
203,@component_shortages_203,Mia Wright component analyst,instagram,66350,5.65,92.8,component shortages,New York,New York,USA,0,2026-04-21T16:30:00Z
204,@supplier_risk_204,Ethan Garcia supplier analyst,tiktok,84741,6.91,72.6,supplier risk,Los Angeles,California,USA,0,2026-04-20T16:30:00Z
205,@contract_manufacturing_205,Sophia Foster contract analyst,twitter,147407,3.52,65.7,contract manufacturing,San Jose,California,USA,1,2026-04-19T16:30:00Z
206,@field_quality_206,Liam Carter field analyst,threads,126978,4.74,78.6,field quality,Phoenix,Arizona,USA,0,2026-04-18T16:30:00Z
207,@warranty_analytics_207,Olivia Gray warranty analyst,youtube,89841,5.68,85.4,warranty analytics,Dallas,Texas,USA,0,2026-04-17T16:30:00Z
208,@connected_products_208,Lucas Patel connected analyst,instagram,95851,6.93,56.4,connected products,Chicago,Illinois,USA,0,2026-04-16T16:30:00Z
209,@order_promising_209,Emma Morgan order analyst,tiktok,117820,5.23,66.4,order promising,Boston,Massachusetts,USA,1,2026-04-15T16:30:00Z
210,@service_and_support_operations_210,Mason Singh service analyst,twitter,117316,2.17,87.7,service and support operations,Atlanta,Georgia,USA,0,2026-04-14T16:30:00Z
211,@semiconductor_manufacturing_211,Isabella Park semiconductor analyst,threads,99316,6.41,84.4,semiconductor manufacturing,Seattle,Washington,USA,0,2026-04-23T16:30:00Z
212,@fab_operations_212,Logan Reed fab analyst,youtube,90783,3.82,85.1,fab operations,Denver,Colorado,USA,0,2026-04-22T16:30:00Z
213,@wafer_starts_213,Amelia Nguyen wafer analyst,instagram,79819,5.18,86.2,wafer starts,Raleigh,North Carolina,USA,1,2026-04-21T16:30:00Z
214,@yield_improvement_214,Elijah Morris yield analyst,tiktok,62494,4.81,70.4,yield improvement,Miami,Florida,USA,0,2026-04-20T16:30:00Z
215,@product_lifecycle_management_215,Harper Rivera product analyst,twitter,99172,5.11,64.8,product lifecycle management,New York,New York,USA,0,2026-04-19T16:30:00Z
216,@engineering_change_orders_216,James Ramos engineering analyst,threads,132621,6.78,94.6,engineering change orders,Los Angeles,California,USA,0,2026-04-18T16:30:00Z
217,@component_shortages_217,Evelyn Nelson component analyst,youtube,91970,3.55,64.2,component shortages,San Jose,California,USA,1,2026-04-17T16:30:00Z
218,@supplier_risk_218,Benjamin Brooks supplier analyst,instagram,50855,2.17,55.6,supplier risk,Phoenix,Arizona,USA,0,2026-04-16T16:30:00Z
219,@contract_manufacturing_219,Luna Price contract analyst,tiktok,173490,8.54,73.8,contract manufacturing,Dallas,Texas,USA,0,2026-04-15T16:30:00Z
220,@field_quality_220,Henry Scott field analyst,twitter,158333,6.49,81.7,field quality,Chicago,Illinois,USA,0,2026-04-14T16:30:00Z
221,@warranty_analytics_221,Ava Chen warranty analyst,threads,100986,5.72,68.4,warranty analytics,Boston,Massachusetts,USA,1,2026-04-23T16:30:00Z
222,@connected_products_222,Noah Kim connected analyst,youtube,182953,2.1,68.1,connected products,Atlanta,Georgia,USA,0,2026-04-22T16:30:00Z
223,@order_promising_223,Mia Wright order analyst,instagram,30913,2.96,83.8,order promising,Seattle,Washington,USA,0,2026-04-21T16:30:00Z
224,@service_and_support_operations_224,Ethan Garcia service analyst,tiktok,188798,7.32,83.2,service and support operations,Denver,Colorado,USA,0,2026-04-20T16:30:00Z
225,@semiconductor_manufacturing_225,Sophia Foster semiconductor analyst,twitter,221651,7.73,77.1,semiconductor manufacturing,Raleigh,North Carolina,USA,1,2026-04-19T16:30:00Z
226,@fab_operations_226,Liam Carter fab analyst,threads,214309,4.13,59.2,fab operations,Miami,Florida,USA,0,2026-04-18T16:30:00Z
227,@wafer_starts_227,Olivia Gray wafer analyst,youtube,48151,5.29,85.7,wafer starts,New York,New York,USA,0,2026-04-17T16:30:00Z
228,@yield_improvement_228,Lucas Patel yield analyst,instagram,30054,5.52,86.7,yield improvement,Los Angeles,California,USA,0,2026-04-16T16:30:00Z
229,@product_lifecycle_management_229,Emma Morgan product analyst,tiktok,70255,1.93,70.1,product lifecycle management,San Jose,California,USA,1,2026-04-15T16:30:00Z
230,@engineering_change_orders_230,Mason Singh engineering analyst,twitter,106369,2.91,88.7,engineering change orders,Phoenix,Arizona,USA,0,2026-04-14T16:30:00Z
231,@component_shortages_231,Isabella Park component analyst,threads,24113,4.17,58.3,component shortages,Dallas,Texas,USA,0,2026-04-23T16:30:00Z
232,@supplier_risk_232,Logan Reed supplier analyst,youtube,218343,7.19,73.8,supplier risk,Chicago,Illinois,USA,0,2026-04-22T16:30:00Z
233,@contract_manufacturing_233,Amelia Nguyen contract analyst,instagram,162351,3.01,82.7,contract manufacturing,Boston,Massachusetts,USA,1,2026-04-21T16:30:00Z
234,@field_quality_234,Elijah Morris field analyst,tiktok,133269,7.75,54.7,field quality,Atlanta,Georgia,USA,0,2026-04-20T16:30:00Z
235,@warranty_analytics_235,Harper Rivera warranty analyst,twitter,206550,5.88,54.6,warranty analytics,Seattle,Washington,USA,0,2026-04-19T16:30:00Z
236,@connected_products_236,James Ramos connected analyst,threads,196880,5.74,62.1,connected products,Denver,Colorado,USA,0,2026-04-18T16:30:00Z
237,@order_promising_237,Evelyn Nelson order analyst,youtube,41401,7.25,79,order promising,Raleigh,North Carolina,USA,1,2026-04-17T16:30:00Z
238,@service_and_support_operations_238,Benjamin Brooks service analyst,instagram,194625,2.5,94.5,service and support operations,Miami,Florida,USA,0,2026-04-16T16:30:00Z
239,@semiconductor_manufacturing_239,Luna Price semiconductor analyst,tiktok,66342,2.28,91.9,semiconductor manufacturing,New York,New York,USA,0,2026-04-15T16:30:00Z
240,@fab_operations_240,Henry Scott fab analyst,twitter,104202,3.14,80.3,fab operations,Los Angeles,California,USA,0,2026-04-14T16:30:00Z
241,@wafer_starts_241,Ava Chen wafer analyst,threads,192627,8.44,69,wafer starts,San Jose,California,USA,1,2026-04-23T16:30:00Z
242,@yield_improvement_242,Noah Kim yield analyst,youtube,217794,3.19,92.6,yield improvement,Phoenix,Arizona,USA,0,2026-04-22T16:30:00Z
243,@product_lifecycle_management_243,Mia Wright product analyst,instagram,91694,2.2,74.4,product lifecycle management,Dallas,Texas,USA,0,2026-04-21T16:30:00Z
244,@engineering_change_orders_244,Ethan Garcia engineering analyst,tiktok,69933,3.58,58.1,engineering change orders,Chicago,Illinois,USA,0,2026-04-20T16:30:00Z
245,@component_shortages_245,Sophia Foster component analyst,twitter,185646,8.79,74.1,component shortages,Boston,Massachusetts,USA,1,2026-04-19T16:30:00Z
246,@supplier_risk_246,Liam Carter supplier analyst,threads,56170,3.88,93.5,supplier risk,Atlanta,Georgia,USA,0,2026-04-18T16:30:00Z
247,@contract_manufacturing_247,Olivia Gray contract analyst,youtube,19694,5.19,81.7,contract manufacturing,Seattle,Washington,USA,0,2026-04-17T16:30:00Z
248,@field_quality_248,Lucas Patel field analyst,instagram,16645,5.51,60.9,field quality,Denver,Colorado,USA,0,2026-04-16T16:30:00Z
249,@warranty_analytics_249,Emma Morgan warranty analyst,tiktok,185154,3.03,82.6,warranty analytics,Raleigh,North Carolina,USA,1,2026-04-15T16:30:00Z
250,@connected_products_250,Mason Singh connected analyst,twitter,215024,5.21,60.6,connected products,Miami,Florida,USA,0,2026-04-14T16:30:00Z
251,@order_promising_251,Isabella Park order analyst,threads,217203,3.87,90.6,order promising,New York,New York,USA,0,2026-04-23T16:30:00Z
252,@service_and_support_operations_252,Logan Reed service analyst,youtube,184180,6.1,83,service and support operations,Los Angeles,California,USA,0,2026-04-22T16:30:00Z
253,@semiconductor_manufacturing_253,Amelia Nguyen semiconductor analyst,instagram,20596,6.02,69.2,semiconductor manufacturing,San Jose,California,USA,1,2026-04-21T16:30:00Z
254,@fab_operations_254,Elijah Morris fab analyst,tiktok,14639,8.59,61.3,fab operations,Phoenix,Arizona,USA,0,2026-04-20T16:30:00Z
255,@wafer_starts_255,Harper Rivera wafer analyst,twitter,15636,5.9,94.7,wafer starts,Dallas,Texas,USA,0,2026-04-19T16:30:00Z
256,@yield_improvement_256,James Ramos yield analyst,threads,115151,2.02,91.2,yield improvement,Chicago,Illinois,USA,0,2026-04-18T16:30:00Z
257,@product_lifecycle_management_257,Evelyn Nelson product analyst,youtube,165979,3.92,84.8,product lifecycle management,Boston,Massachusetts,USA,1,2026-04-17T16:30:00Z
258,@engineering_change_orders_258,Benjamin Brooks engineering analyst,instagram,224186,3.54,78.3,engineering change orders,Atlanta,Georgia,USA,0,2026-04-16T16:30:00Z
259,@component_shortages_259,Luna Price component analyst,tiktok,78987,7.19,56.7,component shortages,Seattle,Washington,USA,0,2026-04-15T16:30:00Z
260,@supplier_risk_260,Henry Scott supplier analyst,twitter,162916,5.7,89.7,supplier risk,Denver,Colorado,USA,0,2026-04-14T16:30:00Z
261,@contract_manufacturing_261,Ava Chen contract analyst,threads,50754,5.7,77.5,contract manufacturing,Raleigh,North Carolina,USA,1,2026-04-23T16:30:00Z
262,@field_quality_262,Noah Kim field analyst,youtube,138580,3.09,58.4,field quality,Miami,Florida,USA,0,2026-04-22T16:30:00Z
263,@warranty_analytics_263,Mia Wright warranty analyst,instagram,145514,7,79,warranty analytics,New York,New York,USA,0,2026-04-21T16:30:00Z
264,@connected_products_264,Ethan Garcia connected analyst,tiktok,122782,4.36,56.6,connected products,Los Angeles,California,USA,0,2026-04-20T16:30:00Z
265,@order_promising_265,Sophia Foster order analyst,twitter,124756,7.54,92.5,order promising,San Jose,California,USA,1,2026-04-19T16:30:00Z
266,@service_and_support_operations_266,Liam Carter service analyst,threads,111530,6.78,85.8,service and support operations,Phoenix,Arizona,USA,0,2026-04-18T16:30:00Z
267,@semiconductor_manufacturing_267,Olivia Gray semiconductor analyst,youtube,36423,6.72,86,semiconductor manufacturing,Dallas,Texas,USA,0,2026-04-17T16:30:00Z
268,@fab_operations_268,Lucas Patel fab analyst,instagram,37262,6.23,63.6,fab operations,Chicago,Illinois,USA,0,2026-04-16T16:30:00Z
269,@wafer_starts_269,Emma Morgan wafer analyst,tiktok,110546,2.22,88.6,wafer starts,Boston,Massachusetts,USA,1,2026-04-15T16:30:00Z
270,@yield_improvement_270,Mason Singh yield analyst,twitter,26779,5.05,59.7,yield improvement,Atlanta,Georgia,USA,0,2026-04-14T16:30:00Z
271,@product_lifecycle_management_271,Isabella Park product analyst,threads,213156,2.89,55.1,product lifecycle management,Seattle,Washington,USA,0,2026-04-23T16:30:00Z
272,@engineering_change_orders_272,Logan Reed engineering analyst,youtube,14666,7.67,90.3,engineering change orders,Denver,Colorado,USA,0,2026-04-22T16:30:00Z
273,@component_shortages_273,Amelia Nguyen component analyst,instagram,44288,6.72,60.5,component shortages,Raleigh,North Carolina,USA,1,2026-04-21T16:30:00Z
274,@supplier_risk_274,Elijah Morris supplier analyst,tiktok,91371,8.77,69,supplier risk,Miami,Florida,USA,0,2026-04-20T16:30:00Z
275,@contract_manufacturing_275,Harper Rivera contract analyst,twitter,59208,3.8,81.2,contract manufacturing,New York,New York,USA,0,2026-04-19T16:30:00Z
276,@field_quality_276,James Ramos field analyst,threads,161266,3.52,58.2,field quality,Los Angeles,California,USA,0,2026-04-18T16:30:00Z
277,@warranty_analytics_277,Evelyn Nelson warranty analyst,youtube,71363,2.5,75.5,warranty analytics,San Jose,California,USA,1,2026-04-17T16:30:00Z
278,@connected_products_278,Benjamin Brooks connected analyst,instagram,192034,3.32,68.9,connected products,Phoenix,Arizona,USA,0,2026-04-16T16:30:00Z
279,@order_promising_279,Luna Price order analyst,tiktok,25744,1.84,78.8,order promising,Dallas,Texas,USA,0,2026-04-15T16:30:00Z
280,@service_and_support_operations_280,Henry Scott service analyst,twitter,40462,3.36,63.7,service and support operations,Chicago,Illinois,USA,0,2026-04-14T16:30:00Z
281,@semiconductor_manufacturing_281,Ava Chen semiconductor analyst,threads,31669,5.04,86.7,semiconductor manufacturing,Boston,Massachusetts,USA,1,2026-04-23T16:30:00Z
282,@fab_operations_282,Noah Kim fab analyst,youtube,152721,2.07,55.2,fab operations,Atlanta,Georgia,USA,0,2026-04-22T16:30:00Z
283,@wafer_starts_283,Mia Wright wafer analyst,instagram,69693,3.54,67.7,wafer starts,Seattle,Washington,USA,0,2026-04-21T16:30:00Z
284,@yield_improvement_284,Ethan Garcia yield analyst,tiktok,205891,3.68,94.3,yield improvement,Denver,Colorado,USA,0,2026-04-20T16:30:00Z
285,@product_lifecycle_management_285,Sophia Foster product analyst,twitter,43526,2.47,81.1,product lifecycle management,Raleigh,North Carolina,USA,1,2026-04-19T16:30:00Z
286,@engineering_change_orders_286,Liam Carter engineering analyst,threads,101270,4.36,78.7,engineering change orders,Miami,Florida,USA,0,2026-04-18T16:30:00Z
287,@component_shortages_287,Olivia Gray component analyst,youtube,165363,2.88,80.4,component shortages,New York,New York,USA,0,2026-04-17T16:30:00Z
288,@supplier_risk_288,Lucas Patel supplier analyst,instagram,27401,7.02,95,supplier risk,Los Angeles,California,USA,0,2026-04-16T16:30:00Z
289,@contract_manufacturing_289,Emma Morgan contract analyst,tiktok,161437,8.49,87.8,contract manufacturing,San Jose,California,USA,1,2026-04-15T16:30:00Z
290,@field_quality_290,Mason Singh field analyst,twitter,179990,2.26,56.5,field quality,Phoenix,Arizona,USA,0,2026-04-14T16:30:00Z
291,@warranty_analytics_291,Isabella Park warranty analyst,threads,162973,6.67,84.5,warranty analytics,Dallas,Texas,USA,0,2026-04-23T16:30:00Z
292,@connected_products_292,Logan Reed connected analyst,youtube,95293,8.95,91.2,connected products,Chicago,Illinois,USA,0,2026-04-22T16:30:00Z
293,@order_promising_293,Amelia Nguyen order analyst,instagram,177561,8.46,56.6,order promising,Boston,Massachusetts,USA,1,2026-04-21T16:30:00Z
294,@service_and_support_operations_294,Elijah Morris service analyst,tiktok,225351,5.93,66.7,service and support operations,Atlanta,Georgia,USA,0,2026-04-20T16:30:00Z
295,@semiconductor_manufacturing_295,Harper Rivera semiconductor analyst,twitter,124582,5.12,95.5,semiconductor manufacturing,Seattle,Washington,USA,0,2026-04-19T16:30:00Z
296,@fab_operations_296,James Ramos fab analyst,threads,169749,3.9,84,fab operations,Denver,Colorado,USA,0,2026-04-18T16:30:00Z
297,@wafer_starts_297,Evelyn Nelson wafer analyst,youtube,49493,3.76,90.9,wafer starts,Raleigh,North Carolina,USA,1,2026-04-17T16:30:00Z
298,@yield_improvement_298,Benjamin Brooks yield analyst,instagram,142618,6.87,55.4,yield improvement,Miami,Florida,USA,0,2026-04-16T16:30:00Z
299,@product_lifecycle_management_299,Luna Price product analyst,tiktok,55855,3.85,75.3,product lifecycle management,New York,New York,USA,0,2026-04-15T16:30:00Z
300,@engineering_change_orders_300,Henry Scott engineering analyst,twitter,126429,3.19,63.4,engineering change orders,Los Angeles,California,USA,0,2026-04-14T16:30:00Z
301,@component_shortages_301,Ava Chen component analyst,threads,94077,6.42,68,component shortages,San Jose,California,USA,1,2026-04-23T16:30:00Z
302,@supplier_risk_302,Noah Kim supplier analyst,youtube,158883,6.07,67.3,supplier risk,Phoenix,Arizona,USA,0,2026-04-22T16:30:00Z
303,@contract_manufacturing_303,Mia Wright contract analyst,instagram,109092,7.93,77.8,contract manufacturing,Dallas,Texas,USA,0,2026-04-21T16:30:00Z
304,@field_quality_304,Ethan Garcia field analyst,tiktok,40705,3.87,83,field quality,Chicago,Illinois,USA,0,2026-04-20T16:30:00Z
305,@warranty_analytics_305,Sophia Foster warranty analyst,twitter,18692,2.15,83.7,warranty analytics,Boston,Massachusetts,USA,1,2026-04-19T16:30:00Z
306,@connected_products_306,Liam Carter connected analyst,threads,145300,5.83,85.8,connected products,Atlanta,Georgia,USA,0,2026-04-18T16:30:00Z
307,@order_promising_307,Olivia Gray order analyst,youtube,35095,5.49,58.2,order promising,Seattle,Washington,USA,0,2026-04-17T16:30:00Z
308,@service_and_support_operations_308,Lucas Patel service analyst,instagram,140946,2.85,78,service and support operations,Denver,Colorado,USA,0,2026-04-16T16:30:00Z
309,@semiconductor_manufacturing_309,Emma Morgan semiconductor analyst,tiktok,18255,6.58,86.9,semiconductor manufacturing,Raleigh,North Carolina,USA,1,2026-04-15T16:30:00Z
310,@fab_operations_310,Mason Singh fab analyst,twitter,105141,3.61,85.4,fab operations,Miami,Florida,USA,0,2026-04-14T16:30:00Z
311,@wafer_starts_311,Isabella Park wafer analyst,threads,221181,7.86,94.9,wafer starts,New York,New York,USA,0,2026-04-23T16:30:00Z
312,@yield_improvement_312,Logan Reed yield analyst,youtube,78238,7.87,91.5,yield improvement,Los Angeles,California,USA,0,2026-04-22T16:30:00Z
313,@product_lifecycle_management_313,Amelia Nguyen product analyst,instagram,130039,7.97,85.2,product lifecycle management,San Jose,California,USA,1,2026-04-21T16:30:00Z
314,@engineering_change_orders_314,Elijah Morris engineering analyst,tiktok,118676,4.86,65.4,engineering change orders,Phoenix,Arizona,USA,0,2026-04-20T16:30:00Z
315,@component_shortages_315,Harper Rivera component analyst,twitter,70896,3.83,56.7,component shortages,Dallas,Texas,USA,0,2026-04-19T16:30:00Z
316,@supplier_risk_316,James Ramos supplier analyst,threads,55368,8.17,68.1,supplier risk,Chicago,Illinois,USA,0,2026-04-18T16:30:00Z
317,@contract_manufacturing_317,Evelyn Nelson contract analyst,youtube,159966,8.88,63.6,contract manufacturing,Boston,Massachusetts,USA,1,2026-04-17T16:30:00Z
318,@field_quality_318,Benjamin Brooks field analyst,instagram,15928,3.52,92.3,field quality,Atlanta,Georgia,USA,0,2026-04-16T16:30:00Z
319,@warranty_analytics_319,Luna Price warranty analyst,tiktok,65463,4.66,66.7,warranty analytics,Seattle,Washington,USA,0,2026-04-15T16:30:00Z
320,@connected_products_320,Henry Scott connected analyst,twitter,150394,8.01,88.7,connected products,Denver,Colorado,USA,0,2026-04-14T16:30:00Z
321,@order_promising_321,Ava Chen order analyst,threads,146323,4.77,83.2,order promising,Raleigh,North Carolina,USA,1,2026-04-23T16:30:00Z
322,@service_and_support_operations_322,Noah Kim service analyst,youtube,153783,7.79,74.1,service and support operations,Miami,Florida,USA,0,2026-04-22T16:30:00Z
323,@semiconductor_manufacturing_323,Mia Wright semiconductor analyst,instagram,229618,8.74,60.9,semiconductor manufacturing,New York,New York,USA,0,2026-04-21T16:30:00Z
324,@fab_operations_324,Ethan Garcia fab analyst,tiktok,26232,6.37,72.4,fab operations,Los Angeles,California,USA,0,2026-04-20T16:30:00Z
325,@wafer_starts_325,Sophia Foster wafer analyst,twitter,214352,6.48,71.7,wafer starts,San Jose,California,USA,1,2026-04-19T16:30:00Z
326,@yield_improvement_326,Liam Carter yield analyst,threads,110893,8.07,95.7,yield improvement,Phoenix,Arizona,USA,0,2026-04-18T16:30:00Z
327,@product_lifecycle_management_327,Olivia Gray product analyst,youtube,56375,8.79,95.2,product lifecycle management,Dallas,Texas,USA,0,2026-04-17T16:30:00Z
328,@engineering_change_orders_328,Lucas Patel engineering analyst,instagram,116407,8.54,87.5,engineering change orders,Chicago,Illinois,USA,0,2026-04-16T16:30:00Z
329,@component_shortages_329,Emma Morgan component analyst,tiktok,153981,7.97,83.5,component shortages,Boston,Massachusetts,USA,1,2026-04-15T16:30:00Z
330,@supplier_risk_330,Mason Singh supplier analyst,twitter,120702,8.63,63.4,supplier risk,Atlanta,Georgia,USA,0,2026-04-14T16:30:00Z
331,@contract_manufacturing_331,Isabella Park contract analyst,threads,48202,3.45,75.5,contract manufacturing,Seattle,Washington,USA,0,2026-04-23T16:30:00Z
332,@field_quality_332,Logan Reed field analyst,youtube,191391,2.69,77.2,field quality,Denver,Colorado,USA,0,2026-04-22T16:30:00Z
333,@warranty_analytics_333,Amelia Nguyen warranty analyst,instagram,213536,6.97,85.2,warranty analytics,Raleigh,North Carolina,USA,1,2026-04-21T16:30:00Z
334,@connected_products_334,Elijah Morris connected analyst,tiktok,46629,2.34,66.7,connected products,Miami,Florida,USA,0,2026-04-20T16:30:00Z
335,@order_promising_335,Harper Rivera order analyst,twitter,67230,8.05,79.9,order promising,New York,New York,USA,0,2026-04-19T16:30:00Z
336,@service_and_support_operations_336,James Ramos service analyst,threads,19318,5.12,63.7,service and support operations,Los Angeles,California,USA,0,2026-04-18T16:30:00Z
337,@semiconductor_manufacturing_337,Evelyn Nelson semiconductor analyst,youtube,79072,7.72,55.6,semiconductor manufacturing,San Jose,California,USA,1,2026-04-17T16:30:00Z
338,@fab_operations_338,Benjamin Brooks fab analyst,instagram,134741,6.32,57.7,fab operations,Phoenix,Arizona,USA,0,2026-04-16T16:30:00Z
339,@wafer_starts_339,Luna Price wafer analyst,tiktok,113682,7.53,60.4,wafer starts,Dallas,Texas,USA,0,2026-04-15T16:30:00Z
340,@yield_improvement_340,Henry Scott yield analyst,twitter,225329,6.26,67.5,yield improvement,Chicago,Illinois,USA,0,2026-04-14T16:30:00Z
341,@product_lifecycle_management_341,Ava Chen product analyst,threads,65441,2.89,90.6,product lifecycle management,Boston,Massachusetts,USA,1,2026-04-23T16:30:00Z
342,@engineering_change_orders_342,Noah Kim engineering analyst,youtube,158771,4.33,54.3,engineering change orders,Atlanta,Georgia,USA,0,2026-04-22T16:30:00Z
343,@component_shortages_343,Mia Wright component analyst,instagram,69770,7.66,71.1,component shortages,Seattle,Washington,USA,0,2026-04-21T16:30:00Z
344,@supplier_risk_344,Ethan Garcia supplier analyst,tiktok,220706,7.87,79.8,supplier risk,Denver,Colorado,USA,0,2026-04-20T16:30:00Z
345,@contract_manufacturing_345,Sophia Foster contract analyst,twitter,221382,8.05,93.1,contract manufacturing,Raleigh,North Carolina,USA,1,2026-04-19T16:30:00Z
346,@field_quality_346,Liam Carter field analyst,threads,198436,4.53,95.6,field quality,Miami,Florida,USA,0,2026-04-18T16:30:00Z
347,@warranty_analytics_347,Olivia Gray warranty analyst,youtube,68706,4.73,85.8,warranty analytics,New York,New York,USA,0,2026-04-17T16:30:00Z
348,@connected_products_348,Lucas Patel connected analyst,instagram,119573,2.73,89.4,connected products,Los Angeles,California,USA,0,2026-04-16T16:30:00Z
349,@order_promising_349,Emma Morgan order analyst,tiktok,63982,2.6,76.2,order promising,San Jose,California,USA,1,2026-04-15T16:30:00Z
350,@service_and_support_operations_350,Mason Singh service analyst,twitter,21671,2.42,91,service and support operations,Phoenix,Arizona,USA,0,2026-04-14T16:30:00Z
351,@semiconductor_manufacturing_351,Isabella Park semiconductor analyst,threads,72196,6.48,78.2,semiconductor manufacturing,Dallas,Texas,USA,0,2026-04-23T16:30:00Z
352,@fab_operations_352,Logan Reed fab analyst,youtube,133113,2.52,66.5,fab operations,Chicago,Illinois,USA,0,2026-04-22T16:30:00Z
353,@wafer_starts_353,Amelia Nguyen wafer analyst,instagram,101881,8.81,54.9,wafer starts,Boston,Massachusetts,USA,1,2026-04-21T16:30:00Z
354,@yield_improvement_354,Elijah Morris yield analyst,tiktok,93332,6.29,84.3,yield improvement,Atlanta,Georgia,USA,0,2026-04-20T16:30:00Z
355,@product_lifecycle_management_355,Harper Rivera product analyst,twitter,203050,3.3,71,product lifecycle management,Seattle,Washington,USA,0,2026-04-19T16:30:00Z
356,@engineering_change_orders_356,James Ramos engineering analyst,threads,218435,8.92,80.5,engineering change orders,Denver,Colorado,USA,0,2026-04-18T16:30:00Z
357,@component_shortages_357,Evelyn Nelson component analyst,youtube,231929,7.15,65,component shortages,Raleigh,North Carolina,USA,1,2026-04-17T16:30:00Z
358,@supplier_risk_358,Benjamin Brooks supplier analyst,instagram,220984,2.17,64.2,supplier risk,Miami,Florida,USA,0,2026-04-16T16:30:00Z
359,@contract_manufacturing_359,Luna Price contract analyst,tiktok,136608,8.12,86.4,contract manufacturing,New York,New York,USA,0,2026-04-15T16:30:00Z
360,@field_quality_360,Henry Scott field analyst,twitter,214586,6.82,55,field quality,Los Angeles,California,USA,0,2026-04-14T16:30:00Z
361,@warranty_analytics_361,Ava Chen warranty analyst,threads,88342,3.76,76.9,warranty analytics,San Jose,California,USA,1,2026-04-23T16:30:00Z
362,@connected_products_362,Noah Kim connected analyst,youtube,81135,3.57,68.9,connected products,Phoenix,Arizona,USA,0,2026-04-22T16:30:00Z
363,@order_promising_363,Mia Wright order analyst,instagram,216773,6.82,62.8,order promising,Dallas,Texas,USA,0,2026-04-21T16:30:00Z
364,@service_and_support_operations_364,Ethan Garcia service analyst,tiktok,23630,3.47,79.3,service and support operations,Chicago,Illinois,USA,0,2026-04-20T16:30:00Z
365,@semiconductor_manufacturing_365,Sophia Foster semiconductor analyst,twitter,32291,2.07,84.8,semiconductor manufacturing,Boston,Massachusetts,USA,1,2026-04-19T16:30:00Z
366,@fab_operations_366,Liam Carter fab analyst,threads,115397,2.67,55.5,fab operations,Atlanta,Georgia,USA,0,2026-04-18T16:30:00Z
367,@wafer_starts_367,Olivia Gray wafer analyst,youtube,64532,8.62,79.6,wafer starts,Seattle,Washington,USA,0,2026-04-17T16:30:00Z
