inventory_id,product_id,center_id,quantity_on_hand,quantity_reserved,quantity_incoming,reorder_point,reorder_qty,last_restock_date,updated_at
366,31,6,400,180,243,171,342,2026-04-30,2026-05-05T15:30:00Z
367,31,7,460,165,137,107,214,2026-04-29,2026-05-05T14:30:00Z
368,31,8,717,342,223,138,276,2026-04-28,2026-05-05T13:30:00Z
369,31,9,444,197,100,169,338,2026-04-27,2026-05-05T12:30:00Z
370,31,10,119,58,114,105,210,2026-04-26,2026-05-05T11:30:00Z
371,31,11,46,6,89,136,272,2026-04-25,2026-05-05T10:30:00Z
372,31,12,237,65,328,167,334,2026-04-24,2026-05-05T09:30:00Z
373,32,1,234,72,240,112,224,2026-05-04,2026-05-05T01:30:00Z
374,32,2,328,90,65,144,288,2026-05-03,2026-05-05T00:30:00Z
375,32,3,40,12,51,81,162,2026-05-02,2026-05-04T23:30:00Z
376,32,4,588,91,139,113,226,2026-05-01,2026-05-05T16:30:00Z
377,32,5,782,146,178,145,290,2026-04-30,2026-05-05T15:30:00Z
378,32,6,360,151,139,82,164,2026-04-29,2026-05-05T14:30:00Z
379,32,7,578,145,202,114,228,2026-04-28,2026-05-05T13:30:00Z
380,32,8,571,74,118,146,292,2026-04-27,2026-05-05T12:30:00Z
381,32,9,296,122,152,83,166,2026-04-26,2026-05-05T11:30:00Z
382,32,10,60,10,244,115,230,2026-04-25,2026-05-05T10:30:00Z
383,32,11,684,344,317,147,294,2026-04-24,2026-05-05T09:30:00Z
384,32,12,366,182,100,84,168,2026-05-04,2026-05-05T08:30:00Z
385,33,1,271,47,73,113,226,2026-05-03,2026-05-05T00:30:00Z
386,33,2,112,50,201,146,292,2026-05-02,2026-05-04T23:30:00Z
387,33,3,144,40,115,84,168,2026-05-01,2026-05-05T16:30:00Z
388,33,4,389,160,139,117,234,2026-04-30,2026-05-05T15:30:00Z
389,33,5,708,108,318,150,300,2026-04-29,2026-05-05T14:30:00Z
390,33,6,434,100,99,88,176,2026-04-28,2026-05-05T13:30:00Z
391,33,7,175,59,92,121,242,2026-04-27,2026-05-05T12:30:00Z
392,33,8,460,80,147,154,308,2026-04-26,2026-05-05T11:30:00Z
393,33,9,68,22,58,92,184,2026-04-25,2026-05-05T10:30:00Z
394,33,10,212,83,160,125,250,2026-04-24,2026-05-05T09:30:00Z
395,33,11,823,406,140,158,316,2026-05-04,2026-05-05T08:30:00Z
396,33,12,217,87,99,96,192,2026-05-03,2026-05-05T07:30:00Z
397,34,1,66,21,101,114,228,2026-05-02,2026-05-04T23:30:00Z
398,34,2,559,158,321,148,296,2026-05-01,2026-05-05T16:30:00Z
399,34,3,161,47,65,87,174,2026-04-30,2026-05-05T15:30:00Z
400,34,4,250,52,50,121,242,2026-04-29,2026-05-05T14:30:00Z
401,34,5,847,211,288,155,310,2026-04-28,2026-05-05T13:30:00Z
402,34,6,322,154,157,94,188,2026-04-27,2026-05-05T12:30:00Z
403,34,7,488,90,239,128,256,2026-04-26,2026-05-05T11:30:00Z
404,34,8,111,28,341,162,324,2026-04-25,2026-05-05T10:30:00Z
405,34,9,263,119,103,101,202,2026-04-24,2026-05-05T09:30:00Z
406,34,10,693,290,262,135,270,2026-05-04,2026-05-05T08:30:00Z
407,34,11,846,166,277,169,338,2026-05-03,2026-05-05T07:30:00Z
408,34,12,172,76,217,108,216,2026-05-02,2026-05-05T06:30:00Z
409,35,1,438,78,229,115,230,2026-05-01,2026-05-05T16:30:00Z
410,35,2,825,185,283,150,300,2026-04-30,2026-05-05T15:30:00Z
411,35,3,258,88,72,90,180,2026-04-29,2026-05-05T14:30:00Z
412,35,4,430,204,251,125,250,2026-04-28,2026-05-05T13:30:00Z
413,35,5,222,31,279,160,320,2026-04-27,2026-05-05T12:30:00Z
414,35,6,333,108,168,100,200,2026-04-26,2026-05-05T11:30:00Z
415,35,7,71,19,182,135,270,2026-04-25,2026-05-05T10:30:00Z
416,35,8,632,192,290,170,340,2026-04-24,2026-05-05T09:30:00Z
417,35,9,240,78,167,110,220,2026-05-04,2026-05-05T08:30:00Z
418,35,10,316,49,303,145,290,2026-05-03,2026-05-05T07:30:00Z
419,35,11,395,127,121,85,170,2026-05-02,2026-05-05T06:30:00Z
420,35,12,313,127,163,120,240,2026-05-01,2026-05-05T05:30:00Z
421,36,1,469,90,134,116,232,2026-04-30,2026-05-05T15:30:00Z
422,36,2,220,62,134,152,304,2026-04-29,2026-05-05T14:30:00Z
423,36,3,153,36,127,93,186,2026-04-28,2026-05-05T13:30:00Z
424,36,4,235,95,237,129,258,2026-04-27,2026-05-05T12:30:00Z
425,36,5,573,72,102,165,330,2026-04-26,2026-05-05T11:30:00Z
426,36,6,52,17,192,106,212,2026-04-25,2026-05-05T10:30:00Z
427,36,7,629,217,65,142,284,2026-04-24,2026-05-05T09:30:00Z
428,36,8,111,21,90,83,166,2026-05-04,2026-05-05T08:30:00Z
429,36,9,257,56,132,119,238,2026-05-03,2026-05-05T07:30:00Z
430,36,10,358,186,232,155,310,2026-05-02,2026-05-05T06:30:00Z
431,36,11,504,182,135,96,192,2026-05-01,2026-05-05T05:30:00Z
432,36,12,647,198,216,132,264,2026-04-30,2026-05-05T04:30:00Z
433,37,1,242,64,220,117,234,2026-04-29,2026-05-05T14:30:00Z
434,37,2,184,79,180,154,308,2026-04-28,2026-05-05T13:30:00Z
435,37,3,398,91,157,96,192,2026-04-27,2026-05-05T12:30:00Z
436,37,4,610,210,151,133,266,2026-04-26,2026-05-05T11:30:00Z
437,37,5,134,22,255,170,340,2026-04-25,2026-05-05T10:30:00Z
438,37,6,305,58,74,112,224,2026-04-24,2026-05-05T09:30:00Z
439,37,7,237,76,254,149,298,2026-05-04,2026-05-05T08:30:00Z
440,37,8,360,178,75,91,182,2026-05-03,2026-05-05T07:30:00Z
441,37,9,226,103,133,128,256,2026-05-02,2026-05-05T06:30:00Z
442,37,10,708,296,81,165,330,2026-05-01,2026-05-05T05:30:00Z
443,37,11,574,277,60,107,214,2026-04-30,2026-05-05T04:30:00Z
444,37,12,87,38,226,144,288,2026-04-29,2026-05-05T03:30:00Z
445,38,1,427,216,134,118,236,2026-04-28,2026-05-05T13:30:00Z
446,38,2,468,179,322,156,312,2026-04-27,2026-05-05T12:30:00Z
447,38,3,113,42,161,99,198,2026-04-26,2026-05-05T11:30:00Z
448,38,4,40,19,163,137,274,2026-04-25,2026-05-05T10:30:00Z
449,38,5,186,66,79,80,160,2026-04-24,2026-05-05T09:30:00Z
450,38,6,253,110,50,118,236,2026-05-04,2026-05-05T08:30:00Z
451,38,7,438,129,223,156,312,2026-05-03,2026-05-05T07:30:00Z
452,38,8,415,168,54,99,198,2026-05-02,2026-05-05T06:30:00Z
453,38,9,743,361,133,137,274,2026-05-01,2026-05-05T05:30:00Z
454,38,10,118,35,62,80,160,2026-04-30,2026-05-05T04:30:00Z
455,38,11,87,29,148,118,236,2026-04-29,2026-05-05T03:30:00Z
456,38,12,691,289,83,156,312,2026-04-28,2026-05-05T02:30:00Z
457,39,1,584,222,97,119,238,2026-04-27,2026-05-05T12:30:00Z
458,39,2,482,207,148,158,316,2026-04-26,2026-05-05T11:30:00Z
459,39,3,30,4,81,102,204,2026-04-25,2026-05-05T10:30:00Z
460,39,4,648,295,233,141,282,2026-04-24,2026-05-05T09:30:00Z
461,39,5,459,211,136,85,170,2026-05-04,2026-05-05T08:30:00Z
462,39,6,632,166,142,124,248,2026-05-03,2026-05-05T07:30:00Z
463,39,7,326,75,234,163,326,2026-05-02,2026-05-05T06:30:00Z
464,39,8,412,97,190,107,214,2026-05-01,2026-05-05T05:30:00Z
465,39,9,730,195,241,146,292,2026-04-30,2026-05-05T04:30:00Z
466,39,10,28,13,63,90,180,2026-04-29,2026-05-05T03:30:00Z
467,39,11,508,211,187,129,258,2026-04-28,2026-05-05T02:30:00Z
468,39,12,227,40,178,168,336,2026-04-27,2026-05-05T01:30:00Z
469,40,1,639,205,155,120,240,2026-04-26,2026-05-05T11:30:00Z
470,40,2,105,21,283,160,320,2026-04-25,2026-05-05T10:30:00Z
471,40,3,305,53,116,105,210,2026-04-24,2026-05-05T09:30:00Z
472,40,4,168,74,86,145,290,2026-05-04,2026-05-05T08:30:00Z
473,40,5,297,68,60,90,180,2026-05-03,2026-05-05T07:30:00Z
474,40,6,626,191,156,130,260,2026-05-02,2026-05-05T06:30:00Z
475,40,7,303,71,123,170,340,2026-05-01,2026-05-05T05:30:00Z
476,40,8,217,30,164,115,230,2026-04-30,2026-05-05T04:30:00Z
477,40,9,87,20,97,155,310,2026-04-29,2026-05-05T03:30:00Z
478,40,10,392,50,111,100,200,2026-04-28,2026-05-05T02:30:00Z
479,40,11,740,378,246,140,280,2026-04-27,2026-05-05T01:30:00Z
480,40,12,380,139,184,85,170,2026-04-26,2026-05-05T00:30:00Z
481,41,1,80,40,180,121,242,2026-04-25,2026-05-05T10:30:00Z
482,41,2,494,169,68,162,324,2026-04-24,2026-05-05T09:30:00Z
483,41,3,498,204,73,108,216,2026-05-04,2026-05-05T08:30:00Z
484,41,4,792,344,292,149,298,2026-05-03,2026-05-05T07:30:00Z
485,41,5,184,49,122,95,190,2026-05-02,2026-05-05T06:30:00Z
486,41,6,358,98,272,136,272,2026-05-01,2026-05-05T05:30:00Z
487,41,7,282,36,151,82,164,2026-04-30,2026-05-05T04:30:00Z
488,41,8,76,23,60,123,246,2026-04-29,2026-05-05T03:30:00Z
489,41,9,300,42,212,164,328,2026-04-28,2026-05-05T02:30:00Z
490,41,10,385,168,91,110,220,2026-04-27,2026-05-05T01:30:00Z
491,41,11,327,97,117,151,302,2026-04-26,2026-05-05T00:30:00Z
492,41,12,419,101,114,97,194,2026-04-25,2026-05-04T23:30:00Z
493,42,1,177,26,185,122,244,2026-04-24,2026-05-05T09:30:00Z
494,42,2,786,219,152,164,328,2026-05-04,2026-05-05T08:30:00Z
495,42,3,561,147,48,111,222,2026-05-03,2026-05-05T07:30:00Z
496,42,4,751,268,189,153,306,2026-05-02,2026-05-05T06:30:00Z
497,42,5,345,88,167,100,200,2026-05-01,2026-05-05T05:30:00Z
498,42,6,680,171,224,142,284,2026-04-30,2026-05-05T04:30:00Z
499,42,7,68,15,122,89,178,2026-04-29,2026-05-05T03:30:00Z
500,42,8,236,116,70,131,262,2026-04-28,2026-05-05T02:30:00Z
501,42,9,296,149,372,173,346,2026-04-27,2026-05-05T01:30:00Z
502,42,10,542,257,236,120,240,2026-04-26,2026-05-05T00:30:00Z
503,42,11,503,202,275,162,324,2026-04-25,2026-05-04T23:30:00Z
504,42,12,344,108,238,109,218,2026-04-24,2026-05-05T16:30:00Z
505,43,1,580,243,217,123,246,2026-05-04,2026-05-05T08:30:00Z
506,43,2,918,361,122,166,332,2026-05-03,2026-05-05T07:30:00Z
507,43,3,564,163,242,114,228,2026-05-02,2026-05-05T06:30:00Z
508,43,4,834,258,235,157,314,2026-05-01,2026-05-05T05:30:00Z
509,43,5,256,44,230,105,210,2026-04-30,2026-05-05T04:30:00Z
510,43,6,101,47,165,148,296,2026-04-29,2026-05-05T03:30:00Z
511,43,7,248,43,102,96,192,2026-04-28,2026-05-05T02:30:00Z
512,43,8,760,266,186,139,278,2026-04-27,2026-05-05T01:30:00Z
513,43,9,389,136,188,87,174,2026-04-26,2026-05-05T00:30:00Z
514,43,10,579,93,151,130,260,2026-04-25,2026-05-04T23:30:00Z
515,43,11,615,283,343,173,346,2026-04-24,2026-05-05T16:30:00Z
516,43,12,337,99,92,121,242,2026-05-04,2026-05-05T15:30:00Z
517,44,1,526,66,103,124,248,2026-05-03,2026-05-05T07:30:00Z
518,44,2,695,239,295,168,336,2026-05-02,2026-05-05T06:30:00Z
519,44,3,525,102,72,117,234,2026-05-01,2026-05-05T05:30:00Z
520,44,4,600,281,128,161,322,2026-04-30,2026-05-05T04:30:00Z
521,44,5,52,26,62,110,220,2026-04-29,2026-05-05T03:30:00Z
522,44,6,554,270,216,154,308,2026-04-28,2026-05-05T02:30:00Z
523,44,7,161,33,91,103,206,2026-04-27,2026-05-05T01:30:00Z
524,44,8,298,94,210,147,294,2026-04-26,2026-05-05T00:30:00Z
525,44,9,205,31,40,96,192,2026-04-25,2026-05-04T23:30:00Z
526,44,10,732,111,299,140,280,2026-04-24,2026-05-05T16:30:00Z
527,44,11,408,183,186,89,178,2026-05-04,2026-05-05T15:30:00Z
528,44,12,46,23,181,133,266,2026-05-03,2026-05-05T14:30:00Z
529,45,1,358,178,173,125,250,2026-05-02,2026-05-05T06:30:00Z
530,45,2,890,315,84,170,340,2026-05-01,2026-05-05T05:30:00Z
531,45,3,290,140,153,120,240,2026-04-30,2026-05-05T04:30:00Z
532,45,4,69,15,335,165,330,2026-04-29,2026-05-05T03:30:00Z
533,45,5,145,66,48,115,230,2026-04-28,2026-05-05T02:30:00Z
534,45,6,656,329,149,160,320,2026-04-27,2026-05-05T01:30:00Z
535,45,7,184,36,224,110,220,2026-04-26,2026-05-05T00:30:00Z
536,45,8,200,80,313,155,310,2026-04-25,2026-05-04T23:30:00Z
537,45,9,401,178,119,105,210,2026-04-24,2026-05-05T16:30:00Z
538,45,10,503,227,246,150,300,2026-05-04,2026-05-05T15:30:00Z
539,45,11,57,19,51,100,200,2026-05-03,2026-05-05T14:30:00Z
540,45,12,387,139,127,145,290,2026-05-02,2026-05-05T13:30:00Z
541,46,1,464,235,172,126,252,2026-05-01,2026-05-05T05:30:00Z
542,46,2,541,86,288,172,344,2026-04-30,2026-05-05T04:30:00Z
543,46,3,51,25,102,123,246,2026-04-29,2026-05-05T03:30:00Z
544,46,4,882,303,137,169,338,2026-04-28,2026-05-05T02:30:00Z
545,46,5,519,132,52,120,240,2026-04-27,2026-05-05T01:30:00Z
546,46,6,599,148,361,166,332,2026-04-26,2026-05-05T00:30:00Z
547,46,7,410,133,125,117,234,2026-04-25,2026-05-04T23:30:00Z
548,46,8,671,132,228,163,326,2026-04-24,2026-05-05T16:30:00Z
549,46,9,336,113,142,114,228,2026-05-04,2026-05-05T15:30:00Z
550,46,10,61,25,352,160,320,2026-05-03,2026-05-05T14:30:00Z
551,46,11,371,158,239,111,222,2026-05-02,2026-05-05T13:30:00Z
552,46,12,782,360,333,157,314,2026-05-01,2026-05-05T12:30:00Z
553,47,1,232,78,82,127,254,2026-04-30,2026-05-05T04:30:00Z
554,47,2,87,36,166,174,348,2026-04-29,2026-05-05T03:30:00Z
555,47,3,546,79,70,126,252,2026-04-28,2026-05-05T02:30:00Z
556,47,4,339,121,226,173,346,2026-04-27,2026-05-05T01:30:00Z
557,47,5,135,19,161,125,250,2026-04-26,2026-05-05T00:30:00Z
558,47,6,259,81,367,172,344,2026-04-25,2026-05-04T23:30:00Z
559,47,7,514,95,179,124,248,2026-04-24,2026-05-05T16:30:00Z
560,47,8,533,275,180,171,342,2026-05-04,2026-05-05T15:30:00Z
561,47,9,91,39,186,123,246,2026-05-03,2026-05-05T14:30:00Z
562,47,10,293,73,285,170,340,2026-05-02,2026-05-05T13:30:00Z
563,47,11,143,56,59,122,244,2026-05-01,2026-05-05T12:30:00Z
564,47,12,411,110,114,169,338,2026-04-30,2026-05-05T11:30:00Z
565,48,1,51,20,150,128,256,2026-04-29,2026-05-05T03:30:00Z
566,48,2,435,124,157,81,162,2026-04-28,2026-05-05T02:30:00Z
567,48,3,244,75,91,129,258,2026-04-27,2026-05-05T01:30:00Z
568,48,4,224,72,79,82,164,2026-04-26,2026-05-05T00:30:00Z
569,48,5,611,281,131,130,260,2026-04-25,2026-05-04T23:30:00Z
570,48,6,226,61,128,83,166,2026-04-24,2026-05-05T16:30:00Z
571,48,7,203,63,223,131,262,2026-05-04,2026-05-05T15:30:00Z
572,48,8,23,7,65,84,168,2026-05-03,2026-05-05T14:30:00Z
573,48,9,600,196,178,132,264,2026-05-02,2026-05-05T13:30:00Z
574,48,10,275,136,99,85,170,2026-05-01,2026-05-05T12:30:00Z
575,48,11,372,70,204,133,266,2026-04-30,2026-05-05T11:30:00Z
576,48,12,288,104,44,86,172,2026-04-29,2026-05-05T10:30:00Z
577,49,1,534,151,66,129,258,2026-04-28,2026-05-05T02:30:00Z
578,49,2,316,58,167,83,166,2026-04-27,2026-05-05T01:30:00Z
579,49,3,333,143,185,132,264,2026-04-26,2026-05-05T00:30:00Z
580,49,4,415,192,179,86,172,2026-04-25,2026-05-04T23:30:00Z
581,49,5,486,98,93,135,270,2026-04-24,2026-05-05T16:30:00Z
582,49,6,466,82,166,89,178,2026-05-04,2026-05-05T15:30:00Z
583,49,7,101,43,199,138,276,2026-05-03,2026-05-05T14:30:00Z
584,49,8,140,20,85,92,184,2026-05-02,2026-05-05T13:30:00Z
585,49,9,415,94,162,141,282,2026-05-01,2026-05-05T12:30:00Z
586,49,10,150,54,191,95,190,2026-04-30,2026-05-05T11:30:00Z
587,49,11,717,281,89,144,288,2026-04-29,2026-05-05T10:30:00Z
588,49,12,125,18,120,98,196,2026-04-28,2026-05-05T09:30:00Z
589,50,1,147,30,95,130,260,2026-04-27,2026-05-05T01:30:00Z
590,50,2,456,116,186,85,170,2026-04-26,2026-05-05T00:30:00Z
591,50,3,183,64,283,135,270,2026-04-25,2026-05-04T23:30:00Z
592,50,4,130,17,58,90,180,2026-04-24,2026-05-05T16:30:00Z
593,50,5,363,89,72,140,280,2026-05-04,2026-05-05T15:30:00Z
594,50,6,62,22,202,95,190,2026-05-03,2026-05-05T14:30:00Z
595,50,7,790,248,265,145,290,2026-05-02,2026-05-05T13:30:00Z
596,50,8,395,194,60,100,200,2026-05-01,2026-05-05T12:30:00Z
597,50,9,313,81,95,150,300,2026-04-30,2026-05-05T11:30:00Z
598,50,10,388,116,95,105,210,2026-04-29,2026-05-05T10:30:00Z
599,50,11,169,45,102,155,310,2026-04-28,2026-05-05T09:30:00Z
600,50,12,535,268,214,110,220,2026-04-27,2026-05-05T08:30:00Z
601,51,1,251,117,138,131,262,2026-04-26,2026-05-05T00:30:00Z
602,51,2,343,89,88,87,174,2026-04-25,2026-05-04T23:30:00Z
603,51,3,542,105,106,138,276,2026-04-24,2026-05-05T16:30:00Z
604,51,4,119,31,43,94,188,2026-05-04,2026-05-05T15:30:00Z
605,51,5,79,11,110,145,290,2026-05-03,2026-05-05T14:30:00Z
606,51,6,426,203,111,101,202,2026-05-02,2026-05-05T13:30:00Z
607,51,7,602,279,251,152,304,2026-05-01,2026-05-05T12:30:00Z
608,51,8,387,165,223,108,216,2026-04-30,2026-05-05T11:30:00Z
609,51,9,338,131,320,159,318,2026-04-29,2026-05-05T10:30:00Z
610,51,10,122,30,190,115,230,2026-04-28,2026-05-05T09:30:00Z
611,51,11,593,266,154,166,332,2026-04-27,2026-05-05T08:30:00Z
612,51,12,74,35,71,122,244,2026-04-26,2026-05-05T07:30:00Z
613,52,1,385,143,270,132,264,2026-04-25,2026-05-04T23:30:00Z
614,52,2,97,27,47,89,178,2026-04-24,2026-05-05T16:30:00Z
615,52,3,247,56,278,141,282,2026-05-04,2026-05-05T15:30:00Z
616,52,4,38,10,133,98,196,2026-05-03,2026-05-05T14:30:00Z
617,52,5,826,403,99,150,300,2026-05-02,2026-05-05T13:30:00Z
618,52,6,572,168,67,107,214,2026-05-01,2026-05-05T12:30:00Z
619,52,7,824,349,149,159,318,2026-04-30,2026-05-05T11:30:00Z
620,52,8,206,79,171,116,232,2026-04-29,2026-05-05T10:30:00Z
621,52,9,895,363,268,168,336,2026-04-28,2026-05-05T09:30:00Z
622,52,10,275,45,263,125,250,2026-04-27,2026-05-05T08:30:00Z
623,52,11,33,9,166,82,164,2026-04-26,2026-05-05T07:30:00Z
624,52,12,157,43,198,134,268,2026-04-25,2026-05-05T06:30:00Z
625,53,1,247,85,284,133,266,2026-04-24,2026-05-05T16:30:00Z
626,53,2,260,62,52,91,182,2026-05-04,2026-05-05T15:30:00Z
627,53,3,84,30,74,144,288,2026-05-03,2026-05-05T14:30:00Z
628,53,4,256,93,129,102,204,2026-05-02,2026-05-05T13:30:00Z
629,53,5,190,45,301,155,310,2026-05-01,2026-05-05T12:30:00Z
630,53,6,293,93,179,113,226,2026-04-30,2026-05-05T11:30:00Z
631,53,7,349,103,80,166,332,2026-04-29,2026-05-05T10:30:00Z
632,53,8,407,121,262,124,248,2026-04-28,2026-05-05T09:30:00Z
633,53,9,235,56,47,82,164,2026-04-27,2026-05-05T08:30:00Z
634,53,10,107,40,245,135,270,2026-04-26,2026-05-05T07:30:00Z
635,53,11,143,23,79,93,186,2026-04-25,2026-05-05T06:30:00Z
636,53,12,457,126,92,146,292,2026-04-24,2026-05-05T05:30:00Z
637,54,1,576,269,59,134,268,2026-05-04,2026-05-05T15:30:00Z
638,54,2,26,3,148,93,186,2026-05-03,2026-05-05T14:30:00Z
639,54,3,161,77,111,147,294,2026-05-02,2026-05-05T13:30:00Z
640,54,4,182,83,153,106,212,2026-05-01,2026-05-05T12:30:00Z
641,54,5,668,332,117,160,320,2026-04-30,2026-05-05T11:30:00Z
642,54,6,190,67,97,119,238,2026-04-29,2026-05-05T10:30:00Z
643,54,7,355,110,368,173,346,2026-04-28,2026-05-05T09:30:00Z
644,54,8,498,169,77,132,264,2026-04-27,2026-05-05T08:30:00Z
645,54,9,28,4,183,91,182,2026-04-26,2026-05-05T07:30:00Z
646,54,10,604,103,110,145,290,2026-04-25,2026-05-05T06:30:00Z
647,54,11,156,55,223,104,208,2026-04-24,2026-05-05T05:30:00Z
648,54,12,692,330,174,158,316,2026-05-04,2026-05-05T04:30:00Z
649,55,1,40,8,118,135,270,2026-05-03,2026-05-05T14:30:00Z
650,55,2,519,138,205,95,190,2026-05-02,2026-05-05T13:30:00Z
651,55,3,459,141,106,150,300,2026-05-01,2026-05-05T12:30:00Z
652,55,4,447,102,185,110,220,2026-04-30,2026-05-05T11:30:00Z
653,55,5,262,48,129,165,330,2026-04-29,2026-05-05T10:30:00Z
654,55,6,447,104,129,125,250,2026-04-28,2026-05-05T09:30:00Z
655,55,7,99,29,102,85,170,2026-04-27,2026-05-05T08:30:00Z
656,55,8,65,19,63,140,280,2026-04-26,2026-05-05T07:30:00Z
657,55,9,184,66,107,100,200,2026-04-25,2026-05-05T06:30:00Z
658,55,10,467,197,183,155,310,2026-04-24,2026-05-05T05:30:00Z
659,55,11,266,94,242,115,230,2026-05-04,2026-05-05T04:30:00Z
660,55,12,511,88,87,170,340,2026-05-03,2026-05-05T03:30:00Z
661,56,1,390,179,159,136,272,2026-05-02,2026-05-05T13:30:00Z
662,56,2,164,49,90,97,194,2026-05-01,2026-05-05T12:30:00Z
663,56,3,227,112,321,153,306,2026-04-30,2026-05-05T11:30:00Z
664,56,4,180,77,241,114,228,2026-04-29,2026-05-05T10:30:00Z
665,56,5,437,66,226,170,340,2026-04-28,2026-05-05T09:30:00Z
666,56,6,210,103,224,131,262,2026-04-27,2026-05-05T08:30:00Z
667,56,7,63,8,77,92,184,2026-04-26,2026-05-05T07:30:00Z
668,56,8,170,51,103,148,296,2026-04-25,2026-05-05T06:30:00Z
669,56,9,283,133,95,109,218,2026-04-24,2026-05-05T05:30:00Z
670,56,10,599,178,245,165,330,2026-05-04,2026-05-05T04:30:00Z
671,56,11,254,100,227,126,252,2026-05-03,2026-05-05T03:30:00Z
672,56,12,248,66,96,87,174,2026-05-02,2026-05-05T02:30:00Z
673,57,1,687,184,90,137,274,2026-05-01,2026-05-05T12:30:00Z
674,57,2,221,85,149,99,198,2026-04-30,2026-05-05T11:30:00Z
675,57,3,361,90,173,156,312,2026-04-29,2026-05-05T10:30:00Z
676,57,4,255,92,169,118,236,2026-04-28,2026-05-05T09:30:00Z
677,57,5,404,57,45,80,160,2026-04-27,2026-05-05T08:30:00Z
678,57,6,62,29,105,137,274,2026-04-26,2026-05-05T07:30:00Z
679,57,7,327,58,125,99,198,2026-04-25,2026-05-05T06:30:00Z
680,57,8,820,234,138,156,312,2026-04-24,2026-05-05T05:30:00Z
681,57,9,426,187,195,118,236,2026-05-04,2026-05-05T04:30:00Z
682,57,10,373,86,158,80,160,2026-05-03,2026-05-05T03:30:00Z
683,57,11,256,96,202,137,274,2026-05-02,2026-05-05T02:30:00Z
684,57,12,317,149,122,99,198,2026-05-01,2026-05-05T01:30:00Z
685,58,1,724,357,232,138,276,2026-04-30,2026-05-05T11:30:00Z
686,58,2,409,154,167,101,202,2026-04-29,2026-05-05T10:30:00Z
687,58,3,874,256,152,159,318,2026-04-28,2026-05-05T09:30:00Z
688,58,4,219,55,163,122,244,2026-04-27,2026-05-05T08:30:00Z
689,58,5,30,8,180,85,170,2026-04-26,2026-05-05T07:30:00Z
690,58,6,601,133,153,143,286,2026-04-25,2026-05-05T06:30:00Z
691,58,7,451,174,91,106,212,2026-04-24,2026-05-05T05:30:00Z
692,58,8,688,289,313,164,328,2026-05-04,2026-05-05T04:30:00Z
693,58,9,513,172,267,127,254,2026-05-03,2026-05-05T03:30:00Z
694,58,10,226,95,157,90,180,2026-05-02,2026-05-05T02:30:00Z
695,58,11,725,90,235,148,296,2026-05-01,2026-05-05T01:30:00Z
696,58,12,45,19,203,111,222,2026-04-30,2026-05-05T00:30:00Z
697,59,1,516,246,263,139,278,2026-04-29,2026-05-05T10:30:00Z
698,59,2,557,252,76,103,206,2026-04-28,2026-05-05T09:30:00Z
699,59,3,202,66,77,162,324,2026-04-27,2026-05-05T08:30:00Z
700,59,4,87,17,133,126,252,2026-04-26,2026-05-05T07:30:00Z
701,59,5,197,63,162,90,180,2026-04-25,2026-05-05T06:30:00Z
702,59,6,772,296,322,149,298,2026-04-24,2026-05-05T05:30:00Z
703,59,7,484,216,68,113,226,2026-05-04,2026-05-05T04:30:00Z
704,59,8,590,94,255,172,344,2026-05-03,2026-05-05T03:30:00Z
705,59,9,751,154,256,136,272,2026-05-02,2026-05-05T02:30:00Z
706,59,10,152,43,59,100,200,2026-05-01,2026-05-05T01:30:00Z
707,59,11,90,11,156,159,318,2026-04-30,2026-05-05T00:30:00Z
708,59,12,623,92,162,123,246,2026-04-29,2026-05-04T23:30:00Z
709,60,1,477,224,245,140,280,2026-04-28,2026-05-05T09:30:00Z
710,60,2,263,119,112,105,210,2026-04-27,2026-05-05T08:30:00Z
711,60,3,86,24,320,165,330,2026-04-26,2026-05-05T07:30:00Z
712,60,4,438,97,193,130,260,2026-04-25,2026-05-05T06:30:00Z
713,60,5,272,134,121,95,190,2026-04-24,2026-05-05T05:30:00Z
714,60,6,200,74,118,155,310,2026-05-04,2026-05-05T04:30:00Z
715,60,7,347,177,142,120,240,2026-05-03,2026-05-05T03:30:00Z
716,60,8,335,164,142,85,170,2026-05-02,2026-05-05T02:30:00Z
717,60,9,490,131,128,145,290,2026-05-01,2026-05-05T01:30:00Z
718,60,10,58,13,109,110,220,2026-04-30,2026-05-05T00:30:00Z
719,60,11,903,203,112,170,340,2026-04-29,2026-05-04T23:30:00Z
720,60,12,428,176,169,135,270,2026-04-28,2026-05-05T16:30:00Z
