post_id,influencer_id,platform,external_post_id,post_text,posted_at,likes_count,shares_count,comments_count,views_count,sentiment_score,virality_score,detected_products,momentum_flag,processed_at,created_at
460,208,instagram,hightech_signal_00460,Engineering change orders changed the bill of materials assumptions for Supplier Shortage Radar during the NPI gate,2026-04-17T00:45:00Z,5777,738,569,276871,0.42,78.3,15,viral,2026-05-05T16:30:00Z,2026-05-05T16:30:00Z
461,221,threads,hightech_signal_00461,Connected product telemetry for Assembly Yield Correlator is showing field quality patterns that warranty analytics should triage,2026-04-16T17:30:00Z,4337,1066,379,203074,0.84,85.7,54,viral,2026-05-05T16:30:00Z,2026-05-05T16:30:00Z
462,234,tiktok,hightech_signal_00462,Contract manufacturing capacity for Assembly Line Traceability Tag is becoming the bottleneck for the next customer commitment wave,2026-04-16T10:15:00Z,5453,1549,308,52897,0.84,58.1,29,normal,2026-05-05T16:30:00Z,2026-05-05T16:30:00Z
463,247,youtube,hightech_signal_00463,Demand volatility around Yield Improvement Analytics Pack is pressuring allocation rules across enterprise buyer regions,2026-02-03T16:30:00Z,1465,410,681,126552,0.79,76.2,7,viral,2026-05-05T16:30:00Z,2026-05-05T16:30:00Z
464,260,twitter,hightech_signal_00464,Service and support operations are asking for a follow-up plan on Contract Build Plan Optimizer before warranty cases rise,2026-04-15T19:45:00Z,3658,1059,60,118000,0.66,89.7,44,mega_viral,2026-05-05T16:30:00Z,2026-05-05T16:30:00Z
465,273,instagram,hightech_signal_00465,Optical Module Test Kit allocation is tightening as component shortages ripple through customer commitments,2026-04-15T12:30:00Z,4242,434,466,244845,0.74,66.7,20,rising,2026-05-05T16:30:00Z,2026-05-05T16:30:00Z
466,286,threads,hightech_signal_00466,Fab operations teams are watching wafer starts for AI Edge Gateway Reference Kit after the latest yield improvement review,2026-04-15T05:15:00Z,7127,2230,487,70485,0.34,73.6,1,rising,2026-05-05T16:30:00Z,2026-05-05T16:30:00Z
467,299,tiktok,hightech_signal_00467,Supplier risk is rising for Firmware Release Governance Pack and channel inventory buffers may not cover the next order-promising cycle,2026-04-14T22:00:00Z,8102,822,367,136276,0.44,62.5,35,rising,2026-05-05T16:30:00Z,2026-05-05T16:30:00Z
468,312,youtube,hightech_signal_00468,Engineering change orders changed the bill of materials assumptions for BOM Risk Reconciliation Service during the NPI gate,2026-04-14T14:45:00Z,11316,2052,309,14513,0.38,67.7,12,rising,2026-05-05T16:30:00Z,2026-05-05T16:30:00Z
469,325,twitter,hightech_signal_00469,Connected product telemetry for Support Knowledge Graph Seat is showing field quality patterns that warranty analytics should triage,2025-06-26T16:30:00Z,5450,2313,498,28596,0.45,74.5,51,rising,2026-05-05T16:30:00Z,2026-05-05T16:30:00Z
470,338,instagram,hightech_signal_00470,Contract manufacturing capacity for Field Quality Case Bundle is becoming the bottleneck for the next customer commitment wave,2026-04-14T00:15:00Z,8140,2609,129,76064,0.39,74.4,25,rising,2026-05-05T16:30:00Z,2026-05-05T16:30:00Z
471,351,threads,hightech_signal_00471,Demand volatility around Cloud GPU Burst Reservation is pressuring allocation rules across enterprise buyer regions,2026-04-13T17:00:00Z,8277,1945,18,252420,0.71,64.4,4,rising,2026-05-05T16:30:00Z,2026-05-05T16:30:00Z
472,364,tiktok,hightech_signal_00472,Service and support operations are asking for a follow-up plan on Warranty Analytics Data Mart before warranty cases rise,2026-04-13T09:45:00Z,12262,1021,426,233133,0.4,85,41,viral,2026-05-05T16:30:00Z,2026-05-05T16:30:00Z
473,377,youtube,hightech_signal_00473,Rugged Sensor Replacement Kit allocation is tightening as component shortages ripple through customer commitments,2026-04-13T02:30:00Z,6502,1549,472,106614,0.49,73,17,rising,2026-05-05T16:30:00Z,2026-05-05T16:30:00Z
474,390,twitter,hightech_signal_00474,Fab operations teams are watching wafer starts for Contract Manufacturing Audit Pack after the latest yield improvement review,2026-04-12T19:15:00Z,9084,378,244,191021,0.48,76.2,57,viral,2026-05-05T16:30:00Z,2026-05-05T16:30:00Z
475,403,instagram,hightech_signal_00475,Supplier risk is rising for Channel Inventory Signal Pack and channel inventory buffers may not cover the next order-promising cycle,2025-10-16T16:30:00Z,2140,829,371,295063,0.43,81.9,31,viral,2026-05-05T16:30:00Z,2026-05-05T16:30:00Z
476,416,threads,hightech_signal_00476,Engineering change orders changed the bill of materials assumptions for Thermal Control Sensor Array during the NPI gate,2026-04-12T04:45:00Z,7492,2337,596,104663,0.47,68.6,9,rising,2026-05-05T16:30:00Z,2026-05-05T16:30:00Z
477,429,tiktok,hightech_signal_00477,Connected product telemetry for Yield Excursion Response Pack is showing field quality patterns that warranty analytics should triage,2026-04-11T21:30:00Z,6034,237,352,72934,0.66,87.8,47,viral,2026-05-05T16:30:00Z,2026-05-05T16:30:00Z
478,442,youtube,hightech_signal_00478,Contract manufacturing capacity for Contract Manufacturing Capacity Pack is becoming the bottleneck for the next customer commitment wave,2026-04-11T14:15:00Z,9736,1299,84,70401,0.6,80.2,22,viral,2026-05-05T16:30:00Z,2026-05-05T16:30:00Z
479,455,twitter,hightech_signal_00479,Demand volatility around Private 5G Factory Starter Pack is pressuring allocation rules across enterprise buyer regions,2026-04-11T07:00:00Z,14887,2287,300,243233,0.84,68.5,2,rising,2026-05-05T16:30:00Z,2026-05-05T16:30:00Z
480,468,instagram,hightech_signal_00480,Service and support operations are asking for a follow-up plan on Supplier Qualification Evidence Vault before warranty cases rise,2026-04-10T23:45:00Z,6612,1797,471,84498,0.69,65.4,37,rising,2026-05-05T16:30:00Z,2026-05-05T16:30:00Z
481,1,threads,hightech_signal_00481,NPI Launch Readiness Board allocation is tightening as component shortages ripple through customer commitments,2026-02-05T16:30:00Z,5693,1930,82,207518,0.81,76.9,14,viral,2026-05-05T16:30:00Z,2026-05-05T16:30:00Z
482,14,tiktok,hightech_signal_00482,Fab operations teams are watching wafer starts for Connected Product Telemetry Hub after the latest yield improvement review,2026-04-10T09:15:00Z,4006,938,40,124468,0.45,69.4,53,rising,2026-05-05T16:30:00Z,2026-05-05T16:30:00Z
483,27,youtube,hightech_signal_00483,Supplier risk is rising for Lithography Throughput Analyzer and channel inventory buffers may not cover the next order-promising cycle,2026-04-10T02:00:00Z,1915,1096,343,26895,0.85,78.8,28,viral,2026-05-05T16:30:00Z,2026-05-05T16:30:00Z
484,40,twitter,hightech_signal_00484,Engineering change orders changed the bill of materials assumptions for Wafer Start Planning Optimizer during the NPI gate,2026-04-09T18:45:00Z,8705,620,157,24611,0.55,69.6,6,rising,2026-05-05T16:30:00Z,2026-05-05T16:30:00Z
485,53,instagram,hightech_signal_00485,Connected product telemetry for Factory Line Quality Camera is showing field quality patterns that warranty analytics should triage,2026-04-09T11:30:00Z,8979,330,362,197463,0.42,78.5,43,viral,2026-05-05T16:30:00Z,2026-05-05T16:30:00Z
486,66,threads,hightech_signal_00486,Contract manufacturing capacity for Connected Product Quality Monitor is becoming the bottleneck for the next customer commitment wave,2026-04-09T04:15:00Z,1111,1876,277,186219,0.56,75.4,19,rising,2026-05-05T16:30:00Z,2026-05-05T16:30:00Z
487,79,tiktok,hightech_signal_00487,Demand volatility around Wafer Starts Commit Planner is pressuring allocation rules across enterprise buyer regions,2025-06-28T16:30:00Z,8174,2135,75,232263,0.61,74.6,59,rising,2026-05-05T16:30:00Z,2026-05-05T16:30:00Z
488,92,youtube,hightech_signal_00488,Service and support operations are asking for a follow-up plan on Silicon Lot Genealogy Viewer before warranty cases rise,2026-04-08T13:45:00Z,9216,489,246,213642,0.87,82.7,33,viral,2026-05-05T16:30:00Z,2026-05-05T16:30:00Z
489,105,twitter,hightech_signal_00489,Developer Portal Premium Seat allocation is tightening as component shortages ripple through customer commitments,2026-04-08T06:30:00Z,8150,874,759,98699,0.48,91.4,10,mega_viral,2026-05-05T16:30:00Z,2026-05-05T16:30:00Z
490,118,instagram,hightech_signal_00490,Fab operations teams are watching wafer starts for Customer Promise Allocation API after the latest yield improvement review,2026-04-07T23:15:00Z,5544,2293,296,180496,0.43,86.6,49,viral,2026-05-05T16:30:00Z,2026-05-05T16:30:00Z
491,131,threads,hightech_signal_00491,Supplier risk is rising for Customer Commitment Console and channel inventory buffers may not cover the next order-promising cycle,2026-04-07T16:00:00Z,1820,610,474,32057,0.78,49.5,24,normal,2026-05-05T16:30:00Z,2026-05-05T16:30:00Z
492,144,tiktok,hightech_signal_00492,Engineering change orders changed the bill of materials assumptions for Secure Device Fleet Manager during the NPI gate,2026-04-07T08:45:00Z,6160,1861,356,163695,0.87,51.3,3,normal,2026-05-05T16:30:00Z,2026-05-05T16:30:00Z
493,157,youtube,hightech_signal_00493,Connected product telemetry for Customer Commit Date Guardrail is showing field quality patterns that warranty analytics should triage,2025-10-18T16:30:00Z,6783,3143,487,52804,0.74,90.1,39,mega_viral,2026-05-05T16:30:00Z,2026-05-05T16:30:00Z
494,170,twitter,hightech_signal_00494,Contract manufacturing capacity for Supplier Shortage Radar is becoming the bottleneck for the next customer commitment wave,2026-04-06T18:15:00Z,1347,2056,125,171071,0.66,75.6,15,rising,2026-05-05T16:30:00Z,2026-05-05T16:30:00Z
495,183,instagram,hightech_signal_00495,Demand volatility around Supplier Risk Heatmap Service is pressuring allocation rules across enterprise buyer regions,2026-04-06T11:00:00Z,12717,2906,794,181551,0.64,94,55,mega_viral,2026-05-05T16:30:00Z,2026-05-05T16:30:00Z
496,196,threads,hightech_signal_00496,Service and support operations are asking for a follow-up plan on Contract Manufacturer Scorecard before warranty cases rise,2026-04-06T03:45:00Z,7952,1285,530,98602,0.51,81.4,30,viral,2026-05-05T16:30:00Z,2026-05-05T16:30:00Z
497,209,tiktok,hightech_signal_00497,AI Accelerator Module allocation is tightening as component shortages ripple through customer commitments,2026-04-05T20:30:00Z,4577,1048,370,23529,0.9,58.6,8,normal,2026-05-05T16:30:00Z,2026-05-05T16:30:00Z
498,222,youtube,hightech_signal_00498,Fab operations teams are watching wafer starts for NPI Supplier Readiness Kit after the latest yield improvement review,2026-05-05T13:15:00Z,5816,565,434,43427,0.61,67.9,45,rising,2026-05-05T16:30:00Z,2026-05-05T16:30:00Z
499,235,twitter,hightech_signal_00499,Supplier risk is rising for Supply Chain Control Tower Seat and channel inventory buffers may not cover the next order-promising cycle,2026-02-07T16:30:00Z,4598,1533,200,39616,0.67,48.6,21,normal,2026-05-05T16:30:00Z,2026-05-05T16:30:00Z
500,248,instagram,hightech_signal_00500,Engineering change orders changed the bill of materials assumptions for AI Edge Gateway Reference Kit during the NPI gate,2026-05-04T22:45:00Z,4773,434,143,155506,0.65,79.4,1,viral,2026-05-05T16:30:00Z,2026-05-05T16:30:00Z
501,261,threads,hightech_signal_00501,Connected product telemetry for ECO Impact Simulation Service is showing field quality patterns that warranty analytics should triage,2026-05-04T15:30:00Z,13733,1380,214,189799,0.74,72,36,rising,2026-05-05T16:30:00Z,2026-05-05T16:30:00Z
502,274,tiktok,hightech_signal_00502,Contract manufacturing capacity for BOM Risk Reconciliation Service is becoming the bottleneck for the next customer commitment wave,2026-05-04T08:15:00Z,12052,442,328,93473,0.82,81,12,viral,2026-05-05T16:30:00Z,2026-05-05T16:30:00Z
503,287,youtube,hightech_signal_00503,Demand volatility around Support Knowledge Graph Seat is pressuring allocation rules across enterprise buyer regions,2026-05-04T01:00:00Z,11067,622,34,211438,0.83,72.7,51,rising,2026-05-05T16:30:00Z,2026-05-05T16:30:00Z
504,300,twitter,hightech_signal_00504,Service and support operations are asking for a follow-up plan on Connected Product Support Entitlement before warranty cases rise,2026-05-03T17:45:00Z,598,2842,751,219625,0.65,92.6,26,mega_viral,2026-05-05T16:30:00Z,2026-05-05T16:30:00Z
505,313,instagram,hightech_signal_00505,Autonomous Test Cell Controller allocation is tightening as component shortages ripple through customer commitments,2025-06-30T16:30:00Z,12970,643,81,294241,0.58,78.8,5,viral,2026-05-05T16:30:00Z,2026-05-05T16:30:00Z
506,326,threads,hightech_signal_00506,Fab operations teams are watching wafer starts for Connected Device Health Twin after the latest yield improvement review,2026-05-03T03:15:00Z,921,1498,164,29908,0.54,59.6,42,normal,2026-05-05T16:30:00Z,2026-05-05T16:30:00Z
507,339,tiktok,hightech_signal_00507,Supplier risk is rising for Rugged Sensor Replacement Kit and channel inventory buffers may not cover the next order-promising cycle,2026-05-02T20:00:00Z,8589,667,413,119636,0.91,78.9,17,viral,2026-05-05T16:30:00Z,2026-05-05T16:30:00Z
508,352,youtube,hightech_signal_00508,Engineering change orders changed the bill of materials assumptions for Design Handoff Readiness Gate during the NPI gate,2026-05-02T12:45:00Z,6685,782,163,173716,0.66,63.4,58,rising,2026-05-05T16:30:00Z,2026-05-05T16:30:00Z
509,365,twitter,hightech_signal_00509,Connected product telemetry for Demand Volatility Forecast Pack is showing field quality patterns that warranty analytics should triage,2026-05-02T05:30:00Z,2169,1354,394,162497,0.84,74,32,rising,2026-05-05T16:30:00Z,2026-05-05T16:30:00Z
510,378,instagram,hightech_signal_00510,Contract manufacturing capacity for Thermal Control Sensor Array is becoming the bottleneck for the next customer commitment wave,2026-05-01T22:15:00Z,3996,1407,84,55196,0.77,62.1,9,rising,2026-05-05T16:30:00Z,2026-05-05T16:30:00Z
511,391,threads,hightech_signal_00511,Demand volatility around PLM Compliance Evidence Pack is pressuring allocation rules across enterprise buyer regions,2025-10-20T16:30:00Z,1540,1737,117,114268,0.76,66.3,48,rising,2026-05-05T16:30:00Z,2026-05-05T16:30:00Z
512,404,tiktok,hightech_signal_00512,Service and support operations are asking for a follow-up plan on Order Promising Risk Service before warranty cases rise,2026-05-01T07:45:00Z,505,597,706,261088,0.75,83.4,23,viral,2026-05-05T16:30:00Z,2026-05-05T16:30:00Z
513,417,youtube,hightech_signal_00513,Private 5G Factory Starter Pack allocation is tightening as component shortages ripple through customer commitments,2026-05-01T00:30:00Z,11394,2194,508,92788,0.65,70.1,2,rising,2026-05-05T16:30:00Z,2026-05-05T16:30:00Z
514,430,twitter,hightech_signal_00514,Fab operations teams are watching wafer starts for Critical Component Reservation API after the latest yield improvement review,2026-04-30T17:15:00Z,8856,1549,139,221524,0.86,74.2,38,rising,2026-05-05T16:30:00Z,2026-05-05T16:30:00Z
515,443,instagram,hightech_signal_00515,Supplier risk is rising for NPI Launch Readiness Board and channel inventory buffers may not cover the next order-promising cycle,2026-04-30T10:00:00Z,2769,1643,154,169937,0.41,74.4,14,rising,2026-05-05T16:30:00Z,2026-05-05T16:30:00Z
516,456,threads,hightech_signal_00516,Engineering change orders changed the bill of materials assumptions for Assembly Yield Correlator during the NPI gate,2026-04-30T02:45:00Z,4602,2167,614,128489,0.5,77.1,54,viral,2026-05-05T16:30:00Z,2026-05-05T16:30:00Z
517,469,tiktok,hightech_signal_00517,Connected product telemetry for Lithography Throughput Analyzer is showing field quality patterns that warranty analytics should triage,2026-02-09T16:30:00Z,1283,870,492,273859,0.84,85.1,28,viral,2026-05-05T16:30:00Z,2026-05-05T16:30:00Z
518,2,youtube,hightech_signal_00518,Contract manufacturing capacity for Wafer Start Planning Optimizer is becoming the bottleneck for the next customer commitment wave,2026-04-29T12:15:00Z,883,93,412,108182,0.45,63.8,6,rising,2026-05-05T16:30:00Z,2026-05-05T16:30:00Z
519,15,twitter,hightech_signal_00519,Demand volatility around Contract Build Plan Optimizer is pressuring allocation rules across enterprise buyer regions,2026-04-29T05:00:00Z,6532,1393,270,40320,0.77,89.2,44,mega_viral,2026-05-05T16:30:00Z,2026-05-05T16:30:00Z
520,28,instagram,hightech_signal_00520,Service and support operations are asking for a follow-up plan on Optical Module Test Kit before warranty cases rise,2026-04-28T21:45:00Z,7899,373,456,276291,0.35,77.1,20,viral,2026-05-05T16:30:00Z,2026-05-05T16:30:00Z
521,41,threads,hightech_signal_00521,Customer Support Operations Board allocation is tightening as component shortages ripple through customer commitments,2026-04-28T14:30:00Z,2408,1360,705,100840,0.44,84.9,60,viral,2026-05-05T16:30:00Z,2026-05-05T16:30:00Z
522,54,tiktok,hightech_signal_00522,Fab operations teams are watching wafer starts for Wafer Probe Exception Detector after the latest yield improvement review,2026-04-28T07:15:00Z,6135,1720,337,314494,0.69,75.1,34,rising,2026-05-05T16:30:00Z,2026-05-05T16:30:00Z
523,67,youtube,hightech_signal_00523,Supplier risk is rising for Digital Thread PLM Connector and channel inventory buffers may not cover the next order-promising cycle,2025-07-02T16:30:00Z,7908,1708,304,21631,0.41,56.7,11,normal,2026-05-05T16:30:00Z,2026-05-05T16:30:00Z
524,80,twitter,hightech_signal_00524,Engineering change orders changed the bill of materials assumptions for Component Shortage Scenario Lab during the NPI gate,2026-04-27T16:45:00Z,1347,1676,450,92483,0.46,54.6,50,normal,2026-05-05T16:30:00Z,2026-05-05T16:30:00Z
525,93,instagram,hightech_signal_00525,Connected product telemetry for Field Quality Case Bundle is showing field quality patterns that warranty analytics should triage,2026-04-27T09:30:00Z,4967,2560,448,225619,0.9,81.7,25,viral,2026-05-05T16:30:00Z,2026-05-05T16:30:00Z
526,106,threads,hightech_signal_00526,Contract manufacturing capacity for Cloud GPU Burst Reservation is becoming the bottleneck for the next customer commitment wave,2026-04-27T02:15:00Z,2374,1262,295,118961,0.4,84.4,4,viral,2026-05-05T16:30:00Z,2026-05-05T16:30:00Z
527,119,tiktok,hightech_signal_00527,Demand volatility around Service Escalation Triage Pack is pressuring allocation rules across enterprise buyer regions,2026-04-26T19:00:00Z,6440,1409,472,116420,0.36,74.4,40,rising,2026-05-05T16:30:00Z,2026-05-05T16:30:00Z
528,132,youtube,hightech_signal_00528,Service and support operations are asking for a follow-up plan on Component Allocation Optimizer before warranty cases rise,2026-04-26T11:45:00Z,4814,964,400,47505,0.42,58.3,16,normal,2026-05-05T16:30:00Z,2026-05-05T16:30:00Z
529,145,twitter,hightech_signal_00529,Order Promising Capacity Twin allocation is tightening as component shortages ripple through customer commitments,2025-10-22T16:30:00Z,10116,86,126,14399,0.59,56.6,56,normal,2026-05-05T16:30:00Z,2026-05-05T16:30:00Z
530,158,instagram,hightech_signal_00530,Fab operations teams are watching wafer starts for Channel Inventory Signal Pack after the latest yield improvement review,2026-04-25T21:15:00Z,15529,2590,296,91814,0.79,82.9,31,viral,2026-05-05T16:30:00Z,2026-05-05T16:30:00Z
531,171,threads,hightech_signal_00531,Supplier risk is rising for AI Accelerator Module and channel inventory buffers may not cover the next order-promising cycle,2026-04-25T14:00:00Z,3334,1650,380,173802,0.39,54.9,8,normal,2026-05-05T16:30:00Z,2026-05-05T16:30:00Z
532,184,tiktok,hightech_signal_00532,Engineering change orders changed the bill of materials assumptions for Fab Operations Runbook Seat during the NPI gate,2026-04-25T06:45:00Z,13444,1517,468,256246,0.43,83.5,46,viral,2026-05-05T16:30:00Z,2026-05-05T16:30:00Z
533,197,youtube,hightech_signal_00533,Connected product telemetry for Contract Manufacturing Capacity Pack is showing field quality patterns that warranty analytics should triage,2026-04-24T23:30:00Z,11223,93,335,58703,0.6,70.1,22,rising,2026-05-05T16:30:00Z,2026-05-05T16:30:00Z
534,210,twitter,hightech_signal_00534,Contract manufacturing capacity for AI Edge Gateway Reference Kit is becoming the bottleneck for the next customer commitment wave,2026-04-24T16:15:00Z,7707,2185,511,80722,0.47,60.6,1,normal,2026-05-05T16:30:00Z,2026-05-05T16:30:00Z
535,223,instagram,hightech_signal_00535,Demand volatility around ECO Impact Simulation Service is pressuring allocation rules across enterprise buyer regions,2026-02-11T16:30:00Z,10600,174,722,140016,0.42,83.1,36,viral,2026-05-05T16:30:00Z,2026-05-05T16:30:00Z
536,236,threads,hightech_signal_00536,Service and support operations are asking for a follow-up plan on Engineering Change Order Copilot before warranty cases rise,2026-04-24T01:45:00Z,709,3140,546,203064,0.46,88.6,13,mega_viral,2026-05-05T16:30:00Z,2026-05-05T16:30:00Z
537,249,tiktok,hightech_signal_00537,Field Failure Pattern Detector allocation is tightening as component shortages ripple through customer commitments,2026-04-23T18:30:00Z,10134,2038,234,149405,0.63,81,52,viral,2026-05-05T16:30:00Z,2026-05-05T16:30:00Z
538,262,youtube,hightech_signal_00538,Fab operations teams are watching wafer starts for Fab Queue Digital Twin after the latest yield improvement review,2026-04-23T11:15:00Z,1673,1149,124,96094,0.56,65.2,27,rising,2026-05-05T16:30:00Z,2026-05-05T16:30:00Z
539,275,twitter,hightech_signal_00539,Supplier risk is rising for Autonomous Test Cell Controller and channel inventory buffers may not cover the next order-promising cycle,2026-04-23T04:00:00Z,11892,2631,809,51136,0.49,92.9,5,mega_viral,2026-05-05T16:30:00Z,2026-05-05T16:30:00Z
540,288,instagram,hightech_signal_00540,Engineering change orders changed the bill of materials assumptions for Connected Device Health Twin during the NPI gate,2026-04-22T20:45:00Z,2498,932,119,123622,0.48,55.9,42,normal,2026-05-05T16:30:00Z,2026-05-05T16:30:00Z
541,301,threads,hightech_signal_00541,Connected product telemetry for Warranty Escape Detector is showing field quality patterns that warranty analytics should triage,2025-07-04T16:30:00Z,795,2614,418,190869,0.9,74.4,18,rising,2026-05-05T16:30:00Z,2026-05-05T16:30:00Z
542,314,tiktok,hightech_signal_00542,Contract manufacturing capacity for Wafer Starts Commit Planner is becoming the bottleneck for the next customer commitment wave,2026-04-22T06:15:00Z,8555,1191,145,43660,0.63,62.3,59,rising,2026-05-05T16:30:00Z,2026-05-05T16:30:00Z
543,327,youtube,hightech_signal_00543,Demand volatility around Silicon Lot Genealogy Viewer is pressuring allocation rules across enterprise buyer regions,2026-04-21T23:00:00Z,6583,1052,691,215775,0.63,85.3,33,viral,2026-05-05T16:30:00Z,2026-05-05T16:30:00Z
544,340,twitter,hightech_signal_00544,Service and support operations are asking for a follow-up plan on Developer Portal Premium Seat before warranty cases rise,2026-04-21T15:45:00Z,8894,1402,642,245290,0.68,86.6,10,viral,2026-05-05T16:30:00Z,2026-05-05T16:30:00Z
545,353,instagram,hightech_signal_00545,Customer Promise Allocation API allocation is tightening as component shortages ripple through customer commitments,2026-04-21T08:30:00Z,10267,2671,713,31465,0.61,70.1,49,rising,2026-05-05T16:30:00Z,2026-05-05T16:30:00Z
546,366,threads,hightech_signal_00546,Fab operations teams are watching wafer starts for Customer Commitment Console after the latest yield improvement review,2026-04-21T01:15:00Z,9053,1627,232,25053,0.71,70.3,24,rising,2026-05-05T16:30:00Z,2026-05-05T16:30:00Z
547,379,tiktok,hightech_signal_00547,Supplier risk is rising for Secure Device Fleet Manager and channel inventory buffers may not cover the next order-promising cycle,2025-10-24T16:30:00Z,1690,1549,58,117180,0.73,71.7,3,rising,2026-05-05T16:30:00Z,2026-05-05T16:30:00Z
548,392,youtube,hightech_signal_00548,Engineering change orders changed the bill of materials assumptions for Customer Commit Date Guardrail during the NPI gate,2026-04-20T10:45:00Z,4901,2107,376,303992,0.7,86.5,39,viral,2026-05-05T16:30:00Z,2026-05-05T16:30:00Z
549,405,twitter,hightech_signal_00549,Connected product telemetry for Supplier Shortage Radar is showing field quality patterns that warranty analytics should triage,2026-04-20T03:30:00Z,14509,1976,455,244599,0.47,75.5,15,rising,2026-05-05T16:30:00Z,2026-05-05T16:30:00Z
550,418,instagram,hightech_signal_00550,Contract manufacturing capacity for Supplier Risk Heatmap Service is becoming the bottleneck for the next customer commitment wave,2026-04-19T20:15:00Z,4246,3098,393,94784,0.78,90.4,55,mega_viral,2026-05-05T16:30:00Z,2026-05-05T16:30:00Z
551,431,threads,hightech_signal_00551,Demand volatility around Assembly Line Traceability Tag is pressuring allocation rules across enterprise buyer regions,2026-04-19T13:00:00Z,2678,261,150,173990,0.75,52,29,normal,2026-05-05T16:30:00Z,2026-05-05T16:30:00Z
552,444,tiktok,hightech_signal_00552,Service and support operations are asking for a follow-up plan on Yield Improvement Analytics Pack before warranty cases rise,2026-04-19T05:45:00Z,5619,2257,134,227220,0.5,68.9,7,rising,2026-05-05T16:30:00Z,2026-05-05T16:30:00Z
553,457,youtube,hightech_signal_00553,NPI Supplier Readiness Kit allocation is tightening as component shortages ripple through customer commitments,2026-02-13T16:30:00Z,4090,1416,37,180248,0.92,65.5,45,rising,2026-05-05T16:30:00Z,2026-05-05T16:30:00Z
554,470,twitter,hightech_signal_00554,Fab operations teams are watching wafer starts for Optical Module Test Kit after the latest yield improvement review,2026-04-18T15:15:00Z,11256,2465,599,193533,0.48,64.9,20,rising,2026-05-05T16:30:00Z,2026-05-05T16:30:00Z
555,3,instagram,hightech_signal_00555,Supplier risk is rising for AI Edge Gateway Reference Kit and channel inventory buffers may not cover the next order-promising cycle,2026-04-18T08:00:00Z,7194,1391,82,73132,0.77,68.8,1,rising,2026-05-05T16:30:00Z,2026-05-05T16:30:00Z
556,16,threads,hightech_signal_00556,Engineering change orders changed the bill of materials assumptions for Firmware Release Governance Pack during the NPI gate,2026-04-18T00:45:00Z,1537,573,562,134413,0.71,61.5,35,normal,2026-05-05T16:30:00Z,2026-05-05T16:30:00Z
557,29,tiktok,hightech_signal_00557,Connected product telemetry for BOM Risk Reconciliation Service is showing field quality patterns that warranty analytics should triage,2026-04-17T17:30:00Z,3722,1377,527,243964,0.8,75.2,12,rising,2026-05-05T16:30:00Z,2026-05-05T16:30:00Z
558,42,youtube,hightech_signal_00558,Contract manufacturing capacity for Support Knowledge Graph Seat is becoming the bottleneck for the next customer commitment wave,2026-04-17T10:15:00Z,9750,1594,203,34634,0.42,81.3,51,viral,2026-05-05T16:30:00Z,2026-05-05T16:30:00Z
559,55,twitter,hightech_signal_00559,Demand volatility around Connected Product Support Entitlement is pressuring allocation rules across enterprise buyer regions,2025-07-06T16:30:00Z,10636,2193,572,174046,0.42,96.8,26,mega_viral,2026-05-05T16:30:00Z,2026-05-05T16:30:00Z
560,68,instagram,hightech_signal_00560,Service and support operations are asking for a follow-up plan on Cloud GPU Burst Reservation before warranty cases rise,2026-04-16T19:45:00Z,9856,1639,170,91906,0.59,81.6,4,viral,2026-05-05T16:30:00Z,2026-05-05T16:30:00Z
561,81,threads,hightech_signal_00561,Warranty Analytics Data Mart allocation is tightening as component shortages ripple through customer commitments,2026-04-16T12:30:00Z,5052,1593,572,120578,0.89,83.4,41,viral,2026-05-05T16:30:00Z,2026-05-05T16:30:00Z
562,94,tiktok,hightech_signal_00562,Fab operations teams are watching wafer starts for Rugged Sensor Replacement Kit after the latest yield improvement review,2026-04-16T05:15:00Z,649,834,442,218659,0.5,74.3,17,rising,2026-05-05T16:30:00Z,2026-05-05T16:30:00Z
563,107,youtube,hightech_signal_00563,Supplier risk is rising for Contract Manufacturing Audit Pack and channel inventory buffers may not cover the next order-promising cycle,2026-04-15T22:00:00Z,10503,406,183,97995,0.83,81.4,57,viral,2026-05-05T16:30:00Z,2026-05-05T16:30:00Z
564,120,twitter,hightech_signal_00564,Engineering change orders changed the bill of materials assumptions for Channel Inventory Signal Pack during the NPI gate,2026-04-15T14:45:00Z,15972,235,645,55368,0.57,72.5,31,rising,2026-05-05T16:30:00Z,2026-05-05T16:30:00Z
565,133,instagram,hightech_signal_00565,Connected product telemetry for Thermal Control Sensor Array is showing field quality patterns that warranty analytics should triage,2025-10-26T16:30:00Z,10696,2254,160,11563,0.76,65.3,9,rising,2026-05-05T16:30:00Z,2026-05-05T16:30:00Z
566,146,threads,hightech_signal_00566,Contract manufacturing capacity for Yield Excursion Response Pack is becoming the bottleneck for the next customer commitment wave,2026-04-15T00:15:00Z,11326,815,517,117075,0.92,94.5,47,mega_viral,2026-05-05T16:30:00Z,2026-05-05T16:30:00Z
567,159,tiktok,hightech_signal_00567,Demand volatility around Contract Manufacturing Capacity Pack is pressuring allocation rules across enterprise buyer regions,2026-04-14T17:00:00Z,11873,2098,17,209599,0.85,56.1,22,normal,2026-05-05T16:30:00Z,2026-05-05T16:30:00Z
