post_id,influencer_id,platform,external_post_id,post_text,posted_at,likes_count,shares_count,comments_count,views_count,sentiment_score,virality_score,detected_products,momentum_flag,processed_at,created_at
947,53,twitter,ext_twitter_00000947,Vaccine allocation score rose after a regional safety bulletin,2026-05-04T06:42:59Z,4075,1540,951,133395,0.324,48.38,,rising,,2026-05-13T09:49:19Z
948,422,youtube,ext_youtube_00000948,Companion diagnostics bulletin notes elevated demand for Autologous Cell Therapy Lot; GeneNova Therapeutics allocation score rising,2026-05-12T23:14:14Z,303,76,6,545,0.583,18.56,,normal,,2026-05-13T09:49:19Z
949,181,instagram,ext_instagram_00000949,Device engineering flagged substitute review for Sterile WFI Vial Batch; WFI Direct technical file updated,2026-04-20T19:56:36Z,839,75,4,13086,0.618,23.35,,normal,,2026-05-13T09:49:19Z
950,352,youtube,ext_youtube_00000950,FDA inspection observations increased for sterile manufacturing sites this week,2026-05-12T14:16:56Z,887,64,15,8458,0.045,22.83,,normal,,2026-05-13T09:49:19Z
951,450,tiktok,ext_tiktok_00000951,ColdChainOps escalated Recombinant Protein GMP Lot; verify temperature profile and packaging before next VitaCore Therapeutics shipment,2026-05-03T13:31:16Z,782,56,46,18899,-0.073,23.86,,normal,,2026-05-13T09:49:19Z
952,286,twitter,ext_twitter_00000952,Pharmacovigilance intake volume is rising across marketed therapies,2026-05-11T05:42:32Z,728,13,45,3725,0.139,21.61,,normal,,2026-05-13T09:49:19Z
953,47,tiktok,ext_tiktok_00000953,Manufacturer onboarding alert: secondary source needed for SiliconeWorks Medical Medical-Grade Silicone Tubing due to capacity risk,2026-04-23T07:00:51Z,511,28,22,17645,0.736,23.34,,normal,,2026-05-13T09:49:19Z
954,304,instagram,ext_instagram_00000954,Regulatory review queue added Recombinant Protein GMP Lot; VitaCore Therapeutics certificate of analysis requested,2026-05-12T02:04:10Z,181,29,21,550,0.606,18.18,,normal,,2026-05-13T09:49:19Z
955,386,twitter,ext_twitter_00000955,Storage temperature note changed for Ambient Biospecimen Ship Kit; update receiving checklist for GreenLab Reagents,2026-05-10T22:41:51Z,9813,1633,880,151834,0.673,48.94,,rising,,2026-05-13T09:49:19Z
956,186,instagram,ext_instagram_00000956,Trial sites are increasing demand for diagnostic kits and sample logistics,2026-05-12T13:59:14Z,207,1,37,19975,-0.053,22.91,,normal,,2026-05-13T09:49:19Z
957,154,youtube,ext_youtube_00000957,Safety desk published compatibility matrix update for Ambient Biospecimen Ship Kit; quarantine suspect lots from GreenLab Reagents,2026-04-16T20:54:36Z,273,55,27,16936,0.458,23.02,,normal,,2026-05-13T09:49:19Z
958,212,tiktok,ext_tiktok_00000958,Forecast model detected signal cluster around WFI Direct Sterile WFI Vial Batch; expected demand multiplier increasing,2026-04-30T09:41:11Z,169,40,21,2373,0.591,20.11,,normal,,2026-05-13T09:49:19Z
959,218,twitter,ext_twitter_00000959,Port dwell time is rising for regulated clinical supply containers,2026-05-10T11:12:42Z,106,42,10,13638,0.106,22.09,,normal,,2026-05-13T09:49:19Z
960,121,instagram,ext_instagram_00000960,FDA inspection signal mentions Cryogenic Dewar Validation Pack from CryoGrade Logistics; quality team requested lot genealogy review,2026-05-01T14:51:00Z,2224,1653,554,195163,0.696,48.58,,rising,,2026-05-13T09:49:19Z
961,89,youtube,ext_youtube_00000961,EMA variation update references Cryogenic Dewar Validation Pack; CryoGrade Logistics release plan should be reviewed,2026-05-13T08:24:44Z,708,4,18,19298,0.675,23.63,,normal,,2026-05-13T09:49:19Z
962,485,tiktok,ext_tiktok_00000962,Protocol amendment increases demand for GLP Histopathology Slide Set; PreClinix Research trial supply forecast needs refresh,2026-05-10T18:02:31Z,43,27,6,15091,-0.076,21.66,,normal,,2026-05-13T09:49:19Z
963,456,twitter,ext_twitter_00000963,Cold-chain lane exception affects inbound Medical-Grade Silicone Tubing; SiliconeWorks Medical shipments may need alternate routes,2026-05-12T20:42:51Z,931,26,6,15544,-0.136,23.58,,normal,,2026-05-13T09:49:19Z
964,30,threads,ext_threads_00000964,CDMO capacity bulletin references GeneNova Therapeutics slot availability for Viral Vector Release Panel; trial sites should watch allocation,2026-05-06T09:29:39Z,26502,10230,7892,775125,0.504,77.37,,viral,,2026-05-13T09:49:19Z
965,124,youtube,ext_youtube_00000965,Critical component shortage advisory raised for -80C Biologic Transport Lane; CryoGrade Logistics lead times may extend this week,2026-04-29T19:00:38Z,357,60,38,5193,0.091,21.69,,normal,,2026-05-13T09:49:19Z
966,116,instagram,ext_instagram_00000966,Out-of-specification trend opened for StabilityCo Antioxidant Excipient Blend; QA teams should inspect recent lots,2026-04-29T01:50:29Z,438,0,41,19316,-0.158,23.36,,normal,,2026-05-13T09:49:19Z
967,363,threads,ext_threads_00000967,Vaccine allocation score rose after a regional safety bulletin,2026-05-10T18:21:51Z,345,84,33,16717,-0.387,23.24,,normal,,2026-05-13T09:49:19Z
968,305,tiktok,ext_tiktok_00000968,Temperature excursion reviews are pending for biologics and cell therapy shipments,2026-04-27T05:13:51Z,932,37,37,5910,-0.379,22.41,,normal,,2026-05-13T09:49:19Z
969,263,threads,ext_threads_00000969,Port dwell time is rising for regulated clinical supply containers,2026-05-13T04:44:29Z,454,58,47,16730,-0.37,23.37,,normal,,2026-05-13T09:49:19Z
970,254,instagram,ext_instagram_00000970,Port congestion signal may delay StabilityCo Antioxidant Excipient Blend; cold-chain routing needs updated ETA,2026-05-09T07:20:39Z,149,77,30,17103,0.564,22.89,,normal,,2026-05-13T09:49:19Z
971,277,youtube,ext_youtube_00000971,Enrollment surge detected for Sterility Assurance Swab Pack; SterilityGuard order book rising after protocol update,2026-05-01T22:19:04Z,8011,606,738,48016,0.348,47.16,,rising,,2026-05-13T09:49:19Z
972,24,youtube,ext_youtube_00000972,GxP desk published revised handling language for UDI Label Validation Pack; MedPack Components sites should refresh labels,2026-05-03T05:50:34Z,362,43,34,3501,0.033,21.11,,normal,,2026-05-13T09:49:19Z
973,481,twitter,ext_twitter_00000973,FDA safety update references downstream use of Randomization Label Pack; TrialPath CRO compliance packet under review,2026-05-09T11:49:22Z,2719,598,536,147917,0.299,47.99,,rising,,2026-05-13T09:49:19Z
974,268,threads,ext_threads_00000974,Manufacturer quality note: MedPack Components reported tighter specifications for Autoinjector Assembly Lot effective next batch,2026-04-15T12:49:31Z,237,30,35,1297,0.176,19.55,,normal,,2026-05-13T09:49:19Z
975,26,instagram,ext_instagram_00000975,Air freight capacity watch added for Protein A Resin Qualification Pack; ImmunoWorks Biologics shipments through hub corridor need monitoring,2026-04-19T02:32:16Z,369,22,27,11265,0.108,22.54,,normal,,2026-05-13T09:49:19Z
976,31,instagram,ext_instagram_00000976,Critical inventory advisory opened for MedPack Components Autoinjector Assembly Lot; replenish regional cold-chain sites,2026-04-17T20:28:43Z,1519,1243,779,120468,0.086,47.85,,rising,,2026-05-13T09:49:19Z
977,467,youtube,ext_youtube_00000977,Vaccine safety desk highlights Comparator Drug Blinding Kit; TrialPath CRO availability could tighten next month,2026-04-21T20:09:00Z,30,7,12,2969,-0.196,19.22,,normal,,2026-05-13T09:49:19Z
978,40,threads,ext_threads_00000978,Temperature excursion reviews are pending for biologics and cell therapy shipments,2026-05-04T20:46:21Z,724,46,43,5560,0.249,22.19,,normal,,2026-05-13T09:49:19Z
979,375,tiktok,ext_tiktok_00000979,Device engineering flagged substitute review for NGS Oncology Library Kit; BioPure Diagnostics technical file updated,2026-05-11T09:32:18Z,26,24,39,1226,0.489,18.83,,normal,,2026-05-13T09:49:19Z
980,284,instagram,ext_instagram_00000980,Customs hold advisory mentions SterileProcess Systems Cleanroom Gowning Kit; import documentation review required,2026-04-28T08:02:42Z,274,74,16,18888,0.44,23.17,,normal,,2026-05-13T09:49:19Z
981,108,twitter,ext_twitter_00000981,ColdChainOps escalated Sustainable Lab Plastics Kit; verify temperature profile and packaging before next GreenLab Reagents shipment,2026-05-13T09:39:55Z,38552,5667,2777,571790,0.264,76.8,,viral,,2026-05-13T09:49:19Z
982,157,tiktok,ext_tiktok_00000982,Market access desk reports payer coverage movement for Autologous Cell Therapy Lot; GeneNova Therapeutics quotes expiring faster,2026-05-01T10:41:54Z,660,55,3,9831,-0.169,22.76,,normal,,2026-05-13T09:49:19Z
983,304,instagram,ext_instagram_00000983,Manufacturer onboarding alert: secondary source needed for GreenLab Reagents Low-Waste Lab Starter Pack due to capacity risk,2026-04-15T22:08:03Z,376,95,8,582,-0.175,18.84,,normal,,2026-05-13T09:49:19Z
984,153,twitter,ext_twitter_00000984,Regulatory review queue added Process Deviation Triage Service; BioCatalyst Analytics certificate of analysis requested,2026-05-08T11:03:59Z,602,24,5,424,-0.176,18.53,,normal,,2026-05-13T09:49:19Z
985,3,twitter,ext_twitter_00000985,Storage temperature note changed for Viral Clearance Study Pack; update receiving checklist for BioCatalyst Analytics,2026-05-01T17:18:47Z,2640,610,294,53437,0.012,46.54,,rising,,2026-05-13T09:49:19Z
986,323,threads,ext_threads_00000986,PortSupply signal shows longer dwell time for Phase II Site Activation Kit; reroute TrialPath CRO orders where possible,2026-04-30T08:41:55Z,920,85,29,5509,0.286,22.36,,normal,,2026-05-13T09:49:19Z
987,71,instagram,ext_instagram_00000987,Safety desk published compatibility matrix update for Process Deviation Triage Service; quarantine suspect lots from BioCatalyst Analytics,2026-05-09T17:15:22Z,375,21,43,6505,0.747,21.91,,normal,,2026-05-13T09:49:19Z
988,120,threads,ext_threads_00000988,Forecast model detected signal cluster around ImmunoWorks Biologics Protein A Resin Qualification Pack; expected demand multiplier increasing,2026-05-13T09:08:19Z,876,67,11,14024,0.519,23.48,,normal,,2026-05-13T09:49:19Z
989,305,tiktok,ext_tiktok_00000989,Clinical supply desk requests allocation review for 2-8C Vaccine Distribution Lane; CryoGrade Logistics confidence changed,2026-05-03T02:50:31Z,585,70,3,13607,0.615,23.13,,normal,,2026-05-13T09:49:19Z
990,49,youtube,ext_youtube_00000990,FDA inspection observations increased for sterile manufacturing sites this week,2026-05-05T03:44:07Z,21660,6002,3927,515498,-0.009,76.45,,viral,,2026-05-13T09:49:19Z
991,128,twitter,ext_twitter_00000991,EMA variation update references Imported API Release Lot; PortBio Supply release plan should be reviewed,2026-05-10T19:36:54Z,182,51,18,14080,0.654,22.5,,normal,,2026-05-13T09:49:19Z
992,49,youtube,ext_youtube_00000992,Protocol amendment increases demand for AAV Vector Reference Lot; VitaCore Therapeutics trial supply forecast needs refresh,2026-05-13T09:38:01Z,14414,12778,4795,513404,0.637,76.6,,viral,,2026-05-13T09:49:19Z
993,82,tiktok,ext_tiktok_00000993,Cold-chain routing desk reports new lane restrictions near a major airport hub,2026-05-13T09:25:27Z,5997,433,180,133155,-0.343,48.11,,rising,,2026-05-13T09:49:19Z
994,190,threads,ext_threads_00000994,CDMO capacity bulletin references TrialPath CRO slot availability for Randomization Label Pack; trial sites should watch allocation,2026-05-06T12:44:21Z,160,85,24,11125,0.728,22.35,,normal,,2026-05-13T09:49:19Z
995,6,instagram,ext_instagram_00000995,Critical component shortage advisory raised for Imported API Release Lot; PortBio Supply lead times may extend this week,2026-04-29T00:09:35Z,674,63,46,7827,0.231,22.63,,normal,,2026-05-13T09:49:19Z
996,319,instagram,ext_instagram_00000996,Out-of-specification trend opened for PreClinix Research Animal Health Vaccine Batch; QA teams should inspect recent lots,2026-05-11T08:20:41Z,167,55,5,16837,0.376,22.61,,normal,,2026-05-13T09:49:19Z
997,20,threads,ext_threads_00000997,Vaccine allocation score rose after a regional safety bulletin,2026-05-13T03:10:59Z,572,12,30,17616,0.082,23.41,,normal,,2026-05-13T09:49:19Z
998,394,instagram,ext_instagram_00000998,Temperature excursion reviews are pending for biologics and cell therapy shipments,2026-05-01T22:07:26Z,88,79,37,11147,-0.385,22.25,,normal,,2026-05-13T09:49:19Z
999,231,instagram,ext_instagram_00000999,Temperature excursion warning updated for Prefilled Syringe Component Kit; verify release hold before receiving MedPack Components lots,2026-05-12T09:14:34Z,647,66,40,116,0.495,17.1,,normal,,2026-05-13T09:49:19Z
1000,60,threads,ext_threads_00001000,Port congestion signal may delay VitaCore Therapeutics Stability Study Sample Set; cold-chain routing needs updated ETA,2026-04-24T11:40:31Z,8434,1007,274,181488,0.344,48.88,,rising,,2026-05-13T09:49:19Z
1001,466,twitter,ext_twitter_00001001,Enrollment surge detected for Tamper-Evident Carton Batch; MedPack Components order book rising after protocol update,2026-05-13T03:32:30Z,191,69,2,19071,0.574,22.89,,normal,,2026-05-13T09:49:19Z
1002,462,youtube,ext_youtube_00001002,GxP desk published revised handling language for Recyclable Cold Pack Set; GreenLab Reagents sites should refresh labels,2026-05-02T00:35:03Z,930,62,26,16223,0.087,23.74,,normal,,2026-05-13T09:49:19Z
1003,368,threads,ext_threads_00001003,FDA safety update references downstream use of Autologous Cell Therapy Lot; GeneNova Therapeutics compliance packet under review,2026-04-13T10:01:31Z,418,76,13,17403,0.176,23.29,,normal,,2026-05-13T09:49:19Z
1004,387,youtube,ext_youtube_00001004,Manufacturer quality note: WFI Direct reported tighter specifications for Sterile WFI Vial Batch effective next batch,2026-05-12T22:46:50Z,6441,1902,942,192393,0.152,49.09,,rising,,2026-05-13T09:49:19Z
1005,50,threads,ext_threads_00001005,Air freight capacity watch added for AAV Vector Reference Lot; VitaCore Therapeutics shipments through hub corridor need monitoring,2026-05-06T20:38:41Z,948,41,49,8403,0.088,22.91,,normal,,2026-05-13T09:49:19Z
1006,40,threads,ext_threads_00001006,Trial sites are increasing demand for diagnostic kits and sample logistics,2026-05-01T13:34:45Z,405,85,49,2791,-0.097,21.05,,normal,,2026-05-13T09:49:19Z
1007,65,threads,ext_threads_00001007,Vaccine allocation score rose after a regional safety bulletin,2026-05-12T12:45:30Z,874,52,14,17370,-0.206,23.74,,normal,,2026-05-13T09:49:19Z
1008,448,threads,ext_threads_00001008,Companion diagnostics bulletin notes elevated demand for Allogeneic Cell Bank Vial Set; GeneNova Therapeutics allocation score rising,2026-05-13T06:52:34Z,11,25,43,18634,-0.032,22.37,,normal,,2026-05-13T09:49:19Z
1009,448,threads,ext_threads_00001009,Device engineering flagged substitute review for Endotoxin Removal Cartridge; EndoClear BioProcess technical file updated,2026-05-13T06:40:57Z,160,23,18,5495,-0.068,21.05,,normal,,2026-05-13T09:49:19Z
1010,233,twitter,ext_twitter_00001010,FDA inspection observations increased for sterile manufacturing sites this week,2026-05-09T13:47:18Z,384,91,14,5067,-0.48,21.68,,normal,,2026-05-13T09:49:19Z
1011,152,tiktok,ext_tiktok_00001011,ColdChainOps escalated PAT Spectroscopy Model Pack; verify temperature profile and packaging before next BioCatalyst Analytics shipment,2026-05-13T06:05:15Z,574,4,5,622,0.288,18.93,,normal,,2026-05-13T09:49:19Z
1012,334,instagram,ext_instagram_00001012,Market access desk reports payer coverage movement for Viral Vector Release Panel; GeneNova Therapeutics quotes expiring faster,2026-05-06T14:29:09Z,491,68,49,5131,-0.103,21.91,,normal,,2026-05-13T09:49:19Z
1013,380,tiktok,ext_tiktok_00001013,Manufacturer onboarding alert: secondary source needed for CryoGrade Logistics Cryogenic Dewar Validation Pack due to capacity risk,2026-04-27T17:58:04Z,9982,1101,868,167145,0.675,49.01,,rising,,2026-05-13T09:49:19Z
1014,227,tiktok,ext_tiktok_00001014,Regulatory review queue added Prefilled Syringe Component Kit; MedPack Components certificate of analysis requested,2026-05-08T14:36:55Z,3097,363,301,161181,0.139,47.97,,rising,,2026-05-13T09:49:19Z
1015,121,instagram,ext_instagram_00001015,Storage temperature note changed for EMA Variation Dossier Review; update receiving checklist for SafeGx Quality Labs,2026-05-13T02:49:21Z,148,73,25,17403,0.05,22.86,,normal,,2026-05-13T09:49:19Z
1016,181,instagram,ext_instagram_00001016,Trial sites are increasing demand for diagnostic kits and sample logistics,2026-04-22T06:32:24Z,691,83,48,2401,-0.341,21.14,,normal,,2026-05-13T09:49:19Z
1017,113,twitter,ext_twitter_00001017,Safety desk published compatibility matrix update for GLP Toxicology Study Kit; quarantine suspect lots from PreClinix Research,2026-05-10T23:34:40Z,2865,1409,417,156593,-0.195,48.27,,rising,,2026-05-13T09:49:19Z
1018,488,threads,ext_threads_00001018,Forecast model detected signal cluster around CryoGrade Logistics Temperature Excursion Triage Kit; expected demand multiplier increasing,2026-05-13T09:03:28Z,826,2,1,18842,0.325,23.67,,normal,,2026-05-13T09:49:19Z
1019,30,threads,ext_threads_00001019,Port dwell time is rising for regulated clinical supply containers,2026-04-30T07:59:10Z,479,61,39,1006,-0.197,19.72,,normal,,2026-05-13T09:49:19Z
1020,171,instagram,ext_instagram_00001020,FDA inspection signal mentions Device Adhesive Biocompatibility Lot from AdhesiveOne Medical; quality team requested lot genealogy review,2026-05-09T23:14:58Z,519,36,22,14351,0.743,23.11,,normal,,2026-05-13T09:49:19Z
1021,325,tiktok,ext_tiktok_00001021,EMA review window opened for several biologics variation dossiers,2026-04-27T21:58:52Z,268,12,19,248,0.007,17.27,,normal,,2026-05-13T09:49:19Z
1022,14,youtube,ext_youtube_00001022,Protocol amendment increases demand for Peptide Intermediate Batch; Peptide Partners trial supply forecast needs refresh,2026-05-11T22:50:15Z,32404,10416,3379,973135,0.082,77.57,,viral,,2026-05-13T09:49:19Z
1023,463,threads,ext_threads_00001023,Cold-chain lane exception affects inbound -80C Biologic Transport Lane; CryoGrade Logistics shipments may need alternate routes,2026-05-01T10:48:38Z,377,2,36,14621,0.384,22.87,,normal,,2026-05-13T09:49:19Z
1024,362,youtube,ext_youtube_00001024,Single-use component availability tightened after a supplier capacity outage,2026-05-12T12:28:34Z,39481,6925,3624,644984,0.414,77.04,,viral,,2026-05-13T09:49:19Z
1025,157,tiktok,ext_tiktok_00001025,Manufacturer quality desk flagged more out-of-specification investigations than normal,2026-05-09T10:13:48Z,23,21,7,3892,0.599,19.64,,normal,,2026-05-13T09:49:19Z
1026,303,threads,ext_threads_00001026,Trial sites are increasing demand for diagnostic kits and sample logistics,2026-04-20T02:42:47Z,1946,1526,168,83001,-0.234,47.24,,rising,,2026-05-13T09:49:19Z
1027,346,twitter,ext_twitter_00001027,Vaccine allocation score rose after a regional safety bulletin,2026-04-19T21:15:27Z,7434,1140,215,90670,-0.361,47.9,,rising,,2026-05-13T09:49:19Z
1028,4,youtube,ext_youtube_00001028,New manufacturer qualification started for MedPropel Devices Medical-Grade Resin Cartridge; risk team tracking certificates,2026-05-12T17:21:15Z,226,71,4,4705,0.157,21.18,,normal,,2026-05-13T09:49:19Z
1029,437,youtube,ext_youtube_00001029,Temperature excursion warning updated for Endotoxin Removal Cartridge; verify release hold before receiving EndoClear BioProcess lots,2026-05-12T08:20:14Z,443,53,44,8505,0.028,22.46,,normal,,2026-05-13T09:49:19Z
1030,459,instagram,ext_instagram_00001030,Port congestion signal may delay GreenLab Reagents Ambient Biospecimen Ship Kit; cold-chain routing needs updated ETA,2026-05-12T17:38:15Z,30011,7808,4509,532667,0.462,76.72,,viral,,2026-05-13T09:49:19Z
1031,406,twitter,ext_twitter_00001031,EMA review window opened for several biologics variation dossiers,2026-04-26T07:13:07Z,256,59,49,17883,-0.378,23.19,,normal,,2026-05-13T09:49:19Z
1032,163,twitter,ext_twitter_00001032,Pharmacovigilance intake volume is rising across marketed therapies,2026-05-09T09:56:16Z,134,68,24,16410,0.394,22.71,,normal,,2026-05-13T09:49:19Z
1033,388,threads,ext_threads_00001033,FDA safety update references downstream use of Plasmid DNA GMP Batch; GeneNova Therapeutics compliance packet under review,2026-05-12T23:12:27Z,849,51,12,2090,0.39,20.95,,normal,,2026-05-13T09:49:19Z
1034,5,threads,ext_threads_00001034,Manufacturer quality note: BioPure Diagnostics reported tighter specifications for qPCR Respiratory Panel effective next batch,2026-04-23T03:59:48Z,943,74,44,16121,0.64,23.8,,normal,,2026-05-13T09:49:19Z
1035,93,twitter,ext_twitter_00001035,Manufacturer quality desk flagged more out-of-specification investigations than normal,2026-05-05T08:50:15Z,9459,1394,140,86995,-0.455,48.02,,rising,,2026-05-13T09:49:19Z
1036,119,youtube,ext_youtube_00001036,Trial sites are increasing demand for diagnostic kits and sample logistics,2026-05-12T16:52:46Z,239,20,17,12968,0.371,22.38,,normal,,2026-05-13T09:49:19Z
1037,425,tiktok,ext_tiktok_00001037,Vaccine safety desk highlights Low-Waste Lab Starter Pack; GreenLab Reagents availability could tighten next month,2026-05-13T07:44:58Z,256,61,24,8241,0.262,22.05,,normal,,2026-05-13T09:49:19Z
1038,447,youtube,ext_youtube_00001038,Companion diagnostics bulletin notes elevated demand for Stainless Bioreactor Passivation Kit; CleanSuite Life Sciences allocation score rising,2026-04-22T16:28:57Z,9752,650,508,196069,0.716,49.08,,rising,,2026-05-13T09:49:19Z
1039,76,instagram,ext_instagram_00001039,Device engineering flagged substitute review for Gamma-Irradiated Tubing Set; SterileProcess Systems technical file updated,2026-04-21T21:46:53Z,37452,10821,6749,352623,-0.166,76.44,,viral,,2026-05-13T09:49:19Z
1040,271,twitter,ext_twitter_00001040,Customs hold advisory mentions SafeGx Quality Labs FDA IND Submission Pack; import documentation review required,2026-05-08T17:59:18Z,159,22,38,4751,0.283,21.03,,normal,,2026-05-13T09:49:19Z
1041,291,twitter,ext_twitter_00001041,ColdChainOps escalated Purified Water Monitoring Kit; verify temperature profile and packaging before next PurePAC Clinical shipment,2026-05-10T17:59:44Z,8069,800,330,58602,0.073,47.36,,rising,,2026-05-13T09:49:19Z
1042,114,youtube,ext_youtube_00001042,Market access desk reports payer coverage movement for Randomization Label Pack; TrialPath CRO quotes expiring faster,2026-05-08T13:49:32Z,1732,1277,866,66131,0.285,47.14,,rising,,2026-05-13T09:49:19Z
1043,369,instagram,ext_instagram_00001043,Manufacturer onboarding alert: secondary source needed for PreClinix Research Animal Health Vaccine Batch due to capacity risk,2026-05-02T08:39:01Z,645,36,7,7707,0.501,22.4,,normal,,2026-05-13T09:49:19Z
1044,143,twitter,ext_twitter_00001044,Regulatory review queue added Ambient Biospecimen Ship Kit; GreenLab Reagents certificate of analysis requested,2026-04-21T13:42:57Z,539,18,20,7516,0.022,22.23,,normal,,2026-05-13T09:49:19Z
1045,178,twitter,ext_twitter_00001045,Storage temperature note changed for UDI Label Validation Pack; update receiving checklist for MedPack Components,2026-04-19T06:16:28Z,321,3,1,2514,-0.189,20.24,,normal,,2026-05-13T09:49:19Z
1046,218,twitter,ext_twitter_00001046,PortSupply signal shows longer dwell time for Stainless Bioreactor Passivation Kit; reroute CleanSuite Life Sciences orders where possible,2026-05-08T21:54:28Z,928,82,42,8382,0.069,22.94,,normal,,2026-05-13T09:49:19Z
1047,450,tiktok,ext_tiktok_00001047,Vaccine allocation score rose after a regional safety bulletin,2026-04-19T21:08:04Z,7304,1329,126,140728,-0.038,48.47,,rising,,2026-05-13T09:49:19Z
1048,231,instagram,ext_instagram_00001048,Forecast model detected signal cluster around SiliconeWorks Medical Medical-Grade Silicone Tubing; expected demand multiplier increasing,2026-04-27T03:30:55Z,6774,273,576,64646,0.296,47.34,,rising,,2026-05-13T09:49:19Z
1049,164,youtube,ext_youtube_00001049,Clinical supply desk requests allocation review for Randomization Label Pack; TrialPath CRO confidence changed,2026-05-09T20:13:31Z,98,60,38,13835,-0.083,22.47,,normal,,2026-05-13T09:49:19Z
1050,327,youtube,ext_youtube_00001050,FDA inspection signal mentions Tamper-Evident Carton Batch from MedPack Components; quality team requested lot genealogy review,2026-05-03T16:09:42Z,107,68,28,14770,0.34,22.54,,normal,,2026-05-13T09:49:19Z
1051,191,instagram,ext_instagram_00001051,EMA variation update references Sterility Assurance Swab Pack; SterilityGuard release plan should be reviewed,2026-05-07T09:07:16Z,19964,14568,1027,898013,-0.061,77.29,,viral,,2026-05-13T09:49:19Z
1052,314,instagram,ext_instagram_00001052,Protocol amendment increases demand for Comparator Drug Blinding Kit; TrialPath CRO trial supply forecast needs refresh,2026-05-05T18:07:29Z,416525,23896,24793,17691638,0.008,99.46,,mega_viral,,2026-05-13T09:49:19Z
1053,468,threads,ext_threads_00001053,Cold-chain lane exception affects inbound Acrylic Device Housing Resin; FormulationBridge shipments may need alternate routes,2026-04-20T15:19:20Z,9126,296,531,188054,0.675,48.93,,rising,,2026-05-13T09:49:19Z
1054,422,youtube,ext_youtube_00001054,Single-use component availability tightened after a supplier capacity outage,2026-05-06T15:47:37Z,192,38,39,2480,-0.03,20.35,,normal,,2026-05-13T09:49:19Z
1055,357,youtube,ext_youtube_00001055,Critical component shortage advisory raised for qPCR Respiratory Panel; BioPure Diagnostics lead times may extend this week,2026-05-02T17:17:04Z,7096,1664,113,128157,0.648,48.39,,rising,,2026-05-13T09:49:19Z
1056,75,threads,ext_threads_00001056,Out-of-specification trend opened for SafeGx Quality Labs Labeling Change Impact Review; QA teams should inspect recent lots,2026-05-13T09:48:49Z,22780,12529,4473,335988,0.564,76.15,,viral,,2026-05-13T09:49:19Z
1057,167,tiktok,ext_tiktok_00001057,Vaccine allocation score rose after a regional safety bulletin,2026-05-07T20:57:49Z,586,67,43,1395,0.085,20.29,,normal,,2026-05-13T09:49:19Z
1058,101,instagram,ext_instagram_00001058,New manufacturer qualification started for AdhesiveOne Medical Device Adhesive Biocompatibility Lot; risk team tracking certificates,2026-04-24T03:30:58Z,473,22,0,15096,-0.032,22.96,,normal,,2026-05-13T09:49:19Z
1059,5,threads,ext_threads_00001059,Temperature excursion warning updated for Host Cell Protein Assay Kit; verify release hold before receiving ImmunoWorks Biologics lots,2026-05-13T09:48:08Z,41,59,47,2308,0.08,20.04,,normal,,2026-05-13T09:49:19Z
1060,1,instagram,ext_instagram_00001060,FDA inspection observations increased for sterile manufacturing sites this week,2026-04-20T03:11:06Z,4045,1518,899,195870,-0.125,48.86,,rising,,2026-05-13T09:49:19Z
1061,387,youtube,ext_youtube_00001061,Enrollment surge detected for Single-Use Bioreactor Bag 500L; SterileProcess Systems order book rising after protocol update,2026-05-12T14:41:17Z,864,84,0,19036,0.397,23.87,,normal,,2026-05-13T09:49:19Z
1062,350,tiktok,ext_tiktok_00001062,GxP desk published revised handling language for Recombinant Protein GMP Lot; VitaCore Therapeutics sites should refresh labels,2026-05-06T01:41:01Z,8559,848,449,56085,0.026,47.38,,rising,,2026-05-13T09:49:19Z
1063,365,tiktok,ext_tiktok_00001063,FDA safety update references downstream use of ELISA Cytokine Monitoring Kit; BioPure Diagnostics compliance packet under review,2026-04-19T09:06:59Z,236,79,10,4326,0.068,21.16,,normal,,2026-05-13T09:49:19Z
1064,474,instagram,ext_instagram_00001064,Manufacturer quality note: CleanSuite Life Sciences reported tighter specifications for Stainless Bioreactor Passivation Kit effective next batch,2026-05-03T14:01:41Z,4290,1426,160,155100,0.321,48.34,,rising,,2026-05-13T09:49:19Z
1065,180,threads,ext_threads_00001065,Air freight capacity watch added for Rescue Medication Site Pack; TrialPath CRO shipments through hub corridor need monitoring,2026-05-11T15:35:31Z,6085,444,952,74350,-0.072,47.6,,rising,,2026-05-13T09:49:19Z
1066,414,instagram,ext_instagram_00001066,Critical inventory advisory opened for PreClinix Research Bioanalytical Plasma Sample Set; replenish regional cold-chain sites,2026-04-26T08:37:59Z,708,64,18,3270,0.336,21.44,,normal,,2026-05-13T09:49:19Z
1067,150,threads,ext_threads_00001067,Vaccine safety desk highlights Comparator Drug Blinding Kit; TrialPath CRO availability could tighten next month,2026-04-25T05:43:37Z,686,55,28,16611,-0.162,23.55,,normal,,2026-05-13T09:49:19Z
1068,113,twitter,ext_twitter_00001068,Companion diagnostics bulletin notes elevated demand for Cleanroom Gowning Kit; SterileProcess Systems allocation score rising,2026-04-25T12:54:06Z,548,66,40,5506,0.428,22.03,,normal,,2026-05-13T09:49:19Z
1069,455,tiktok,ext_tiktok_00001069,Port dwell time is rising for regulated clinical supply containers,2026-04-30T12:31:08Z,429,52,35,11322,0,22.77,,normal,,2026-05-13T09:49:19Z
