influencer_id,handle,display_name,platform,follower_count,engagement_rate,influence_score,niche,city,region,country,is_verified,created_at
211,@stability_forecast,Stability Forecast,instagram,38114,0.0779,99.81,Pharmacovigilance,New York,New York,US,0,2026-05-13T09:49:19Z
212,@stability_pulse,Stability Pulse,tiktok,3566,0.0632,68.98,Cell Therapy,Los Angeles,California,US,0,2026-05-13T09:49:19Z
213,@stability_safety,Stability Safety,twitter,5830,0.0396,62.39,Biologics Manufacturing,Chicago,Illinois,US,0,2026-05-13T09:49:19Z
214,@stability_risk,Stability Risk,youtube,1865,0.1158,100,Diagnostics,Houston,Texas,US,0,2026-05-13T09:49:19Z
215,@stability_weekly,Stability Weekly,threads,2731,0.0699,74.94,Medical Devices,Phoenix,Arizona,US,0,2026-05-13T09:49:19Z
216,@stability_control,Stability Control,instagram,8152,0.0485,72.83,Trial Supply,San Francisco,California,US,0,2026-05-13T09:49:19Z
217,@stability_bulletin,Stability Bulletin,tiktok,4926,0.0652,74.26,Sterility Assurance,Miami,Florida,US,0,2026-05-13T09:49:19Z
218,@stability_ledger,Stability Ledger,twitter,411985,0.0176,78.56,Manufacturer Quality,Seattle,Washington,US,0,2026-05-13T09:49:19Z
219,@stability_bridge,Stability Bridge,youtube,91847,0.0573,86.64,Enrollment Risk,Denver,Colorado,US,0,2026-05-13T09:49:19Z
220,@stability_flow,Stability Flow,threads,55969,0.03,72.23,Air Cargo,Austin,Texas,US,0,2026-05-13T09:49:19Z
221,@deviation_screen,Deviation Screen,instagram,5887,0.0308,55,FDA,Nashville,Tennessee,US,0,2026-05-13T09:49:19Z
222,@deviation_channel,Deviation Channel,tiktok,8389,0.0658,87.67,EMA,Portland,Oregon,US,0,2026-05-13T09:49:19Z
223,@deviation_wire,Deviation Wire,twitter,28703,0.0331,65.63,GxP,Boston,Massachusetts,US,0,2026-05-13T09:49:19Z
224,@deviation_coordinator,Deviation Coordinator,youtube,7281,0.0875,94.91,Cold Chain,Atlanta,Georgia,US,0,2026-05-13T09:49:19Z
225,@deviation_routing,Deviation Routing,threads,3505,0.118,100,Clinical Operations,Dallas,Texas,US,0,2026-05-13T09:49:19Z
226,@deviation_risk,Deviation Risk,instagram,20353,0.0779,90.24,Pharmacovigilance,San Diego,California,US,0,2026-05-13T09:49:19Z
227,@deviation_notice,Deviation Notice,tiktok,9325,0.0451,70.54,Cell Therapy,Minneapolis,Minnesota,US,0,2026-05-13T09:49:19Z
228,@deviation_release,Deviation Release,twitter,4082,0.0406,67.89,Biologics Manufacturing,Detroit,Michigan,US,0,2026-05-13T09:49:19Z
229,@deviation_review,Deviation Review,youtube,8737,0.0488,75.73,Diagnostics,Las Vegas,Nevada,US,0,2026-05-13T09:49:19Z
230,@deviation_node,Deviation Node,threads,2197,0.1039,100,Medical Devices,Brooklyn,New York,US,0,2026-05-13T09:49:19Z
231,@excursion_index,Excursion Index,instagram,2104,0.1142,95.74,Trial Supply,New York,New York,US,0,2026-05-13T09:49:19Z
232,@excursion_bridge,Excursion Bridge,tiktok,1946,0.042,58.6,Sterility Assurance,Los Angeles,California,US,0,2026-05-13T09:49:19Z
233,@excursion_forecast,Excursion Forecast,twitter,7139,0.0336,67.51,Manufacturer Quality,Chicago,Illinois,US,0,2026-05-13T09:49:19Z
234,@excursion_channel,Excursion Channel,youtube,2878,0.0424,58.81,Enrollment Risk,Houston,Texas,US,0,2026-05-13T09:49:19Z
235,@excursion_flow,Excursion Flow,threads,83689,0.0386,82.71,Air Cargo,Phoenix,Arizona,US,0,2026-05-13T09:49:19Z
236,@excursion_pulse,Excursion Pulse,instagram,62525,0.0276,65.57,FDA,San Francisco,California,US,0,2026-05-13T09:49:19Z
237,@excursion_network,Excursion Network,tiktok,794500,0.0241,81.69,EMA,Miami,Florida,US,1,2026-05-13T09:49:19Z
238,@excursion_coordinator,Excursion Coordinator,twitter,318695,0.0417,87.35,GxP,Seattle,Washington,US,0,2026-05-13T09:49:19Z
239,@excursion_safety,Excursion Safety,youtube,8189,0.0882,92.5,Cold Chain,Denver,Colorado,US,0,2026-05-13T09:49:19Z
240,@excursion_matrix,Excursion Matrix,threads,62367,0.0404,83.32,Clinical Operations,Austin,Texas,US,0,2026-05-13T09:49:19Z
241,@enrollment_map,Enrollment Map,instagram,86517,0.0473,83.69,Pharmacovigilance,Nashville,Tennessee,US,0,2026-05-13T09:49:19Z
242,@enrollment_watch,Enrollment Watch,tiktok,5628,0.0606,76.51,Cell Therapy,Portland,Oregon,US,0,2026-05-13T09:49:19Z
251,@protocol_ledger,Protocol Ledger,twitter,9663,0.042,64.43,Biologics Manufacturing,Boston,Massachusetts,US,0,2026-05-13T09:49:19Z
252,@protocol_desk,Protocol Desk,youtube,74156,0.0711,95.99,Diagnostics,Atlanta,Georgia,US,0,2026-05-13T09:49:19Z
253,@protocol_feed,Protocol Feed,threads,466456,0.0177,81.55,Medical Devices,Dallas,Texas,US,0,2026-05-13T09:49:19Z
254,@protocol_bulletin,Protocol Bulletin,instagram,2413,0.0443,67.95,Trial Supply,San Diego,California,US,0,2026-05-13T09:49:19Z
255,@protocol_node,Protocol Node,tiktok,73220,0.0519,79.48,Sterility Assurance,Minneapolis,Minnesota,US,0,2026-05-13T09:49:19Z
256,@protocol_lab,Protocol Lab,twitter,883156,0.0261,85.53,Manufacturer Quality,Detroit,Michigan,US,1,2026-05-13T09:49:19Z
257,@protocol_control,Protocol Control,youtube,2588,0.0532,68.19,Enrollment Risk,Las Vegas,Nevada,US,0,2026-05-13T09:49:19Z
258,@protocol_monitor,Protocol Monitor,threads,93563,0.0469,86.24,Air Cargo,Brooklyn,New York,US,0,2026-05-13T09:49:19Z
259,@protocol_release,Protocol Release,instagram,8014,0.055,70.9,FDA,New York,New York,US,0,2026-05-13T09:49:19Z
260,@protocol_weekly,Protocol Weekly,tiktok,511058,0.023,82.21,EMA,Los Angeles,California,US,1,2026-05-13T09:49:19Z
261,@inspection_hub,Inspection Hub,twitter,52813,0.0673,88.59,GxP,Chicago,Illinois,US,0,2026-05-13T09:49:19Z
262,@inspection_bulletin,Inspection Bulletin,youtube,9051,0.0333,60.36,Cold Chain,Houston,Texas,US,0,2026-05-13T09:49:19Z
263,@inspection_office,Inspection Office,threads,6178,0.078,85.48,Clinical Operations,Phoenix,Arizona,US,0,2026-05-13T09:49:19Z
264,@inspection_monitor,Inspection Monitor,instagram,64429,0.0376,84.03,Pharmacovigilance,San Francisco,California,US,0,2026-05-13T09:49:19Z
265,@inspection_status,Inspection Status,tiktok,47160,0.0535,77.59,Cell Therapy,Miami,Florida,US,0,2026-05-13T09:49:19Z
266,@inspection_intel,Inspection Intel,twitter,11203131,0.0103,89.89,Biologics Manufacturing,Seattle,Washington,US,1,2026-05-13T09:49:19Z
267,@inspection_queue,Inspection Queue,youtube,2009,0.0395,53.06,Diagnostics,Denver,Colorado,US,0,2026-05-13T09:49:19Z
268,@inspection_safety,Inspection Safety,threads,4317,0.0373,63.63,Medical Devices,Austin,Texas,US,0,2026-05-13T09:49:19Z
269,@inspection_report,Inspection Report,instagram,8066,0.097,94.51,Trial Supply,Nashville,Tennessee,US,0,2026-05-13T09:49:19Z
270,@inspection_flow,Inspection Flow,tiktok,1959,0.0454,60.89,Sterility Assurance,Portland,Oregon,US,0,2026-05-13T09:49:19Z
271,@recall_feed,Recall Feed,twitter,6958,0.0339,69.95,Manufacturer Quality,Boston,Massachusetts,US,0,2026-05-13T09:49:19Z
272,@recall_lab,Recall Lab,youtube,240606,0.0238,79.18,Enrollment Risk,Atlanta,Georgia,US,0,2026-05-13T09:49:19Z
273,@recall_release,Recall Release,threads,5389,0.0447,63.77,Air Cargo,Dallas,Texas,US,0,2026-05-13T09:49:19Z
274,@recall_intel,Recall Intel,instagram,688346,0.0241,85.95,FDA,San Diego,California,US,1,2026-05-13T09:49:19Z
275,@recall_matrix,Recall Matrix,tiktok,6221,0.0868,92.48,EMA,Minneapolis,Minnesota,US,0,2026-05-13T09:49:19Z
276,@recall_network,Recall Network,twitter,9683,0.051,68.42,GxP,Detroit,Michigan,US,0,2026-05-13T09:49:19Z
277,@recall_channel,Recall Channel,youtube,942590,0.0367,83.32,Cold Chain,Las Vegas,Nevada,US,1,2026-05-13T09:49:19Z
278,@recall_index,Recall Index,threads,3404,0.0316,53,Clinical Operations,Brooklyn,New York,US,0,2026-05-13T09:49:19Z
279,@recall_desk,Recall Desk,instagram,8007,0.0487,66.53,Pharmacovigilance,New York,New York,US,0,2026-05-13T09:49:19Z
280,@recall_node,Recall Node,tiktok,2332,0.0933,93.44,Cell Therapy,Los Angeles,California,US,0,2026-05-13T09:49:19Z
281,@import_brief,Import Brief,twitter,4193,0.0653,70.53,Biologics Manufacturing,Chicago,Illinois,US,0,2026-05-13T09:49:19Z
282,@import_monitor,Import Monitor,youtube,8868,0.0777,86.99,Diagnostics,Houston,Texas,US,0,2026-05-13T09:49:19Z
283,@import_source,Import Source,threads,2308,0.0672,77.39,Medical Devices,Phoenix,Arizona,US,0,2026-05-13T09:49:19Z
284,@import_safety,Import Safety,instagram,507615,0.0381,88.65,Trial Supply,San Francisco,California,US,1,2026-05-13T09:49:19Z
285,@import_observer,Import Observer,tiktok,7490,0.0402,60.8,Sterility Assurance,Miami,Florida,US,0,2026-05-13T09:49:19Z
286,@import_index,Import Index,twitter,345378,0.0189,68.63,Manufacturer Quality,Seattle,Washington,US,0,2026-05-13T09:49:19Z
287,@import_alerts,Import Alerts,youtube,241367,0.0196,68.14,Enrollment Risk,Denver,Colorado,US,0,2026-05-13T09:49:19Z
288,@import_control,Import Control,threads,593208,0.0334,90.97,Air Cargo,Austin,Texas,US,1,2026-05-13T09:49:19Z
289,@import_notice,Import Notice,instagram,6598,0.1039,96.43,FDA,Nashville,Tennessee,US,0,2026-05-13T09:49:19Z
290,@import_matrix,Import Matrix,tiktok,926930,0.0239,85.49,EMA,Portland,Oregon,US,1,2026-05-13T09:49:19Z
291,@api_node,Api Node,twitter,640138,0.0291,83.37,GxP,Boston,Massachusetts,US,1,2026-05-13T09:49:19Z
292,@api_weekly,Api Weekly,youtube,6327,0.1112,100,Cold Chain,Atlanta,Georgia,US,0,2026-05-13T09:49:19Z
293,@api_matrix,Api Matrix,threads,98642,0.0457,83.68,Clinical Operations,Dallas,Texas,US,0,2026-05-13T09:49:19Z
294,@api_flow,Api Flow,instagram,927959,0.0249,85.75,Pharmacovigilance,San Diego,California,US,1,2026-05-13T09:49:19Z
295,@api_watch,Api Watch,tiktok,1194,0.0906,79.37,Cell Therapy,Minneapolis,Minnesota,US,0,2026-05-13T09:49:19Z
301,@excipient_office,Excipient Office,twitter,4826160,0.0192,88.4,Biologics Manufacturing,Detroit,Michigan,US,1,2026-05-13T09:49:19Z
302,@excipient_intel,Excipient Intel,youtube,7577,0.0777,87.23,Diagnostics,Las Vegas,Nevada,US,0,2026-05-13T09:49:19Z
303,@excipient_report,Excipient Report,threads,8002,0.048,72.92,Medical Devices,Brooklyn,New York,US,0,2026-05-13T09:49:19Z
304,@excipient_index,Excipient Index,instagram,3572,0.0744,85.39,Trial Supply,New York,New York,US,0,2026-05-13T09:49:19Z
305,@excipient_ops,Excipient Ops,tiktok,5905,0.093,93.17,Sterility Assurance,Los Angeles,California,US,0,2026-05-13T09:49:19Z
306,@excipient_planner,Excipient Planner,twitter,2531,0.1111,96.79,Manufacturer Quality,Chicago,Illinois,US,0,2026-05-13T09:49:19Z
307,@excipient_market,Excipient Market,youtube,9637752,0.0229,97.13,Enrollment Risk,Houston,Texas,US,1,2026-05-13T09:49:19Z
308,@excipient_bridge,Excipient Bridge,threads,5045,0.0485,72.14,Air Cargo,Phoenix,Arizona,US,0,2026-05-13T09:49:19Z
309,@excipient_brief,Excipient Brief,instagram,6660,0.0887,88.91,FDA,San Francisco,California,US,0,2026-05-13T09:49:19Z
310,@excipient_weekly,Excipient Weekly,tiktok,671175,0.0346,81.77,EMA,Miami,Florida,US,1,2026-05-13T09:49:19Z
311,@sterility_control,Sterility Control,twitter,1068,0.0746,68.26,GxP,Seattle,Washington,US,0,2026-05-13T09:49:19Z
312,@sterility_compliance,Sterility Compliance,youtube,1462,0.052,61.11,Cold Chain,Denver,Colorado,US,0,2026-05-13T09:49:19Z
313,@sterility_channel,Sterility Channel,threads,2559,0.0785,84.18,Clinical Operations,Austin,Texas,US,0,2026-05-13T09:49:19Z
314,@sterility_feed,Sterility Feed,instagram,38843,0.045,74.38,Pharmacovigilance,Nashville,Tennessee,US,0,2026-05-13T09:49:19Z
315,@sterility_weekly,Sterility Weekly,tiktok,6422,0.0675,79.77,Cell Therapy,Portland,Oregon,US,0,2026-05-13T09:49:19Z
316,@sterility_coordinator,Sterility Coordinator,twitter,8941,0.034,59.17,Biologics Manufacturing,Boston,Massachusetts,US,0,2026-05-13T09:49:19Z
317,@sterility_index,Sterility Index,youtube,1052,0.0301,55.25,Diagnostics,Atlanta,Georgia,US,0,2026-05-13T09:49:19Z
318,@sterility_lab,Sterility Lab,threads,33069,0.0772,88.15,Medical Devices,Dallas,Texas,US,0,2026-05-13T09:49:19Z
319,@sterility_risk,Sterility Risk,instagram,741921,0.0203,87.06,Trial Supply,San Diego,California,US,1,2026-05-13T09:49:19Z
320,@sterility_flow,Sterility Flow,tiktok,7005978,0.0151,92.35,Sterility Assurance,Minneapolis,Minnesota,US,1,2026-05-13T09:49:19Z
321,@bioburden_registry,Bioburden Registry,twitter,5964,0.0721,82.21,Manufacturer Quality,Detroit,Michigan,US,0,2026-05-13T09:49:19Z
322,@bioburden_safety,Bioburden Safety,youtube,42104,0.0573,88.12,Enrollment Risk,Las Vegas,Nevada,US,0,2026-05-13T09:49:19Z
323,@bioburden_controlroom,Bioburden Controlroom,threads,4661,0.0437,63.19,Air Cargo,Brooklyn,New York,US,0,2026-05-13T09:49:19Z
324,@bioburden_control,Bioburden Control,instagram,49383,0.0485,88.08,FDA,New York,New York,US,0,2026-05-13T09:49:19Z
325,@bioburden_routing,Bioburden Routing,tiktok,54788,0.0413,71.94,EMA,Los Angeles,California,US,0,2026-05-13T09:49:19Z
326,@bioburden_bridge,Bioburden Bridge,twitter,1215,0.0766,80.12,GxP,Chicago,Illinois,US,0,2026-05-13T09:49:19Z
327,@bioburden_office,Bioburden Office,youtube,9846,0.1026,100,Cold Chain,Houston,Texas,US,0,2026-05-13T09:49:19Z
328,@bioburden_compliance,Bioburden Compliance,threads,73745,0.0674,88.1,Clinical Operations,Phoenix,Arizona,US,0,2026-05-13T09:49:19Z
329,@bioburden_bulletins,Bioburden Bulletins,instagram,3998,0.108,100,Pharmacovigilance,San Francisco,California,US,0,2026-05-13T09:49:19Z
330,@bioburden_node,Bioburden Node,tiktok,451182,0.0235,72.59,Cell Therapy,Miami,Florida,US,0,2026-05-13T09:49:19Z
331,@pharma_release,Pharma Release,twitter,7048,0.1149,100,Biologics Manufacturing,Seattle,Washington,US,0,2026-05-13T09:49:19Z
332,@pharma_network,Pharma Network,youtube,40260,0.0512,79.46,Diagnostics,Denver,Colorado,US,0,2026-05-13T09:49:19Z
333,@pharma_desk,Pharma Desk,threads,13900,0.0494,69.59,Medical Devices,Austin,Texas,US,0,2026-05-13T09:49:19Z
334,@pharma_planner,Pharma Planner,instagram,26027,0.0747,95.65,Trial Supply,Nashville,Tennessee,US,0,2026-05-13T09:49:19Z
335,@pharma_flow,Pharma Flow,tiktok,254354,0.0375,76.66,Sterility Assurance,Portland,Oregon,US,0,2026-05-13T09:49:19Z
336,@pharma_bulletin,Pharma Bulletin,twitter,6365,0.0985,97.15,Manufacturer Quality,Boston,Massachusetts,US,0,2026-05-13T09:49:19Z
337,@pharma_risk,Pharma Risk,youtube,4113,0.088,87.59,Enrollment Risk,Atlanta,Georgia,US,0,2026-05-13T09:49:19Z
338,@pharma_forecast,Pharma Forecast,threads,23627,0.0504,79.18,Air Cargo,Dallas,Texas,US,0,2026-05-13T09:49:19Z
339,@pharma_lab,Pharma Lab,instagram,217498,0.0429,80.26,FDA,San Diego,California,US,0,2026-05-13T09:49:19Z
340,@pharma_matrix,Pharma Matrix,tiktok,9357,0.0907,97.7,EMA,Minneapolis,Minnesota,US,0,2026-05-13T09:49:19Z
341,@clinical_status,Clinical Status,twitter,7045,0.0319,66.87,GxP,Detroit,Michigan,US,0,2026-05-13T09:49:19Z
342,@clinical_flow,Clinical Flow,youtube,384862,0.0194,71.4,Cold Chain,Las Vegas,Nevada,US,0,2026-05-13T09:49:19Z
343,@clinical_ops,Clinical Ops,threads,3970,0.0625,73.58,Clinical Operations,Brooklyn,New York,US,0,2026-05-13T09:49:19Z
344,@clinical_matrix,Clinical Matrix,instagram,6464,0.0458,64.43,Pharmacovigilance,New York,New York,US,0,2026-05-13T09:49:19Z
345,@clinical_map,Clinical Map,tiktok,5454,0.0703,79.88,Cell Therapy,Los Angeles,California,US,0,2026-05-13T09:49:19Z
346,@clinical_weekly,Clinical Weekly,twitter,92410,0.0731,98.72,Biologics Manufacturing,Chicago,Illinois,US,0,2026-05-13T09:49:19Z
347,@clinical_observer,Clinical Observer,youtube,3406,0.073,77.09,Diagnostics,Houston,Texas,US,0,2026-05-13T09:49:19Z
348,@clinical_node,Clinical Node,threads,71615,0.0438,80.16,Medical Devices,Phoenix,Arizona,US,0,2026-05-13T09:49:19Z
349,@clinical_routing,Clinical Routing,instagram,69972,0.0518,78.25,Trial Supply,San Francisco,California,US,0,2026-05-13T09:49:19Z
350,@clinical_watch,Clinical Watch,tiktok,64194,0.0351,69.68,Sterility Assurance,Miami,Florida,US,0,2026-05-13T09:49:19Z
351,@route_planner,Route Planner,twitter,670314,0.0184,74.76,Manufacturer Quality,Seattle,Washington,US,1,2026-05-13T09:49:19Z
352,@route_forecast,Route Forecast,youtube,12572448,0.0205,88.59,Enrollment Risk,Denver,Colorado,US,1,2026-05-13T09:49:19Z
353,@route_monitor,Route Monitor,threads,7495,0.0846,89.59,Air Cargo,Austin,Texas,US,0,2026-05-13T09:49:19Z
354,@route_pulse,Route Pulse,instagram,7017,0.0681,78.76,FDA,Nashville,Tennessee,US,0,2026-05-13T09:49:19Z
355,@route_node,Route Node,tiktok,5968,0.0411,65.21,EMA,Portland,Oregon,US,0,2026-05-13T09:49:19Z
356,@route_safety,Route Safety,twitter,80740,0.071,93.96,GxP,Boston,Massachusetts,US,0,2026-05-13T09:49:19Z
357,@route_desk,Route Desk,youtube,4146,0.0424,67.59,Cold Chain,Atlanta,Georgia,US,0,2026-05-13T09:49:19Z
358,@route_risk,Route Risk,threads,3970,0.034,54.33,Clinical Operations,Dallas,Texas,US,0,2026-05-13T09:49:19Z
359,@route_index,Route Index,instagram,6605,0.0769,81.93,Pharmacovigilance,San Diego,California,US,0,2026-05-13T09:49:19Z
360,@route_weekly,Route Weekly,tiktok,14809,0.0262,58.65,Cell Therapy,Minneapolis,Minnesota,US,0,2026-05-13T09:49:19Z
361,@aircargo_source,Aircargo Source,twitter,7678824,0.02,85.47,Biologics Manufacturing,Detroit,Michigan,US,1,2026-05-13T09:49:19Z
362,@aircargo_index,Aircargo Index,youtube,7000,0.1181,100,Diagnostics,Las Vegas,Nevada,US,0,2026-05-13T09:49:19Z
363,@aircargo_notice,Aircargo Notice,threads,20168,0.0496,76.23,Medical Devices,Brooklyn,New York,US,0,2026-05-13T09:49:19Z
364,@aircargo_bridge,Aircargo Bridge,instagram,5880,0.0813,89.75,Trial Supply,New York,New York,US,0,2026-05-13T09:49:19Z
365,@aircargo_status,Aircargo Status,tiktok,1517,0.1148,95.07,Sterility Assurance,Los Angeles,California,US,0,2026-05-13T09:49:19Z
366,@aircargo_forecast,Aircargo Forecast,twitter,3183,0.1073,95.88,Manufacturer Quality,Chicago,Illinois,US,0,2026-05-13T09:49:19Z
367,@aircargo_signal,Aircargo Signal,youtube,94828,0.0702,100,Enrollment Risk,Houston,Texas,US,0,2026-05-13T09:49:19Z
368,@aircargo_channel,Aircargo Channel,threads,824065,0.0415,91.69,Air Cargo,Phoenix,Arizona,US,1,2026-05-13T09:49:19Z
369,@aircargo_registry,Aircargo Registry,instagram,567747,0.0381,82.05,FDA,San Francisco,California,US,1,2026-05-13T09:49:19Z
370,@aircargo_flow,Aircargo Flow,tiktok,2764,0.1032,97.61,EMA,Miami,Florida,US,0,2026-05-13T09:49:19Z
371,@airport_risk,Airport Risk,twitter,5068,0.0724,76.94,GxP,Seattle,Washington,US,0,2026-05-13T09:49:19Z
372,@airport_ledger,Airport Ledger,youtube,55083,0.0522,82.06,Cold Chain,Denver,Colorado,US,0,2026-05-13T09:49:19Z
373,@airport_compliance,Airport Compliance,threads,89008,0.0571,83.93,Clinical Operations,Austin,Texas,US,0,2026-05-13T09:49:19Z
374,@airport_desk,Airport Desk,instagram,945380,0.0227,77.61,Pharmacovigilance,Nashville,Tennessee,US,1,2026-05-13T09:49:19Z
375,@airport_matrix,Airport Matrix,tiktok,3864,0.0846,79.4,Cell Therapy,Portland,Oregon,US,0,2026-05-13T09:49:19Z
376,@airport_feed,Airport Feed,twitter,453653,0.0196,83.62,Biologics Manufacturing,Boston,Massachusetts,US,0,2026-05-13T09:49:19Z
377,@airport_safety,Airport Safety,youtube,75824,0.0666,97.81,Diagnostics,Atlanta,Georgia,US,0,2026-05-13T09:49:19Z
378,@airport_bulletin,Airport Bulletin,threads,61952,0.0522,83.14,Medical Devices,Dallas,Texas,US,0,2026-05-13T09:49:19Z
379,@airport_coordinator,Airport Coordinator,instagram,45157,0.0254,71.88,Trial Supply,San Diego,California,US,0,2026-05-13T09:49:19Z
380,@airport_node,Airport Node,tiktok,73779,0.058,92.07,Sterility Assurance,Minneapolis,Minnesota,US,0,2026-05-13T09:49:19Z
381,@global_queue,Global Queue,twitter,9201,0.0507,68.4,Manufacturer Quality,Detroit,Michigan,US,0,2026-05-13T09:49:19Z
382,@global_feed,Global Feed,youtube,28316,0.025,60.74,Enrollment Risk,Las Vegas,Nevada,US,0,2026-05-13T09:49:19Z
383,@global_market,Global Market,threads,7587,0.0902,91.29,Air Cargo,Brooklyn,New York,US,0,2026-05-13T09:49:19Z
384,@global_lab,Global Lab,instagram,5657,0.0569,71.53,FDA,New York,New York,US,0,2026-05-13T09:49:19Z
385,@global_observer,Global Observer,tiktok,3185,0.0391,66.15,EMA,Los Angeles,California,US,0,2026-05-13T09:49:19Z
386,@global_release,Global Release,twitter,82017,0.0603,96.51,GxP,Chicago,Illinois,US,0,2026-05-13T09:49:19Z
387,@global_screen,Global Screen,youtube,1428734,0.0249,85.32,Cold Chain,Houston,Texas,US,1,2026-05-13T09:49:19Z
388,@global_intel,Global Intel,threads,2474,0.0798,87.01,Clinical Operations,Phoenix,Arizona,US,0,2026-05-13T09:49:19Z
389,@global_updates,Global Updates,instagram,24932,0.0546,74.04,Pharmacovigilance,San Francisco,California,US,0,2026-05-13T09:49:19Z
390,@global_matrix,Global Matrix,tiktok,43353,0.0267,62.88,Cell Therapy,Miami,Florida,US,0,2026-05-13T09:49:19Z
391,@pacific_matrix,Pacific Matrix,twitter,2156,0.1162,97.78,Biologics Manufacturing,Seattle,Washington,US,0,2026-05-13T09:49:19Z
392,@pacific_node,Pacific Node,youtube,10005122,0.0074,91.53,Diagnostics,Denver,Colorado,US,1,2026-05-13T09:49:19Z
393,@pacific_flow,Pacific Flow,threads,50483,0.0761,91.76,Medical Devices,Austin,Texas,US,0,2026-05-13T09:49:19Z
394,@pacific_weekly,Pacific Weekly,instagram,47892,0.025,68.18,Trial Supply,Nashville,Tennessee,US,0,2026-05-13T09:49:19Z
395,@pacific_watch,Pacific Watch,tiktok,39504,0.0607,90.89,Sterility Assurance,Portland,Oregon,US,0,2026-05-13T09:49:19Z
401,@midwest_watchlist,Midwest Watchlist,twitter,8921,0.0696,81.81,Manufacturer Quality,Boston,Massachusetts,US,0,2026-05-13T09:49:19Z
402,@midwest_control,Midwest Control,youtube,1778,0.0511,59,Enrollment Risk,Atlanta,Georgia,US,0,2026-05-13T09:49:19Z
403,@midwest_screen,Midwest Screen,threads,10871249,0.0084,91.88,Air Cargo,Dallas,Texas,US,1,2026-05-13T09:49:19Z
404,@midwest_compliance,Midwest Compliance,instagram,570977,0.0192,74.29,FDA,San Diego,California,US,1,2026-05-13T09:49:19Z
405,@midwest_ops,Midwest Ops,tiktok,9711,0.0709,91.24,EMA,Minneapolis,Minnesota,US,0,2026-05-13T09:49:19Z
406,@midwest_channel,Midwest Channel,twitter,5715,0.0416,67.19,GxP,Detroit,Michigan,US,0,2026-05-13T09:49:19Z
407,@midwest_source,Midwest Source,youtube,2295,0.0982,85.42,Cold Chain,Las Vegas,Nevada,US,0,2026-05-13T09:49:19Z
408,@midwest_feed,Midwest Feed,threads,22537,0.0515,85.41,Clinical Operations,Brooklyn,New York,US,0,2026-05-13T09:49:19Z
409,@midwest_wire,Midwest Wire,instagram,32751,0.0441,81.69,Pharmacovigilance,New York,New York,US,0,2026-05-13T09:49:19Z
410,@midwest_weekly,Midwest Weekly,tiktok,5769,0.1144,96.15,Cell Therapy,Los Angeles,California,US,0,2026-05-13T09:49:19Z
411,@northeast_coordinator,Northeast Coordinator,twitter,4712,0.0572,73.68,Biologics Manufacturing,Chicago,Illinois,US,0,2026-05-13T09:49:19Z
412,@northeast_release,Northeast Release,youtube,10572856,0.023,97.08,Diagnostics,Houston,Texas,US,1,2026-05-13T09:49:19Z
413,@northeast_ledger,Northeast Ledger,threads,68120,0.0333,74.58,Medical Devices,Phoenix,Arizona,US,0,2026-05-13T09:49:19Z
414,@northeast_network,Northeast Network,instagram,47134,0.0433,70.9,Trial Supply,San Francisco,California,US,0,2026-05-13T09:49:19Z
415,@northeast_weekly,Northeast Weekly,tiktok,2638,0.0767,81.4,Sterility Assurance,Miami,Florida,US,0,2026-05-13T09:49:19Z
416,@northeast_desk,Northeast Desk,twitter,627162,0.024,80.65,Manufacturer Quality,Seattle,Washington,US,1,2026-05-13T09:49:19Z
417,@northeast_pulse,Northeast Pulse,youtube,72486,0.0737,89.19,Enrollment Risk,Denver,Colorado,US,0,2026-05-13T09:49:19Z
418,@northeast_planner,Northeast Planner,threads,4888,0.1182,97.13,Air Cargo,Austin,Texas,US,0,2026-05-13T09:49:19Z
419,@northeast_feed,Northeast Feed,instagram,52081,0.0505,84.5,FDA,Nashville,Tennessee,US,0,2026-05-13T09:49:19Z
420,@northeast_flow,Northeast Flow,tiktok,86013,0.0546,93.78,EMA,Portland,Oregon,US,0,2026-05-13T09:49:19Z
421,@southwest_report,Southwest Report,twitter,62664,0.0582,94.08,GxP,Boston,Massachusetts,US,0,2026-05-13T09:49:19Z
422,@southwest_planner,Southwest Planner,youtube,5697,0.0337,63.06,Cold Chain,Atlanta,Georgia,US,0,2026-05-13T09:49:19Z
423,@southwest_brief,Southwest Brief,threads,3365,0.0866,84.8,Clinical Operations,Dallas,Texas,US,0,2026-05-13T09:49:19Z
424,@southwest_forecast,Southwest Forecast,instagram,8295,0.0573,78.45,Pharmacovigilance,San Diego,California,US,0,2026-05-13T09:49:19Z
425,@southwest_routing,Southwest Routing,tiktok,3017,0.0687,81.98,Cell Therapy,Minneapolis,Minnesota,US,0,2026-05-13T09:49:19Z
426,@southwest_monitor,Southwest Monitor,twitter,4735,0.0552,72.26,Biologics Manufacturing,Detroit,Michigan,US,0,2026-05-13T09:49:19Z
427,@southwest_updates,Southwest Updates,youtube,4164,0.1159,94.94,Diagnostics,Las Vegas,Nevada,US,0,2026-05-13T09:49:19Z
428,@southwest_pulse,Southwest Pulse,threads,5130,0.0957,86.95,Medical Devices,Brooklyn,New York,US,0,2026-05-13T09:49:19Z
429,@southwest_source,Southwest Source,instagram,2055,0.089,90.27,Trial Supply,New York,New York,US,0,2026-05-13T09:49:19Z
