shipment_id,order_id,center_id,carrier,tracking_number,ship_status,distance_km,estimated_hours,ship_cost,shipped_at,delivered_at,created_at
196,196,4,ChannelFlow Priority,HTR00000196,delivered,815,12.5,348.46,2026-05-05T02:15:00Z,2026-05-05T06:15:00Z,2026-05-05T01:15:00Z
197,197,9,Oracle Logistics Cloud,HTR00000197,packed,2177,53.9,376.46,2026-05-05T02:10:00Z,,2026-05-05T01:10:00Z
198,198,2,Silicon Route Express,HTR00000198,shipped,2349,74.8,286.66,2026-05-05T02:05:00Z,,2026-05-05T01:05:00Z
199,199,7,FabLine Freight,HTR00000199,in_transit,2530,13.5,139.48,2026-05-05T02:00:00Z,,2026-05-05T01:00:00Z
200,200,12,ChannelFlow Priority,HTR00000200,out_for_delivery,248,69.2,412.65,2026-05-05T01:55:00Z,,2026-05-05T00:55:00Z
201,201,5,Oracle Logistics Cloud,HTR00000201,preparing,1064,39.9,414.33,2026-05-05T01:50:00Z,,2026-05-05T00:50:00Z
202,202,10,Silicon Route Express,HTR00000202,packed,114,59,243.57,2026-05-05T01:45:00Z,,2026-05-05T00:45:00Z
203,203,3,FabLine Freight,HTR00000203,shipped,238,9.5,148.3,2026-05-05T01:40:00Z,,2026-05-05T00:40:00Z
204,204,8,ChannelFlow Priority,HTR00000204,delivered,2582,21.5,445.4,2026-05-05T01:35:00Z,2026-05-05T05:35:00Z,2026-05-05T00:35:00Z
205,205,1,Oracle Logistics Cloud,HTR00000205,out_for_delivery,1179,37.4,353.9,2026-05-05T01:30:00Z,,2026-05-05T00:30:00Z
206,206,6,Silicon Route Express,HTR00000206,preparing,2556,52.5,177.39,2026-05-05T01:25:00Z,,2026-05-05T00:25:00Z
207,207,11,FabLine Freight,HTR00000207,packed,1615,47.7,142.21,2026-05-05T01:20:00Z,,2026-05-05T00:20:00Z
208,208,4,ChannelFlow Priority,HTR00000208,shipped,2211,63.3,430.9,2026-05-05T01:15:00Z,,2026-05-05T00:15:00Z
209,209,9,Oracle Logistics Cloud,HTR00000209,in_transit,1387,9.3,286.6,2026-05-05T01:10:00Z,,2026-05-05T00:10:00Z
210,210,2,Silicon Route Express,HTR00000210,out_for_delivery,347,13.1,469.58,2026-05-05T01:05:00Z,,2026-05-05T00:05:00Z
211,211,7,FabLine Freight,HTR00000211,preparing,1571,63.1,89.98,2026-05-05T01:00:00Z,,2026-05-05T00:00:00Z
212,212,12,ChannelFlow Priority,HTR00000212,delivered,811,14.7,178.79,2026-05-05T00:55:00Z,2026-05-05T04:55:00Z,2026-05-04T23:55:00Z
213,213,5,Oracle Logistics Cloud,HTR00000213,shipped,1569,11.6,272.17,2026-05-05T00:50:00Z,,2026-05-04T23:50:00Z
214,214,10,Silicon Route Express,HTR00000214,in_transit,2639,41.5,185.68,2026-05-05T00:45:00Z,,2026-05-04T23:45:00Z
215,215,3,FabLine Freight,HTR00000215,out_for_delivery,1776,34.2,93.25,2026-05-05T00:40:00Z,,2026-05-04T23:40:00Z
216,216,8,ChannelFlow Priority,HTR00000216,preparing,2243,71.3,493.12,2026-05-05T00:35:00Z,,2026-05-04T23:35:00Z
217,217,1,Oracle Logistics Cloud,HTR00000217,packed,1623,16.5,426.28,2026-05-05T00:30:00Z,,2026-05-04T23:30:00Z
218,218,6,Silicon Route Express,HTR00000218,shipped,1941,8.1,344.74,2026-05-05T00:25:00Z,,2026-05-04T23:25:00Z
219,219,11,FabLine Freight,HTR00000219,in_transit,996,9.8,486.06,2026-05-05T00:20:00Z,,2026-05-04T23:20:00Z
220,220,4,ChannelFlow Priority,HTR00000220,delivered,2483,21.7,464.44,2026-05-05T00:15:00Z,2026-05-05T04:15:00Z,2026-05-04T23:15:00Z
221,221,9,Oracle Logistics Cloud,HTR00000221,preparing,2314,56.9,134.91,2026-05-05T00:10:00Z,,2026-05-04T23:10:00Z
222,222,2,Silicon Route Express,HTR00000222,packed,2409,57.1,180.57,2026-05-05T00:05:00Z,,2026-05-04T23:05:00Z
223,223,7,FabLine Freight,HTR00000223,shipped,131,18.8,356.23,2026-05-05T00:00:00Z,,2026-05-04T23:00:00Z
224,224,12,ChannelFlow Priority,HTR00000224,in_transit,1781,46.6,40.15,2026-05-04T23:55:00Z,,2026-05-04T22:55:00Z
225,225,5,Oracle Logistics Cloud,HTR00000225,out_for_delivery,2557,48.3,424.5,2026-05-04T23:50:00Z,,2026-05-04T22:50:00Z
226,226,10,Silicon Route Express,HTR00000226,preparing,1432,57,489.96,2026-05-04T23:45:00Z,,2026-05-04T22:45:00Z
227,227,3,FabLine Freight,HTR00000227,packed,917,24.1,296.39,2026-05-04T23:40:00Z,,2026-05-04T22:40:00Z
228,228,8,ChannelFlow Priority,HTR00000228,delivered,2210,33.4,183.9,2026-05-04T23:35:00Z,2026-05-05T03:35:00Z,2026-05-04T22:35:00Z
229,229,1,Oracle Logistics Cloud,HTR00000229,in_transit,1301,42.7,158.93,2026-05-04T23:30:00Z,,2026-05-04T22:30:00Z
230,230,6,Silicon Route Express,HTR00000230,out_for_delivery,1247,23.5,43.68,2026-05-04T23:25:00Z,,2026-05-04T22:25:00Z
231,231,11,FabLine Freight,HTR00000231,preparing,2476,14.9,294.75,2026-05-04T23:20:00Z,,2026-05-04T22:20:00Z
232,232,4,ChannelFlow Priority,HTR00000232,packed,511,37.1,343.45,2026-05-04T23:15:00Z,,2026-05-04T22:15:00Z
233,233,9,Oracle Logistics Cloud,HTR00000233,shipped,773,62.2,422.69,2026-05-04T23:10:00Z,,2026-05-04T22:10:00Z
234,234,2,Silicon Route Express,HTR00000234,in_transit,2255,40.9,467.89,2026-05-04T23:05:00Z,,2026-05-04T22:05:00Z
235,235,7,FabLine Freight,HTR00000235,out_for_delivery,176,74.7,275.03,2026-05-04T23:00:00Z,,2026-05-04T22:00:00Z
236,236,12,ChannelFlow Priority,HTR00000236,delivered,1498,72.8,427.83,2026-05-04T22:55:00Z,2026-05-05T02:55:00Z,2026-05-04T21:55:00Z
237,237,5,Oracle Logistics Cloud,HTR00000237,packed,569,12.8,415.38,2026-05-04T22:50:00Z,,2026-05-04T21:50:00Z
238,238,10,Silicon Route Express,HTR00000238,shipped,427,75,337.29,2026-05-04T22:45:00Z,,2026-05-04T21:45:00Z
239,239,3,FabLine Freight,HTR00000239,in_transit,2457,68.4,324.51,2026-05-04T22:40:00Z,,2026-05-04T21:40:00Z
240,240,8,ChannelFlow Priority,HTR00000240,out_for_delivery,703,26.8,197.97,2026-05-04T22:35:00Z,,2026-05-04T21:35:00Z
241,241,1,Oracle Logistics Cloud,HTR00000241,preparing,2028,33.2,365.71,2026-05-04T22:30:00Z,,2026-05-04T21:30:00Z
242,242,6,Silicon Route Express,HTR00000242,packed,551,74.9,478.39,2026-05-04T22:25:00Z,,2026-05-04T21:25:00Z
243,243,11,FabLine Freight,HTR00000243,shipped,2125,21.2,294.91,2026-05-04T22:20:00Z,,2026-05-04T21:20:00Z
244,244,4,ChannelFlow Priority,HTR00000244,delivered,192,60.2,253.08,2026-05-04T22:15:00Z,2026-05-05T02:15:00Z,2026-05-04T21:15:00Z
245,245,9,Oracle Logistics Cloud,HTR00000245,out_for_delivery,1459,67,257.43,2026-05-04T22:10:00Z,,2026-05-04T21:10:00Z
246,246,2,Silicon Route Express,HTR00000246,preparing,1014,74.1,386.71,2026-05-04T22:05:00Z,,2026-05-04T21:05:00Z
247,247,7,FabLine Freight,HTR00000247,packed,2154,65.8,266.82,2026-05-04T22:00:00Z,,2026-05-04T21:00:00Z
248,248,12,ChannelFlow Priority,HTR00000248,shipped,220,56.3,485.52,2026-05-04T21:55:00Z,,2026-05-04T20:55:00Z
249,249,5,Oracle Logistics Cloud,HTR00000249,in_transit,1580,38.7,89.04,2026-05-04T21:50:00Z,,2026-05-04T20:50:00Z
250,250,10,Silicon Route Express,HTR00000250,out_for_delivery,1185,6.5,49.4,2026-05-04T21:45:00Z,,2026-05-04T20:45:00Z
251,251,3,FabLine Freight,HTR00000251,preparing,2152,45.6,325.19,2026-05-04T21:40:00Z,,2026-05-04T20:40:00Z
252,252,8,ChannelFlow Priority,HTR00000252,delivered,1828,18.4,210.07,2026-05-04T21:35:00Z,2026-05-05T01:35:00Z,2026-05-04T20:35:00Z
253,253,1,Oracle Logistics Cloud,HTR00000253,shipped,608,54.1,400.08,2026-05-04T21:30:00Z,,2026-05-04T20:30:00Z
254,254,6,Silicon Route Express,HTR00000254,in_transit,630,14.2,273.19,2026-05-04T21:25:00Z,,2026-05-04T20:25:00Z
255,255,11,FabLine Freight,HTR00000255,out_for_delivery,1348,6.3,378.28,2026-05-04T21:20:00Z,,2026-05-04T20:20:00Z
256,256,4,ChannelFlow Priority,HTR00000256,preparing,738,65.5,214.61,2026-05-04T21:15:00Z,,2026-05-04T20:15:00Z
257,257,9,Oracle Logistics Cloud,HTR00000257,packed,1094,16.1,303.72,2026-05-04T21:10:00Z,,2026-05-04T20:10:00Z
258,258,2,Silicon Route Express,HTR00000258,shipped,2655,25.8,291.53,2026-05-04T21:05:00Z,,2026-05-04T20:05:00Z
259,259,7,FabLine Freight,HTR00000259,in_transit,2674,58.2,419.94,2026-05-04T21:00:00Z,,2026-05-04T20:00:00Z
260,260,12,ChannelFlow Priority,HTR00000260,delivered,1280,44.5,475.03,2026-05-04T20:55:00Z,2026-05-05T00:55:00Z,2026-05-04T19:55:00Z
261,261,5,Oracle Logistics Cloud,HTR00000261,preparing,628,4.7,42.76,2026-05-04T20:50:00Z,,2026-05-04T19:50:00Z
262,262,10,Silicon Route Express,HTR00000262,packed,770,62,133.19,2026-05-04T20:45:00Z,,2026-05-04T19:45:00Z
263,263,3,FabLine Freight,HTR00000263,shipped,612,46.2,436.16,2026-05-04T20:40:00Z,,2026-05-04T19:40:00Z
264,264,8,ChannelFlow Priority,HTR00000264,in_transit,1425,6.5,268.24,2026-05-04T20:35:00Z,,2026-05-04T19:35:00Z
265,265,1,Oracle Logistics Cloud,HTR00000265,out_for_delivery,1801,66.1,60.34,2026-05-04T20:30:00Z,,2026-05-04T19:30:00Z
266,266,6,Silicon Route Express,HTR00000266,preparing,1720,65.5,498.26,2026-05-04T20:25:00Z,,2026-05-04T19:25:00Z
267,267,11,FabLine Freight,HTR00000267,packed,343,23.9,214.53,2026-05-04T20:20:00Z,,2026-05-04T19:20:00Z
268,268,4,ChannelFlow Priority,HTR00000268,delivered,662,57.2,398.54,2026-05-04T20:15:00Z,2026-05-05T00:15:00Z,2026-05-04T19:15:00Z
269,269,9,Oracle Logistics Cloud,HTR00000269,in_transit,781,64.5,127.15,2026-05-04T20:10:00Z,,2026-05-04T19:10:00Z
270,270,2,Silicon Route Express,HTR00000270,out_for_delivery,236,43.5,203.7,2026-05-04T20:05:00Z,,2026-05-04T19:05:00Z
271,271,7,FabLine Freight,HTR00000271,preparing,1268,20.8,35.5,2026-05-04T20:00:00Z,,2026-05-04T19:00:00Z
272,272,12,ChannelFlow Priority,HTR00000272,packed,236,54.3,475.37,2026-05-04T19:55:00Z,,2026-05-04T18:55:00Z
273,273,5,Oracle Logistics Cloud,HTR00000273,shipped,2290,8.1,490.05,2026-05-04T19:50:00Z,,2026-05-04T18:50:00Z
274,274,10,Silicon Route Express,HTR00000274,in_transit,681,46.7,120.77,2026-05-04T19:45:00Z,,2026-05-04T18:45:00Z
275,275,3,FabLine Freight,HTR00000275,out_for_delivery,2167,49.1,236.65,2026-05-04T19:40:00Z,,2026-05-04T18:40:00Z
276,276,8,ChannelFlow Priority,HTR00000276,delivered,1791,55.6,208.22,2026-05-04T19:35:00Z,2026-05-04T23:35:00Z,2026-05-04T18:35:00Z
277,277,1,Oracle Logistics Cloud,HTR00000277,packed,2531,60.5,464.9,2026-05-04T19:30:00Z,,2026-05-04T18:30:00Z
278,278,6,Silicon Route Express,HTR00000278,shipped,838,44.3,474.93,2026-05-04T19:25:00Z,,2026-05-04T18:25:00Z
279,279,11,FabLine Freight,HTR00000279,in_transit,1069,32.8,432.38,2026-05-04T19:20:00Z,,2026-05-04T18:20:00Z
280,280,4,ChannelFlow Priority,HTR00000280,out_for_delivery,1858,67.5,494.89,2026-05-04T19:15:00Z,,2026-05-04T18:15:00Z
281,281,9,Oracle Logistics Cloud,HTR00000281,preparing,806,46.4,300.56,2026-05-04T19:10:00Z,,2026-05-04T18:10:00Z
282,282,2,Silicon Route Express,HTR00000282,packed,1118,13.8,92.61,2026-05-04T19:05:00Z,,2026-05-04T18:05:00Z
283,283,7,FabLine Freight,HTR00000283,shipped,695,7.4,227.94,2026-05-04T19:00:00Z,,2026-05-04T18:00:00Z
284,284,12,ChannelFlow Priority,HTR00000284,delivered,2573,7.4,75.41,2026-05-04T18:55:00Z,2026-05-04T22:55:00Z,2026-05-04T17:55:00Z
285,285,5,Oracle Logistics Cloud,HTR00000285,out_for_delivery,102,20.2,454.54,2026-05-04T18:50:00Z,,2026-05-04T17:50:00Z
286,286,10,Silicon Route Express,HTR00000286,preparing,2059,29.8,101.38,2026-05-04T18:45:00Z,,2026-05-04T17:45:00Z
287,287,3,FabLine Freight,HTR00000287,packed,1504,7.2,396.21,2026-05-04T18:40:00Z,,2026-05-04T17:40:00Z
288,288,8,ChannelFlow Priority,HTR00000288,shipped,2148,41.4,383.93,2026-05-04T18:35:00Z,,2026-05-04T17:35:00Z
289,289,1,Oracle Logistics Cloud,HTR00000289,in_transit,237,16.4,124.27,2026-05-04T18:30:00Z,,2026-05-04T17:30:00Z
290,290,6,Silicon Route Express,HTR00000290,out_for_delivery,2649,4.4,264.57,2026-05-04T18:25:00Z,,2026-05-04T17:25:00Z
291,291,11,FabLine Freight,HTR00000291,preparing,2554,59,336.82,2026-05-04T18:20:00Z,,2026-05-04T17:20:00Z
292,292,4,ChannelFlow Priority,HTR00000292,delivered,2532,40.8,415.1,2026-05-04T18:15:00Z,2026-05-04T22:15:00Z,2026-05-04T17:15:00Z
293,293,9,Oracle Logistics Cloud,HTR00000293,shipped,1570,40.8,278.67,2026-05-04T18:10:00Z,,2026-05-04T17:10:00Z
294,294,2,Silicon Route Express,HTR00000294,in_transit,2096,56.9,208.89,2026-05-04T18:05:00Z,,2026-05-04T17:05:00Z
295,295,7,FabLine Freight,HTR00000295,out_for_delivery,2118,21.6,352.84,2026-05-04T18:00:00Z,,2026-05-04T17:00:00Z
296,296,12,ChannelFlow Priority,HTR00000296,preparing,492,53.3,250.78,2026-05-04T17:55:00Z,,2026-05-04T16:55:00Z
297,297,5,Oracle Logistics Cloud,HTR00000297,packed,657,43.2,344.1,2026-05-04T17:50:00Z,,2026-05-04T16:50:00Z
298,298,10,Silicon Route Express,HTR00000298,shipped,2662,19.2,91.89,2026-05-04T17:45:00Z,,2026-05-04T16:45:00Z
299,299,3,FabLine Freight,HTR00000299,in_transit,2143,70.6,209.88,2026-05-04T17:40:00Z,,2026-05-04T16:40:00Z
300,300,8,ChannelFlow Priority,HTR00000300,delivered,2221,64.8,500.56,2026-05-04T17:35:00Z,2026-05-04T21:35:00Z,2026-05-04T16:35:00Z
301,301,1,Oracle Logistics Cloud,HTR00000301,preparing,2674,36.6,39.27,2026-05-04T17:30:00Z,,2026-05-04T16:30:00Z
302,302,6,Silicon Route Express,HTR00000302,packed,303,52.1,84.12,2026-05-04T17:25:00Z,,2026-05-04T16:25:00Z
303,303,11,FabLine Freight,HTR00000303,shipped,2372,75.6,343.91,2026-05-04T17:20:00Z,,2026-05-04T16:20:00Z
304,304,4,ChannelFlow Priority,HTR00000304,in_transit,88,42.1,439.51,2026-05-04T17:15:00Z,,2026-05-04T16:15:00Z
305,305,9,Oracle Logistics Cloud,HTR00000305,out_for_delivery,1284,33.2,484.98,2026-05-04T17:10:00Z,,2026-05-04T16:10:00Z
306,306,2,Silicon Route Express,HTR00000306,preparing,384,24.3,245.55,2026-05-04T17:05:00Z,,2026-05-04T16:05:00Z
307,307,7,FabLine Freight,HTR00000307,packed,1613,34.5,136.74,2026-05-04T17:00:00Z,,2026-05-04T16:00:00Z
308,308,12,ChannelFlow Priority,HTR00000308,delivered,1177,7.5,230.99,2026-05-04T16:55:00Z,2026-05-04T20:55:00Z,2026-05-04T15:55:00Z
309,309,5,Oracle Logistics Cloud,HTR00000309,in_transit,411,57.7,147.41,2026-05-04T16:50:00Z,,2026-05-04T15:50:00Z
310,310,10,Silicon Route Express,HTR00000310,out_for_delivery,881,26.5,438.9,2026-05-04T16:45:00Z,,2026-05-04T15:45:00Z
311,311,3,FabLine Freight,HTR00000311,preparing,2165,61.6,122.95,2026-05-04T16:40:00Z,,2026-05-04T15:40:00Z
312,312,8,ChannelFlow Priority,HTR00000312,packed,1051,29.1,491.52,2026-05-04T16:35:00Z,,2026-05-04T15:35:00Z
313,313,1,Oracle Logistics Cloud,HTR00000313,shipped,1037,5.4,380.66,2026-05-04T16:30:00Z,,2026-05-04T15:30:00Z
314,314,6,Silicon Route Express,HTR00000314,in_transit,1616,19.4,246.37,2026-05-04T16:25:00Z,,2026-05-04T15:25:00Z
315,315,11,FabLine Freight,HTR00000315,out_for_delivery,1425,61.2,339.35,2026-05-04T16:20:00Z,,2026-05-04T15:20:00Z
316,316,4,ChannelFlow Priority,HTR00000316,delivered,2394,34.1,26.69,2026-05-04T16:15:00Z,2026-05-04T20:15:00Z,2026-05-04T15:15:00Z
317,317,9,Oracle Logistics Cloud,HTR00000317,packed,543,36.7,175.29,2026-05-04T16:10:00Z,,2026-05-04T15:10:00Z
318,318,2,Silicon Route Express,HTR00000318,shipped,218,7.7,214.41,2026-05-04T16:05:00Z,,2026-05-04T15:05:00Z
319,319,7,FabLine Freight,HTR00000319,in_transit,1592,24.1,235.92,2026-05-04T16:00:00Z,,2026-05-04T15:00:00Z
320,320,12,ChannelFlow Priority,HTR00000320,out_for_delivery,1729,66.4,35.38,2026-05-04T15:55:00Z,,2026-05-04T14:55:00Z
321,321,5,Oracle Logistics Cloud,HTR00000321,preparing,503,12.6,425.97,2026-05-04T15:50:00Z,,2026-05-04T14:50:00Z
322,322,10,Silicon Route Express,HTR00000322,packed,1194,9.7,191.26,2026-05-04T15:45:00Z,,2026-05-04T14:45:00Z
323,323,3,FabLine Freight,HTR00000323,shipped,2648,46.5,365.84,2026-05-04T15:40:00Z,,2026-05-04T14:40:00Z
324,324,8,ChannelFlow Priority,HTR00000324,delivered,1455,61,502.47,2026-05-04T15:35:00Z,2026-05-04T19:35:00Z,2026-05-04T14:35:00Z
325,325,1,Oracle Logistics Cloud,HTR00000325,out_for_delivery,1651,63.3,108.16,2026-05-04T15:30:00Z,,2026-05-04T14:30:00Z
326,326,6,Silicon Route Express,HTR00000326,preparing,2633,54,262.4,2026-05-04T15:25:00Z,,2026-05-04T14:25:00Z
327,327,11,FabLine Freight,HTR00000327,packed,2001,64,152.68,2026-05-04T15:20:00Z,,2026-05-04T14:20:00Z
328,328,4,ChannelFlow Priority,HTR00000328,shipped,1470,75.2,353.42,2026-05-04T15:15:00Z,,2026-05-04T14:15:00Z
329,329,9,Oracle Logistics Cloud,HTR00000329,in_transit,1119,52.2,438.85,2026-05-04T15:10:00Z,,2026-05-04T14:10:00Z
330,330,2,Silicon Route Express,HTR00000330,out_for_delivery,1386,57,347.22,2026-05-04T15:05:00Z,,2026-05-04T14:05:00Z
331,331,7,FabLine Freight,HTR00000331,preparing,491,20.6,153.65,2026-05-04T15:00:00Z,,2026-05-04T14:00:00Z
332,332,12,ChannelFlow Priority,HTR00000332,delivered,180,27.9,426.6,2026-05-04T14:55:00Z,2026-05-04T18:55:00Z,2026-05-04T13:55:00Z
333,333,5,Oracle Logistics Cloud,HTR00000333,shipped,187,72.5,120.21,2026-05-04T14:50:00Z,,2026-05-04T13:50:00Z
334,334,10,Silicon Route Express,HTR00000334,in_transit,331,31.3,107.5,2026-05-04T14:45:00Z,,2026-05-04T13:45:00Z
335,335,3,FabLine Freight,HTR00000335,out_for_delivery,978,63.8,78.29,2026-05-04T14:40:00Z,,2026-05-04T13:40:00Z
336,336,8,ChannelFlow Priority,HTR00000336,preparing,915,50.2,265.79,2026-05-04T14:35:00Z,,2026-05-04T13:35:00Z
337,337,1,Oracle Logistics Cloud,HTR00000337,packed,1666,40.6,417.62,2026-05-04T14:30:00Z,,2026-05-04T13:30:00Z
338,338,6,Silicon Route Express,HTR00000338,shipped,2105,32,274.05,2026-05-04T14:25:00Z,,2026-05-04T13:25:00Z
339,339,11,FabLine Freight,HTR00000339,in_transit,229,28.1,81.6,2026-05-04T14:20:00Z,,2026-05-04T13:20:00Z
340,340,4,ChannelFlow Priority,HTR00000340,delivered,759,21.2,181.85,2026-05-04T14:15:00Z,2026-05-04T18:15:00Z,2026-05-04T13:15:00Z
341,341,9,Oracle Logistics Cloud,HTR00000341,preparing,2644,30.6,438.9,2026-05-04T14:10:00Z,,2026-05-04T13:10:00Z
342,342,2,Silicon Route Express,HTR00000342,packed,1788,71.9,269.58,2026-05-04T14:05:00Z,,2026-05-04T13:05:00Z
343,343,7,FabLine Freight,HTR00000343,shipped,938,69.2,197.75,2026-05-04T14:00:00Z,,2026-05-04T13:00:00Z
344,344,12,ChannelFlow Priority,HTR00000344,in_transit,1248,55.3,487.52,2026-05-04T13:55:00Z,,2026-05-04T12:55:00Z
345,345,5,Oracle Logistics Cloud,HTR00000345,out_for_delivery,1814,54.2,353.58,2026-05-04T13:50:00Z,,2026-05-04T12:50:00Z
346,346,10,Silicon Route Express,HTR00000346,preparing,1474,67.9,164.4,2026-05-04T13:45:00Z,,2026-05-04T12:45:00Z
347,347,3,FabLine Freight,HTR00000347,packed,1969,73.8,230.06,2026-05-04T13:40:00Z,,2026-05-04T12:40:00Z
348,348,8,ChannelFlow Priority,HTR00000348,delivered,1206,18.2,99.74,2026-05-04T13:35:00Z,2026-05-04T17:35:00Z,2026-05-04T12:35:00Z
349,349,1,Oracle Logistics Cloud,HTR00000349,in_transit,1334,33.7,206.13,2026-05-04T13:30:00Z,,2026-05-04T12:30:00Z
350,350,6,Silicon Route Express,HTR00000350,out_for_delivery,2447,47.9,204.82,2026-05-04T13:25:00Z,,2026-05-04T12:25:00Z
351,351,11,FabLine Freight,HTR00000351,preparing,2068,41.1,393.03,2026-05-04T13:20:00Z,,2026-05-04T12:20:00Z
352,352,4,ChannelFlow Priority,HTR00000352,packed,2440,9.9,435.74,2026-05-04T13:15:00Z,,2026-05-04T12:15:00Z
353,353,9,Oracle Logistics Cloud,HTR00000353,shipped,1877,72.4,283.51,2026-05-04T13:10:00Z,,2026-05-04T12:10:00Z
354,354,2,Silicon Route Express,HTR00000354,in_transit,264,35.1,231.85,2026-05-04T13:05:00Z,,2026-05-04T12:05:00Z
355,355,7,FabLine Freight,HTR00000355,out_for_delivery,574,37.2,284.42,2026-05-04T13:00:00Z,,2026-05-04T12:00:00Z
356,356,12,ChannelFlow Priority,HTR00000356,delivered,1760,26.7,208.15,2026-05-04T12:55:00Z,2026-05-04T16:55:00Z,2026-05-04T11:55:00Z
357,357,5,Oracle Logistics Cloud,HTR00000357,packed,121,75.3,325.74,2026-05-04T12:50:00Z,,2026-05-04T11:50:00Z
358,358,10,Silicon Route Express,HTR00000358,shipped,694,69.6,157.91,2026-05-04T12:45:00Z,,2026-05-04T11:45:00Z
359,359,3,FabLine Freight,HTR00000359,in_transit,120,20.8,413.93,2026-05-04T12:40:00Z,,2026-05-04T11:40:00Z
360,360,8,ChannelFlow Priority,HTR00000360,out_for_delivery,1279,70.1,340.4,2026-05-04T12:35:00Z,,2026-05-04T11:35:00Z
361,361,1,Oracle Logistics Cloud,HTR00000361,preparing,718,32.4,227.59,2026-05-04T12:30:00Z,,2026-05-04T11:30:00Z
362,362,6,Silicon Route Express,HTR00000362,packed,1004,28.7,134.66,2026-05-04T12:25:00Z,,2026-05-04T11:25:00Z
363,363,11,FabLine Freight,HTR00000363,shipped,863,36.7,117.12,2026-05-04T12:20:00Z,,2026-05-04T11:20:00Z
364,364,4,ChannelFlow Priority,HTR00000364,delivered,2419,42.8,407.98,2026-05-04T12:15:00Z,2026-05-04T16:15:00Z,2026-05-04T11:15:00Z
365,365,9,Oracle Logistics Cloud,HTR00000365,out_for_delivery,1248,52,315.95,2026-05-04T12:10:00Z,,2026-05-04T11:10:00Z
366,366,2,Silicon Route Express,HTR00000366,preparing,198,18.5,246.33,2026-05-04T12:05:00Z,,2026-05-04T11:05:00Z
367,367,7,FabLine Freight,HTR00000367,packed,760,5.9,149.85,2026-05-04T12:00:00Z,,2026-05-04T11:00:00Z
368,368,12,ChannelFlow Priority,HTR00000368,shipped,2427,7.3,445.77,2026-05-04T11:55:00Z,,2026-05-04T10:55:00Z
369,369,5,Oracle Logistics Cloud,HTR00000369,in_transit,686,31,102.89,2026-05-04T11:50:00Z,,2026-05-04T10:50:00Z
370,370,10,Silicon Route Express,HTR00000370,out_for_delivery,2157,71.8,476.5,2026-05-04T11:45:00Z,,2026-05-04T10:45:00Z
371,371,3,FabLine Freight,HTR00000371,preparing,320,31.7,200.05,2026-05-04T11:40:00Z,,2026-05-04T10:40:00Z
372,372,8,ChannelFlow Priority,HTR00000372,delivered,1880,40.9,446.34,2026-05-04T11:35:00Z,2026-05-04T15:35:00Z,2026-05-04T10:35:00Z
373,373,1,Oracle Logistics Cloud,HTR00000373,shipped,1176,22,217.71,2026-05-04T11:30:00Z,,2026-05-04T10:30:00Z
374,374,6,Silicon Route Express,HTR00000374,in_transit,1868,12.5,361.5,2026-05-04T11:25:00Z,,2026-05-04T10:25:00Z
375,375,11,FabLine Freight,HTR00000375,out_for_delivery,858,56.9,406.23,2026-05-04T11:20:00Z,,2026-05-04T10:20:00Z
376,376,4,ChannelFlow Priority,HTR00000376,preparing,714,51.5,66.33,2026-05-04T11:15:00Z,,2026-05-04T10:15:00Z
377,377,9,Oracle Logistics Cloud,HTR00000377,packed,583,36.1,147.62,2026-05-04T11:10:00Z,,2026-05-04T10:10:00Z
378,378,2,Silicon Route Express,HTR00000378,shipped,485,31.9,70.44,2026-05-04T11:05:00Z,,2026-05-04T10:05:00Z
379,379,7,FabLine Freight,HTR00000379,in_transit,585,13.1,423.61,2026-05-04T11:00:00Z,,2026-05-04T10:00:00Z
380,380,12,ChannelFlow Priority,HTR00000380,delivered,1304,64.9,275.49,2026-05-04T10:55:00Z,2026-05-04T14:55:00Z,2026-05-04T09:55:00Z
381,381,5,Oracle Logistics Cloud,HTR00000381,preparing,1183,14.2,212.77,2026-05-04T10:50:00Z,,2026-05-04T09:50:00Z
382,382,10,Silicon Route Express,HTR00000382,packed,128,45.8,502,2026-05-04T10:45:00Z,,2026-05-04T09:45:00Z
383,383,3,FabLine Freight,HTR00000383,shipped,2336,52,226.87,2026-05-04T10:40:00Z,,2026-05-04T09:40:00Z
384,384,8,ChannelFlow Priority,HTR00000384,in_transit,1196,45.6,62.14,2026-05-04T10:35:00Z,,2026-05-04T09:35:00Z
385,385,1,Oracle Logistics Cloud,HTR00000385,out_for_delivery,1366,24.7,170.43,2026-05-04T10:30:00Z,,2026-05-04T09:30:00Z
386,386,6,Silicon Route Express,HTR00000386,preparing,2486,39.3,340.03,2026-05-04T10:25:00Z,,2026-05-04T09:25:00Z
387,387,11,FabLine Freight,HTR00000387,packed,178,55.6,475.14,2026-05-04T10:20:00Z,,2026-05-04T09:20:00Z
388,388,4,ChannelFlow Priority,HTR00000388,delivered,1767,17.4,242.22,2026-05-04T10:15:00Z,2026-05-04T14:15:00Z,2026-05-04T09:15:00Z
389,389,9,Oracle Logistics Cloud,HTR00000389,in_transit,1397,63.2,311.88,2026-05-04T10:10:00Z,,2026-05-04T09:10:00Z
390,390,2,Silicon Route Express,HTR00000390,out_for_delivery,231,54.9,189.86,2026-05-04T10:05:00Z,,2026-05-04T09:05:00Z
