forecast_id,product_id,region,forecast_date,predicted_demand,confidence_low,confidence_high,social_factor,model_version,explanation,created_at
86,1,Los Angeles Basin,2026-06-08,293,235,323,1.86,transport_signal_v2,"{""model"":""transport_signal_v2"",""drivers"":[""regional_news_mention"",""shipper_education_video"",""weather_disruption_season""],""top_influencer"":""@terminal_maya"",""urgency_score"":74,""confidence"":""medium"",""trend"":""steady_growth""}",2026-05-13T10:00:45Z
87,1,Los Angeles Basin,2026-06-09,295,240,328,1.96,transport_signal_v2,"{""model"":""transport_signal_v2"",""drivers"":[""regional_news_mention"",""shipper_education_video"",""weather_disruption_season""],""top_influencer"":""@terminal_maya"",""urgency_score"":74,""confidence"":""medium"",""trend"":""steady_growth""}",2026-05-13T10:00:45Z
88,1,Los Angeles Basin,2026-06-10,275,245,333,1.87,transport_signal_v2,"{""model"":""transport_signal_v2"",""drivers"":[""regional_news_mention"",""shipper_education_video"",""weather_disruption_season""],""top_influencer"":""@terminal_maya"",""urgency_score"":74,""confidence"":""medium"",""trend"":""steady_growth""}",2026-05-13T10:00:45Z
89,1,Los Angeles Basin,2026-06-11,297,250,338,1.94,transport_signal_v2,"{""model"":""transport_signal_v2"",""drivers"":[""regional_news_mention"",""shipper_education_video"",""weather_disruption_season""],""top_influencer"":""@terminal_maya"",""urgency_score"":74,""confidence"":""medium"",""trend"":""steady_growth""}",2026-05-13T10:00:45Z
90,1,Los Angeles Basin,2026-06-12,288,255,343,2,transport_signal_v2,"{""model"":""transport_signal_v2"",""drivers"":[""regional_news_mention"",""shipper_education_video"",""weather_disruption_season""],""top_influencer"":""@terminal_maya"",""urgency_score"":74,""confidence"":""medium"",""trend"":""steady_growth""}",2026-05-13T10:00:45Z
91,2,Seattle Metro,2026-05-14,93,74,130,1.47,transport_signal_v2,"{""model"":""transport_signal_v2"",""drivers"":[""provider_adoption_signal"",""new_lane_program"",""early_terminal_cluster""],""top_influencer"":""@teletransport_mark"",""urgency_score"":82,""confidence"":""high"",""trend"":""launch_spike""}",2026-05-13T10:00:45Z
92,2,Seattle Metro,2026-05-15,96,78,134,1.48,transport_signal_v2,"{""model"":""transport_signal_v2"",""drivers"":[""provider_adoption_signal"",""new_lane_program"",""early_terminal_cluster""],""top_influencer"":""@teletransport_mark"",""urgency_score"":82,""confidence"":""high"",""trend"":""launch_spike""}",2026-05-13T10:00:45Z
93,2,Seattle Metro,2026-05-16,104,82,138,1.46,transport_signal_v2,"{""model"":""transport_signal_v2"",""drivers"":[""provider_adoption_signal"",""new_lane_program"",""early_terminal_cluster""],""top_influencer"":""@teletransport_mark"",""urgency_score"":82,""confidence"":""high"",""trend"":""launch_spike""}",2026-05-13T10:00:45Z
94,2,Seattle Metro,2026-05-17,101,86,142,1.47,transport_signal_v2,"{""model"":""transport_signal_v2"",""drivers"":[""provider_adoption_signal"",""new_lane_program"",""early_terminal_cluster""],""top_influencer"":""@teletransport_mark"",""urgency_score"":82,""confidence"":""high"",""trend"":""launch_spike""}",2026-05-13T10:00:45Z
95,2,Seattle Metro,2026-05-18,122,90,146,1.41,transport_signal_v2,"{""model"":""transport_signal_v2"",""drivers"":[""provider_adoption_signal"",""new_lane_program"",""early_terminal_cluster""],""top_influencer"":""@teletransport_mark"",""urgency_score"":82,""confidence"":""high"",""trend"":""launch_spike""}",2026-05-13T10:00:45Z
96,2,Seattle Metro,2026-05-19,123,94,150,1.48,transport_signal_v2,"{""model"":""transport_signal_v2"",""drivers"":[""provider_adoption_signal"",""new_lane_program"",""early_terminal_cluster""],""top_influencer"":""@teletransport_mark"",""urgency_score"":82,""confidence"":""high"",""trend"":""launch_spike""}",2026-05-13T10:00:45Z
97,2,Seattle Metro,2026-05-20,121,98,154,1.48,transport_signal_v2,"{""model"":""transport_signal_v2"",""drivers"":[""provider_adoption_signal"",""new_lane_program"",""early_terminal_cluster""],""top_influencer"":""@teletransport_mark"",""urgency_score"":82,""confidence"":""high"",""trend"":""launch_spike""}",2026-05-13T10:00:45Z
98,2,Seattle Metro,2026-05-21,139,102,158,1.51,transport_signal_v2,"{""model"":""transport_signal_v2"",""drivers"":[""provider_adoption_signal"",""new_lane_program"",""early_terminal_cluster""],""top_influencer"":""@teletransport_mark"",""urgency_score"":82,""confidence"":""high"",""trend"":""launch_spike""}",2026-05-13T10:00:45Z
99,2,Seattle Metro,2026-05-22,145,106,162,1.55,transport_signal_v2,"{""model"":""transport_signal_v2"",""drivers"":[""provider_adoption_signal"",""new_lane_program"",""early_terminal_cluster""],""top_influencer"":""@teletransport_mark"",""urgency_score"":82,""confidence"":""high"",""trend"":""launch_spike""}",2026-05-13T10:00:45Z
100,2,Seattle Metro,2026-05-23,129,110,166,1.64,transport_signal_v2,"{""model"":""transport_signal_v2"",""drivers"":[""provider_adoption_signal"",""new_lane_program"",""early_terminal_cluster""],""top_influencer"":""@teletransport_mark"",""urgency_score"":82,""confidence"":""high"",""trend"":""launch_spike""}",2026-05-13T10:00:45Z
101,2,Seattle Metro,2026-05-24,147,114,170,1.65,transport_signal_v2,"{""model"":""transport_signal_v2"",""drivers"":[""provider_adoption_signal"",""new_lane_program"",""early_terminal_cluster""],""top_influencer"":""@teletransport_mark"",""urgency_score"":82,""confidence"":""high"",""trend"":""launch_spike""}",2026-05-13T10:00:45Z
102,2,Seattle Metro,2026-05-25,136,118,174,1.66,transport_signal_v2,"{""model"":""transport_signal_v2"",""drivers"":[""provider_adoption_signal"",""new_lane_program"",""early_terminal_cluster""],""top_influencer"":""@teletransport_mark"",""urgency_score"":82,""confidence"":""high"",""trend"":""launch_spike""}",2026-05-13T10:00:45Z
103,2,Seattle Metro,2026-05-26,157,122,178,1.67,transport_signal_v2,"{""model"":""transport_signal_v2"",""drivers"":[""provider_adoption_signal"",""new_lane_program"",""early_terminal_cluster""],""top_influencer"":""@teletransport_mark"",""urgency_score"":82,""confidence"":""high"",""trend"":""launch_spike""}",2026-05-13T10:00:45Z
104,2,Seattle Metro,2026-05-27,146,126,182,1.72,transport_signal_v2,"{""model"":""transport_signal_v2"",""drivers"":[""provider_adoption_signal"",""new_lane_program"",""early_terminal_cluster""],""top_influencer"":""@teletransport_mark"",""urgency_score"":82,""confidence"":""high"",""trend"":""launch_spike""}",2026-05-13T10:00:45Z
105,2,Seattle Metro,2026-05-28,169,130,186,1.62,transport_signal_v2,"{""model"":""transport_signal_v2"",""drivers"":[""provider_adoption_signal"",""new_lane_program"",""early_terminal_cluster""],""top_influencer"":""@teletransport_mark"",""urgency_score"":82,""confidence"":""high"",""trend"":""launch_spike""}",2026-05-13T10:00:45Z
106,2,Seattle Metro,2026-05-29,161,134,190,1.75,transport_signal_v2,"{""model"":""transport_signal_v2"",""drivers"":[""provider_adoption_signal"",""new_lane_program"",""early_terminal_cluster""],""top_influencer"":""@teletransport_mark"",""urgency_score"":82,""confidence"":""high"",""trend"":""launch_spike""}",2026-05-13T10:00:45Z
107,2,Seattle Metro,2026-05-30,177,138,194,1.77,transport_signal_v2,"{""model"":""transport_signal_v2"",""drivers"":[""provider_adoption_signal"",""new_lane_program"",""early_terminal_cluster""],""top_influencer"":""@teletransport_mark"",""urgency_score"":82,""confidence"":""high"",""trend"":""launch_spike""}",2026-05-13T10:00:45Z
108,2,Seattle Metro,2026-05-31,174,142,198,1.74,transport_signal_v2,"{""model"":""transport_signal_v2"",""drivers"":[""provider_adoption_signal"",""new_lane_program"",""early_terminal_cluster""],""top_influencer"":""@teletransport_mark"",""urgency_score"":82,""confidence"":""high"",""trend"":""launch_spike""}",2026-05-13T10:00:45Z
109,2,Seattle Metro,2026-06-01,181,146,202,1.76,transport_signal_v2,"{""model"":""transport_signal_v2"",""drivers"":[""provider_adoption_signal"",""new_lane_program"",""early_terminal_cluster""],""top_influencer"":""@teletransport_mark"",""urgency_score"":82,""confidence"":""high"",""trend"":""launch_spike""}",2026-05-13T10:00:45Z
110,2,Seattle Metro,2026-06-02,168,150,206,1.74,transport_signal_v2,"{""model"":""transport_signal_v2"",""drivers"":[""provider_adoption_signal"",""new_lane_program"",""early_terminal_cluster""],""top_influencer"":""@teletransport_mark"",""urgency_score"":82,""confidence"":""high"",""trend"":""launch_spike""}",2026-05-13T10:00:45Z
111,2,Seattle Metro,2026-06-03,181,154,210,1.73,transport_signal_v2,"{""model"":""transport_signal_v2"",""drivers"":[""provider_adoption_signal"",""new_lane_program"",""early_terminal_cluster""],""top_influencer"":""@teletransport_mark"",""urgency_score"":82,""confidence"":""high"",""trend"":""launch_spike""}",2026-05-13T10:00:45Z
112,2,Seattle Metro,2026-06-04,195,158,214,1.77,transport_signal_v2,"{""model"":""transport_signal_v2"",""drivers"":[""provider_adoption_signal"",""new_lane_program"",""early_terminal_cluster""],""top_influencer"":""@teletransport_mark"",""urgency_score"":82,""confidence"":""high"",""trend"":""launch_spike""}",2026-05-13T10:00:45Z
113,2,Seattle Metro,2026-06-05,189,162,218,1.88,transport_signal_v2,"{""model"":""transport_signal_v2"",""drivers"":[""provider_adoption_signal"",""new_lane_program"",""early_terminal_cluster""],""top_influencer"":""@teletransport_mark"",""urgency_score"":82,""confidence"":""high"",""trend"":""launch_spike""}",2026-05-13T10:00:45Z
114,2,Seattle Metro,2026-06-06,195,166,222,1.9,transport_signal_v2,"{""model"":""transport_signal_v2"",""drivers"":[""provider_adoption_signal"",""new_lane_program"",""early_terminal_cluster""],""top_influencer"":""@teletransport_mark"",""urgency_score"":82,""confidence"":""high"",""trend"":""launch_spike""}",2026-05-13T10:00:45Z
115,2,Seattle Metro,2026-06-07,209,170,226,1.85,transport_signal_v2,"{""model"":""transport_signal_v2"",""drivers"":[""provider_adoption_signal"",""new_lane_program"",""early_terminal_cluster""],""top_influencer"":""@teletransport_mark"",""urgency_score"":82,""confidence"":""high"",""trend"":""launch_spike""}",2026-05-13T10:00:45Z
116,2,Seattle Metro,2026-06-08,214,174,230,1.87,transport_signal_v2,"{""model"":""transport_signal_v2"",""drivers"":[""provider_adoption_signal"",""new_lane_program"",""early_terminal_cluster""],""top_influencer"":""@teletransport_mark"",""urgency_score"":82,""confidence"":""high"",""trend"":""launch_spike""}",2026-05-13T10:00:45Z
117,2,Seattle Metro,2026-06-09,197,178,234,1.9,transport_signal_v2,"{""model"":""transport_signal_v2"",""drivers"":[""provider_adoption_signal"",""new_lane_program"",""early_terminal_cluster""],""top_influencer"":""@teletransport_mark"",""urgency_score"":82,""confidence"":""high"",""trend"":""launch_spike""}",2026-05-13T10:00:45Z
118,2,Seattle Metro,2026-06-10,202,182,238,2,transport_signal_v2,"{""model"":""transport_signal_v2"",""drivers"":[""provider_adoption_signal"",""new_lane_program"",""early_terminal_cluster""],""top_influencer"":""@teletransport_mark"",""urgency_score"":82,""confidence"":""high"",""trend"":""launch_spike""}",2026-05-13T10:00:45Z
119,2,Seattle Metro,2026-06-11,219,186,242,1.93,transport_signal_v2,"{""model"":""transport_signal_v2"",""drivers"":[""provider_adoption_signal"",""new_lane_program"",""early_terminal_cluster""],""top_influencer"":""@teletransport_mark"",""urgency_score"":82,""confidence"":""high"",""trend"":""launch_spike""}",2026-05-13T10:00:45Z
120,2,Seattle Metro,2026-06-12,227,190,246,1.94,transport_signal_v2,"{""model"":""transport_signal_v2"",""drivers"":[""provider_adoption_signal"",""new_lane_program"",""early_terminal_cluster""],""top_influencer"":""@teletransport_mark"",""urgency_score"":82,""confidence"":""high"",""trend"":""launch_spike""}",2026-05-13T10:00:45Z
121,2,Austin Metro,2026-05-14,89,60,108,1.35,transport_signal_v2,"{""model"":""transport_signal_v2"",""drivers"":[""regional_provider_roundtable"",""terminal_network_adoption"",""control_tower_signal""],""top_influencer"":""@access_ava"",""urgency_score"":71,""confidence"":""medium"",""trend"":""rising""}",2026-05-13T10:00:45Z
122,2,Austin Metro,2026-05-15,85,63,111,1.4,transport_signal_v2,"{""model"":""transport_signal_v2"",""drivers"":[""regional_provider_roundtable"",""terminal_network_adoption"",""control_tower_signal""],""top_influencer"":""@access_ava"",""urgency_score"":71,""confidence"":""medium"",""trend"":""rising""}",2026-05-13T10:00:45Z
123,2,Austin Metro,2026-05-16,97,66,114,1.34,transport_signal_v2,"{""model"":""transport_signal_v2"",""drivers"":[""regional_provider_roundtable"",""terminal_network_adoption"",""control_tower_signal""],""top_influencer"":""@access_ava"",""urgency_score"":71,""confidence"":""medium"",""trend"":""rising""}",2026-05-13T10:00:45Z
124,2,Austin Metro,2026-05-17,101,69,117,1.33,transport_signal_v2,"{""model"":""transport_signal_v2"",""drivers"":[""regional_provider_roundtable"",""terminal_network_adoption"",""control_tower_signal""],""top_influencer"":""@access_ava"",""urgency_score"":71,""confidence"":""medium"",""trend"":""rising""}",2026-05-13T10:00:45Z
125,2,Austin Metro,2026-05-18,101,72,120,1.33,transport_signal_v2,"{""model"":""transport_signal_v2"",""drivers"":[""regional_provider_roundtable"",""terminal_network_adoption"",""control_tower_signal""],""top_influencer"":""@access_ava"",""urgency_score"":71,""confidence"":""medium"",""trend"":""rising""}",2026-05-13T10:00:45Z
126,2,Austin Metro,2026-05-19,100,75,123,1.42,transport_signal_v2,"{""model"":""transport_signal_v2"",""drivers"":[""regional_provider_roundtable"",""terminal_network_adoption"",""control_tower_signal""],""top_influencer"":""@access_ava"",""urgency_score"":71,""confidence"":""medium"",""trend"":""rising""}",2026-05-13T10:00:45Z
127,2,Austin Metro,2026-05-20,102,78,126,1.36,transport_signal_v2,"{""model"":""transport_signal_v2"",""drivers"":[""regional_provider_roundtable"",""terminal_network_adoption"",""control_tower_signal""],""top_influencer"":""@access_ava"",""urgency_score"":71,""confidence"":""medium"",""trend"":""rising""}",2026-05-13T10:00:45Z
128,2,Austin Metro,2026-05-21,97,81,129,1.41,transport_signal_v2,"{""model"":""transport_signal_v2"",""drivers"":[""regional_provider_roundtable"",""terminal_network_adoption"",""control_tower_signal""],""top_influencer"":""@access_ava"",""urgency_score"":71,""confidence"":""medium"",""trend"":""rising""}",2026-05-13T10:00:45Z
129,2,Austin Metro,2026-05-22,111,84,132,1.51,transport_signal_v2,"{""model"":""transport_signal_v2"",""drivers"":[""regional_provider_roundtable"",""terminal_network_adoption"",""control_tower_signal""],""top_influencer"":""@access_ava"",""urgency_score"":71,""confidence"":""medium"",""trend"":""rising""}",2026-05-13T10:00:45Z
130,2,Austin Metro,2026-05-23,112,87,135,1.54,transport_signal_v2,"{""model"":""transport_signal_v2"",""drivers"":[""regional_provider_roundtable"",""terminal_network_adoption"",""control_tower_signal""],""top_influencer"":""@access_ava"",""urgency_score"":71,""confidence"":""medium"",""trend"":""rising""}",2026-05-13T10:00:45Z
131,2,Austin Metro,2026-05-24,104,90,138,1.45,transport_signal_v2,"{""model"":""transport_signal_v2"",""drivers"":[""regional_provider_roundtable"",""terminal_network_adoption"",""control_tower_signal""],""top_influencer"":""@access_ava"",""urgency_score"":71,""confidence"":""medium"",""trend"":""rising""}",2026-05-13T10:00:45Z
132,2,Austin Metro,2026-05-25,112,93,141,1.45,transport_signal_v2,"{""model"":""transport_signal_v2"",""drivers"":[""regional_provider_roundtable"",""terminal_network_adoption"",""control_tower_signal""],""top_influencer"":""@access_ava"",""urgency_score"":71,""confidence"":""medium"",""trend"":""rising""}",2026-05-13T10:00:45Z
133,2,Austin Metro,2026-05-26,120,96,144,1.56,transport_signal_v2,"{""model"":""transport_signal_v2"",""drivers"":[""regional_provider_roundtable"",""terminal_network_adoption"",""control_tower_signal""],""top_influencer"":""@access_ava"",""urgency_score"":71,""confidence"":""medium"",""trend"":""rising""}",2026-05-13T10:00:45Z
134,2,Austin Metro,2026-05-27,128,99,147,1.58,transport_signal_v2,"{""model"":""transport_signal_v2"",""drivers"":[""regional_provider_roundtable"",""terminal_network_adoption"",""control_tower_signal""],""top_influencer"":""@access_ava"",""urgency_score"":71,""confidence"":""medium"",""trend"":""rising""}",2026-05-13T10:00:45Z
135,2,Austin Metro,2026-05-28,118,102,150,1.58,transport_signal_v2,"{""model"":""transport_signal_v2"",""drivers"":[""regional_provider_roundtable"",""terminal_network_adoption"",""control_tower_signal""],""top_influencer"":""@access_ava"",""urgency_score"":71,""confidence"":""medium"",""trend"":""rising""}",2026-05-13T10:00:45Z
136,2,Austin Metro,2026-05-29,134,105,153,1.6,transport_signal_v2,"{""model"":""transport_signal_v2"",""drivers"":[""regional_provider_roundtable"",""terminal_network_adoption"",""control_tower_signal""],""top_influencer"":""@access_ava"",""urgency_score"":71,""confidence"":""medium"",""trend"":""rising""}",2026-05-13T10:00:45Z
137,2,Austin Metro,2026-05-30,141,108,156,1.61,transport_signal_v2,"{""model"":""transport_signal_v2"",""drivers"":[""regional_provider_roundtable"",""terminal_network_adoption"",""control_tower_signal""],""top_influencer"":""@access_ava"",""urgency_score"":71,""confidence"":""medium"",""trend"":""rising""}",2026-05-13T10:00:45Z
138,2,Austin Metro,2026-05-31,143,111,159,1.59,transport_signal_v2,"{""model"":""transport_signal_v2"",""drivers"":[""regional_provider_roundtable"",""terminal_network_adoption"",""control_tower_signal""],""top_influencer"":""@access_ava"",""urgency_score"":71,""confidence"":""medium"",""trend"":""rising""}",2026-05-13T10:00:45Z
139,2,Austin Metro,2026-06-01,134,114,162,1.68,transport_signal_v2,"{""model"":""transport_signal_v2"",""drivers"":[""regional_provider_roundtable"",""terminal_network_adoption"",""control_tower_signal""],""top_influencer"":""@access_ava"",""urgency_score"":71,""confidence"":""medium"",""trend"":""rising""}",2026-05-13T10:00:45Z
140,2,Austin Metro,2026-06-02,137,117,165,1.6,transport_signal_v2,"{""model"":""transport_signal_v2"",""drivers"":[""regional_provider_roundtable"",""terminal_network_adoption"",""control_tower_signal""],""top_influencer"":""@access_ava"",""urgency_score"":71,""confidence"":""medium"",""trend"":""rising""}",2026-05-13T10:00:45Z
141,2,Austin Metro,2026-06-03,149,120,168,1.59,transport_signal_v2,"{""model"":""transport_signal_v2"",""drivers"":[""regional_provider_roundtable"",""terminal_network_adoption"",""control_tower_signal""],""top_influencer"":""@access_ava"",""urgency_score"":71,""confidence"":""medium"",""trend"":""rising""}",2026-05-13T10:00:45Z
142,2,Austin Metro,2026-06-04,141,123,171,1.67,transport_signal_v2,"{""model"":""transport_signal_v2"",""drivers"":[""regional_provider_roundtable"",""terminal_network_adoption"",""control_tower_signal""],""top_influencer"":""@access_ava"",""urgency_score"":71,""confidence"":""medium"",""trend"":""rising""}",2026-05-13T10:00:45Z
143,2,Austin Metro,2026-06-05,147,126,174,1.62,transport_signal_v2,"{""model"":""transport_signal_v2"",""drivers"":[""regional_provider_roundtable"",""terminal_network_adoption"",""control_tower_signal""],""top_influencer"":""@access_ava"",""urgency_score"":71,""confidence"":""medium"",""trend"":""rising""}",2026-05-13T10:00:45Z
144,2,Austin Metro,2026-06-06,153,129,177,1.76,transport_signal_v2,"{""model"":""transport_signal_v2"",""drivers"":[""regional_provider_roundtable"",""terminal_network_adoption"",""control_tower_signal""],""top_influencer"":""@access_ava"",""urgency_score"":71,""confidence"":""medium"",""trend"":""rising""}",2026-05-13T10:00:45Z
145,2,Austin Metro,2026-06-07,147,132,180,1.77,transport_signal_v2,"{""model"":""transport_signal_v2"",""drivers"":[""regional_provider_roundtable"",""terminal_network_adoption"",""control_tower_signal""],""top_influencer"":""@access_ava"",""urgency_score"":71,""confidence"":""medium"",""trend"":""rising""}",2026-05-13T10:00:45Z
146,2,Austin Metro,2026-06-08,162,135,183,1.78,transport_signal_v2,"{""model"":""transport_signal_v2"",""drivers"":[""regional_provider_roundtable"",""terminal_network_adoption"",""control_tower_signal""],""top_influencer"":""@access_ava"",""urgency_score"":71,""confidence"":""medium"",""trend"":""rising""}",2026-05-13T10:00:45Z
147,2,Austin Metro,2026-06-09,161,138,186,1.69,transport_signal_v2,"{""model"":""transport_signal_v2"",""drivers"":[""regional_provider_roundtable"",""terminal_network_adoption"",""control_tower_signal""],""top_influencer"":""@access_ava"",""urgency_score"":71,""confidence"":""medium"",""trend"":""rising""}",2026-05-13T10:00:45Z
148,2,Austin Metro,2026-06-10,162,141,189,1.73,transport_signal_v2,"{""model"":""transport_signal_v2"",""drivers"":[""regional_provider_roundtable"",""terminal_network_adoption"",""control_tower_signal""],""top_influencer"":""@access_ava"",""urgency_score"":71,""confidence"":""medium"",""trend"":""rising""}",2026-05-13T10:00:45Z
149,2,Austin Metro,2026-06-11,160,144,192,1.74,transport_signal_v2,"{""model"":""transport_signal_v2"",""drivers"":[""regional_provider_roundtable"",""terminal_network_adoption"",""control_tower_signal""],""top_influencer"":""@access_ava"",""urgency_score"":71,""confidence"":""medium"",""trend"":""rising""}",2026-05-13T10:00:45Z
150,2,Austin Metro,2026-06-12,167,147,195,1.71,transport_signal_v2,"{""model"":""transport_signal_v2"",""drivers"":[""regional_provider_roundtable"",""terminal_network_adoption"",""control_tower_signal""],""top_influencer"":""@access_ava"",""urgency_score"":71,""confidence"":""medium"",""trend"":""rising""}",2026-05-13T10:00:45Z
151,3,Denver Metro,2026-05-14,74,47,89,1.2,transport_signal_v2,"{""model"":""transport_signal_v2"",""drivers"":[""regional_lane_referral_cluster"",""new_year_resolution_effect"",""outdoor_season_start""],""top_influencer"":""@lane_recovery_reed"",""urgency_score"":64,""confidence"":""medium"",""trend"":""seasonal_uptick""}",2026-05-13T10:00:45Z
152,3,Denver Metro,2026-05-15,75,49,91,1.21,transport_signal_v2,"{""model"":""transport_signal_v2"",""drivers"":[""regional_lane_referral_cluster"",""new_year_resolution_effect"",""outdoor_season_start""],""top_influencer"":""@lane_recovery_reed"",""urgency_score"":64,""confidence"":""medium"",""trend"":""seasonal_uptick""}",2026-05-13T10:00:45Z
153,3,Denver Metro,2026-05-16,74,51,93,1.2,transport_signal_v2,"{""model"":""transport_signal_v2"",""drivers"":[""regional_lane_referral_cluster"",""new_year_resolution_effect"",""outdoor_season_start""],""top_influencer"":""@lane_recovery_reed"",""urgency_score"":64,""confidence"":""medium"",""trend"":""seasonal_uptick""}",2026-05-13T10:00:45Z
154,3,Denver Metro,2026-05-17,80,53,95,1.24,transport_signal_v2,"{""model"":""transport_signal_v2"",""drivers"":[""regional_lane_referral_cluster"",""new_year_resolution_effect"",""outdoor_season_start""],""top_influencer"":""@lane_recovery_reed"",""urgency_score"":64,""confidence"":""medium"",""trend"":""seasonal_uptick""}",2026-05-13T10:00:45Z
155,3,Denver Metro,2026-05-18,82,55,97,1.21,transport_signal_v2,"{""model"":""transport_signal_v2"",""drivers"":[""regional_lane_referral_cluster"",""new_year_resolution_effect"",""outdoor_season_start""],""top_influencer"":""@lane_recovery_reed"",""urgency_score"":64,""confidence"":""medium"",""trend"":""seasonal_uptick""}",2026-05-13T10:00:45Z
156,3,Denver Metro,2026-05-19,77,57,99,1.22,transport_signal_v2,"{""model"":""transport_signal_v2"",""drivers"":[""regional_lane_referral_cluster"",""new_year_resolution_effect"",""outdoor_season_start""],""top_influencer"":""@lane_recovery_reed"",""urgency_score"":64,""confidence"":""medium"",""trend"":""seasonal_uptick""}",2026-05-13T10:00:45Z
157,3,Denver Metro,2026-05-20,86,59,101,1.27,transport_signal_v2,"{""model"":""transport_signal_v2"",""drivers"":[""regional_lane_referral_cluster"",""new_year_resolution_effect"",""outdoor_season_start""],""top_influencer"":""@lane_recovery_reed"",""urgency_score"":64,""confidence"":""medium"",""trend"":""seasonal_uptick""}",2026-05-13T10:00:45Z
158,3,Denver Metro,2026-05-21,78,61,103,1.23,transport_signal_v2,"{""model"":""transport_signal_v2"",""drivers"":[""regional_lane_referral_cluster"",""new_year_resolution_effect"",""outdoor_season_start""],""top_influencer"":""@lane_recovery_reed"",""urgency_score"":64,""confidence"":""medium"",""trend"":""seasonal_uptick""}",2026-05-13T10:00:45Z
159,3,Denver Metro,2026-05-22,80,63,105,1.29,transport_signal_v2,"{""model"":""transport_signal_v2"",""drivers"":[""regional_lane_referral_cluster"",""new_year_resolution_effect"",""outdoor_season_start""],""top_influencer"":""@lane_recovery_reed"",""urgency_score"":64,""confidence"":""medium"",""trend"":""seasonal_uptick""}",2026-05-13T10:00:45Z
160,3,Denver Metro,2026-05-23,95,65,107,1.28,transport_signal_v2,"{""model"":""transport_signal_v2"",""drivers"":[""regional_lane_referral_cluster"",""new_year_resolution_effect"",""outdoor_season_start""],""top_influencer"":""@lane_recovery_reed"",""urgency_score"":64,""confidence"":""medium"",""trend"":""seasonal_uptick""}",2026-05-13T10:00:45Z
161,3,Denver Metro,2026-05-24,87,67,109,1.27,transport_signal_v2,"{""model"":""transport_signal_v2"",""drivers"":[""regional_lane_referral_cluster"",""new_year_resolution_effect"",""outdoor_season_start""],""top_influencer"":""@lane_recovery_reed"",""urgency_score"":64,""confidence"":""medium"",""trend"":""seasonal_uptick""}",2026-05-13T10:00:45Z
162,3,Denver Metro,2026-05-25,89,69,111,1.3,transport_signal_v2,"{""model"":""transport_signal_v2"",""drivers"":[""regional_lane_referral_cluster"",""new_year_resolution_effect"",""outdoor_season_start""],""top_influencer"":""@lane_recovery_reed"",""urgency_score"":64,""confidence"":""medium"",""trend"":""seasonal_uptick""}",2026-05-13T10:00:45Z
163,3,Denver Metro,2026-05-26,97,71,113,1.25,transport_signal_v2,"{""model"":""transport_signal_v2"",""drivers"":[""regional_lane_referral_cluster"",""new_year_resolution_effect"",""outdoor_season_start""],""top_influencer"":""@lane_recovery_reed"",""urgency_score"":64,""confidence"":""medium"",""trend"":""seasonal_uptick""}",2026-05-13T10:00:45Z
164,3,Denver Metro,2026-05-27,102,73,115,1.26,transport_signal_v2,"{""model"":""transport_signal_v2"",""drivers"":[""regional_lane_referral_cluster"",""new_year_resolution_effect"",""outdoor_season_start""],""top_influencer"":""@lane_recovery_reed"",""urgency_score"":64,""confidence"":""medium"",""trend"":""seasonal_uptick""}",2026-05-13T10:00:45Z
165,3,Denver Metro,2026-05-28,103,75,117,1.28,transport_signal_v2,"{""model"":""transport_signal_v2"",""drivers"":[""regional_lane_referral_cluster"",""new_year_resolution_effect"",""outdoor_season_start""],""top_influencer"":""@lane_recovery_reed"",""urgency_score"":64,""confidence"":""medium"",""trend"":""seasonal_uptick""}",2026-05-13T10:00:45Z
166,3,Denver Metro,2026-05-29,97,77,119,1.28,transport_signal_v2,"{""model"":""transport_signal_v2"",""drivers"":[""regional_lane_referral_cluster"",""new_year_resolution_effect"",""outdoor_season_start""],""top_influencer"":""@lane_recovery_reed"",""urgency_score"":64,""confidence"":""medium"",""trend"":""seasonal_uptick""}",2026-05-13T10:00:45Z
167,3,Denver Metro,2026-05-30,101,79,121,1.28,transport_signal_v2,"{""model"":""transport_signal_v2"",""drivers"":[""regional_lane_referral_cluster"",""new_year_resolution_effect"",""outdoor_season_start""],""top_influencer"":""@lane_recovery_reed"",""urgency_score"":64,""confidence"":""medium"",""trend"":""seasonal_uptick""}",2026-05-13T10:00:45Z
168,3,Denver Metro,2026-05-31,94,81,123,1.33,transport_signal_v2,"{""model"":""transport_signal_v2"",""drivers"":[""regional_lane_referral_cluster"",""new_year_resolution_effect"",""outdoor_season_start""],""top_influencer"":""@lane_recovery_reed"",""urgency_score"":64,""confidence"":""medium"",""trend"":""seasonal_uptick""}",2026-05-13T10:00:45Z
169,3,Denver Metro,2026-06-01,108,83,125,1.3,transport_signal_v2,"{""model"":""transport_signal_v2"",""drivers"":[""regional_lane_referral_cluster"",""new_year_resolution_effect"",""outdoor_season_start""],""top_influencer"":""@lane_recovery_reed"",""urgency_score"":64,""confidence"":""medium"",""trend"":""seasonal_uptick""}",2026-05-13T10:00:45Z
